"Plot Title: Bean_4"
#,Date Time,H08 High Res. Temp. (°C) LGR S/N: 492645 c:1,GCap. RH (%) LGR S/N: 492645 c:3
99,06/11/02 07:49:25,9.08,83.30
100,06/11/02 07:59:25,9.25,84.20
101,06/11/02 08:09:25,9.47,83.30
102,06/11/02 08:19:25,9.77,84.20
103,06/11/02 08:29:25,10.50,81.90
104,06/11/02 08:39:25,10.60,79.60
105,06/11/02 08:49:25,10.77,78.20
106,06/11/02 08:59:25,11.02,81.00
107,06/11/02 09:09:25,11.28,80.10
108,06/11/02 09:19:25,11.62,82.40
109,06/11/02 09:29:25,12.18,75.30
110,06/11/02 09:39:25,12.66,77.70
111,06/11/02 09:49:25,13.32,66.80
112,06/11/02 09:59:25,13.70,61.70
113,06/11/02 10:09:25,14.04,61.70
114,06/11/02 10:19:25,14.44,59.10
115,06/11/02 10:29:25,16.64,39.10
116,06/11/02 10:39:25,18.40,68.80
117,06/11/02 10:49:25,19.45,60.20
118,06/11/02 10:59:25,21.21,49.80
119,06/11/02 11:09:25,21.35,45.70
120,06/11/02 11:19:25,22.28,42.60
121,06/11/02 11:29:25,22.02,40.60
122,06/11/02 11:39:25,23.43,37.60
123,06/11/02 11:49:25,23.72,37.60
124,06/11/02 11:59:25,23.19,44.70
125,06/11/02 12:09:25,21.52,37.60
126,06/11/02 12:19:25,21.14,40.60
127,06/11/02 12:29:25,20.38,42.60
128,06/11/02 12:39:25,19.04,50.30
129,06/11/02 12:49:25,19.28,59.70
130,06/11/02 12:59:25,20.73,39.10
131,06/11/02 13:09:25,20.61,44.70
132,06/11/02 13:19:25,18.95,47.30
133,06/11/02 13:29:25,15.88,52.40
134,06/11/02 13:39:25,14.11,56.00
135,06/11/02 13:49:25,12.21,65.30
136,06/11/02 13:59:25,10.99,68.80
137,06/11/02 14:09:25,10.21,73.30
138,06/11/02 14:19:25,10.11,73.30
139,06/11/02 14:29:25,9.77,75.30
140,06/11/02 14:39:25,9.91,72.80
141,06/11/02 14:49:25,9.67,75.30
142,06/11/02 14:59:25,9.62,74.80
143,06/11/02 15:09:25,9.47,74.30
144,06/11/02 15:19:25,9.30,76.20
145,06/11/02 15:29:25,9.17,75.30
146,06/11/02 15:39:25,9.32,75.80
147,06/11/02 15:49:25,9.40,73.80
148,06/11/02 15:59:25,9.40,74.30
149,06/11/02 16:09:25,9.84,73.80
150,06/11/02 16:19:25,9.45,75.30
151,06/11/02 16:29:25,9.00,76.70
152,06/11/02 16:39:25,8.80,77.70
153,06/11/02 16:49:25,8.38,79.60
154,06/11/02 16:59:25,8.01,81.00
155,06/11/02 17:09:25,7.83,82.40
156,06/11/02 17:19:25,7.88,81.00
157,06/11/02 17:29:25,7.63,81.50
158,06/11/02 17:39:25,7.53,82.80
159,06/11/02 17:49:25,7.35,83.70
160,06/11/02 17:59:25,7.28,84.60
161,06/11/02 18:09:25,7.20,85.10
162,06/11/02 18:19:25,7.15,85.10
163,06/11/02 18:29:25,7.03,86.90
164,06/11/02 18:39:25,6.87,87.30
165,06/11/02 18:49:25,6.75,87.70
166,06/11/02 18:59:25,6.62,87.70
167,06/11/02 19:09:25,6.52,88.20
168,06/11/02 19:19:25,6.39,88.20
169,06/11/02 19:29:25,6.29,88.20
170,06/11/02 19:39:25,6.16,89.00
171,06/11/02 19:49:25,6.04,89.00
172,06/11/02 19:59:25,5.91,89.00
173,06/11/02 20:09:25,5.73,89.80
174,06/11/02 20:19:25,5.52,90.30
175,06/11/02 20:29:25,5.32,90.70
176,06/11/02 20:39:25,5.19,91.50
177,06/11/02 20:49:25,5.09,91.90
178,06/11/02 20:59:25,5.01,92.30
179,06/11/02 21:09:25,4.91,92.70
180,06/11/02 21:19:25,4.80,93.10
181,06/11/02 21:29:25,4.70,93.50
182,06/11/02 21:39:25,4.62,93.50
183,06/11/02 21:49:25,4.60,93.90
184,06/11/02 21:59:25,4.57,94.30
185,06/11/02 22:09:25,4.54,94.30
186,06/11/02 22:19:25,4.52,93.90
187,06/11/02 22:29:25,4.49,94.30
188,06/11/02 22:39:25,4.47,94.30
189,06/11/02 22:49:25,4.44,94.70
190,06/11/02 22:59:25,4.39,94.70
191,06/11/02 23:09:25,4.34,94.70
192,06/11/02 23:19:25,4.26,95.00
193,06/11/02 23:29:25,4.23,95.00
194,06/11/02 23:39:25,4.23,95.00
195,06/11/02 23:49:25,4.23,95.40
196,06/11/02 23:59:25,4.21,95.40
197,06/12/02 00:09:25,4.21,95.40
198,06/12/02 00:19:25,4.18,95.40
199,06/12/02 00:29:25,4.15,95.40
200,06/12/02 00:39:25,4.15,95.80
201,06/12/02 00:49:25,4.13,96.20
202,06/12/02 00:59:25,4.10,96.20
203,06/12/02 01:09:25,4.10,96.20
204,06/12/02 01:19:25,4.05,96.20
205,06/12/02 01:29:25,4.05,96.20
206,06/12/02 01:39:25,4.02,96.20
207,06/12/02 01:49:25,4.02,96.20
208,06/12/02 01:59:25,3.97,96.20
209,06/12/02 02:09:25,3.89,96.20
210,06/12/02 02:19:25,3.84,96.20
211,06/12/02 02:29:25,3.81,96.20
212,06/12/02 02:39:25,3.76,96.20
213,06/12/02 02:49:25,3.76,96.20
214,06/12/02 02:59:25,3.71,96.50
215,06/12/02 03:09:25,3.71,96.50
216,06/12/02 03:19:25,3.71,96.50
217,06/12/02 03:29:25,3.68,96.50
218,06/12/02 03:39:25,3.68,96.50
219,06/12/02 03:49:25,3.68,96.50
220,06/12/02 03:59:25,3.68,96.50
221,06/12/02 04:09:25,3.68,96.90
222,06/12/02 04:19:25,3.68,96.90
223,06/12/02 04:29:25,3.65,96.90
224,06/12/02 04:39:25,3.63,96.90
225,06/12/02 04:49:25,3.58,96.90
226,06/12/02 04:59:25,3.55,96.90
227,06/12/02 05:09:25,3.52,96.90
228,06/12/02 05:19:25,3.50,96.50
229,06/12/02 05:29:25,3.50,96.50
230,06/12/02 05:39:25,3.47,96.50
231,06/12/02 05:49:25,3.50,96.90
232,06/12/02 05:59:25,3.55,96.50
233,06/12/02 06:09:25,3.63,96.50
234,06/12/02 06:19:25,3.71,96.50
235,06/12/02 06:29:25,3.79,96.50
236,06/12/02 06:39:25,3.84,96.20
237,06/12/02 06:49:25,3.89,96.20
238,06/12/02 06:59:25,3.97,96.20
239,06/12/02 07:09:25,4.02,96.20
240,06/12/02 07:19:25,4.10,96.20
241,06/12/02 07:29:25,4.15,95.80
242,06/12/02 07:39:25,4.18,95.80
243,06/12/02 07:49:25,4.23,95.40
244,06/12/02 07:59:25,4.28,95.40
245,06/12/02 08:09:25,4.36,95.00
246,06/12/02 08:19:25,4.41,94.30
247,06/12/02 08:29:25,4.49,93.90
248,06/12/02 08:39:25,4.62,93.50
249,06/12/02 08:49:25,4.83,93.10
250,06/12/02 08:59:25,5.06,91.90
251,06/12/02 09:09:25,5.19,91.90
252,06/12/02 09:19:25,5.35,91.50
253,06/12/02 09:29:25,5.40,91.10
254,06/12/02 09:39:25,5.50,91.10
255,06/12/02 09:49:25,5.70,90.30
256,06/12/02 09:59:25,5.68,91.10
257,06/12/02 10:09:25,5.73,91.50
258,06/12/02 10:19:25,5.86,91.50
259,06/12/02 10:29:25,5.99,91.50
260,06/12/02 10:39:25,6.37,90.30
261,06/12/02 10:49:25,6.55,89.40
262,06/12/02 10:59:25,6.65,89.40
263,06/12/02 11:09:25,6.85,89.00
264,06/12/02 11:19:25,7.15,88.60
265,06/12/02 11:29:25,7.10,89.00
266,06/12/02 11:39:25,7.33,89.00
267,06/12/02 11:49:25,7.66,88.20
268,06/12/02 11:59:25,8.18,87.30
269,06/12/02 12:09:25,8.18,88.20
270,06/12/02 12:19:25,8.65,85.10
271,06/12/02 12:29:25,8.68,86.90
272,06/12/02 12:39:25,8.85,86.40
273,06/12/02 12:49:25,8.95,86.00
274,06/12/02 12:59:25,9.17,86.00
275,06/12/02 13:09:25,9.64,82.80
276,06/12/02 13:19:25,9.84,83.70
277,06/12/02 13:29:25,10.01,83.30
278,06/12/02 13:39:25,10.82,79.60
279,06/12/02 13:49:25,10.72,79.60
280,06/12/02 13:59:25,10.65,80.10
281,06/12/02 14:09:25,10.94,75.80
282,06/12/02 14:19:25,10.89,78.20
283,06/12/02 14:29:25,10.33,81.50
284,06/12/02 14:39:25,10.40,79.60
285,06/12/02 14:49:25,10.31,80.10
286,06/12/02 14:59:25,10.21,79.10
287,06/12/02 15:09:25,10.04,79.60
288,06/12/02 15:19:25,9.84,80.10
289,06/12/02 15:29:25,9.86,79.10
290,06/12/02 15:39:25,9.89,80.10
291,06/12/02 15:49:25,10.11,77.20
292,06/12/02 15:59:25,10.06,77.70
293,06/12/02 16:09:25,10.40,76.20
294,06/12/02 16:19:25,10.11,77.20
295,06/12/02 16:29:25,9.67,78.20
296,06/12/02 16:39:25,9.72,77.70
297,06/12/02 16:49:25,9.25,79.10
298,06/12/02 16:59:25,8.78,81.50
299,06/12/02 17:09:25,8.45,82.40
300,06/12/02 17:19:25,8.36,82.40
301,06/12/02 17:29:25,8.08,83.70
302,06/12/02 17:39:25,8.08,83.70
303,06/12/02 17:49:25,7.88,84.60
304,06/12/02 17:59:25,7.98,83.70
305,06/12/02 18:09:25,7.81,84.20
306,06/12/02 18:19:25,7.63,85.10
307,06/12/02 18:29:25,7.61,84.60
308,06/12/02 18:39:25,7.63,84.60
309,06/12/02 18:49:25,7.45,85.10
310,06/12/02 18:59:25,7.53,83.70
311,06/12/02 19:09:25,7.48,84.20
312,06/12/02 19:19:25,7.25,85.10
313,06/12/02 19:29:25,7.15,85.10
314,06/12/02 19:39:25,7.08,85.10
315,06/12/02 19:49:25,7.03,85.10
316,06/12/02 19:59:25,6.98,85.10
317,06/12/02 20:09:25,6.82,85.10
318,06/12/02 20:19:25,6.62,85.10
319,06/12/02 20:29:25,6.44,85.50
320,06/12/02 20:39:25,6.34,85.50
321,06/12/02 20:49:25,6.14,86.90
322,06/12/02 20:59:25,6.04,86.40
323,06/12/02 21:09:25,5.86,86.90
324,06/12/02 21:19:25,5.65,87.30
325,06/12/02 21:29:25,5.47,87.70
326,06/12/02 21:39:25,5.29,88.60
327,06/12/02 21:49:25,5.19,88.60
328,06/12/02 21:59:25,5.09,89.00
329,06/12/02 22:09:25,4.96,89.40
330,06/12/02 22:19:25,4.91,89.80
331,06/12/02 22:29:25,4.88,89.80
332,06/12/02 22:39:25,4.80,89.80
333,06/12/02 22:49:25,4.75,89.80
334,06/12/02 22:59:25,4.70,90.30
335,06/12/02 23:09:25,4.67,90.30
336,06/12/02 23:19:25,4.65,90.30
337,06/12/02 23:29:25,4.60,90.30
338,06/12/02 23:39:25,4.57,90.70
339,06/12/02 23:49:25,4.54,90.70
340,06/12/02 23:59:25,4.49,91.10
341,06/13/02 00:09:25,4.44,91.10
342,06/13/02 00:19:25,4.41,91.10
343,06/13/02 00:29:25,4.36,91.10
344,06/13/02 00:39:25,4.36,91.10
345,06/13/02 00:49:25,4.36,90.70
346,06/13/02 00:59:25,4.34,90.70
347,06/13/02 01:09:25,4.31,91.10
348,06/13/02 01:19:25,4.23,91.10
349,06/13/02 01:29:25,4.18,91.50
350,06/13/02 01:39:25,4.13,91.90
351,06/13/02 01:49:25,4.10,92.30
352,06/13/02 01:59:25,4.15,91.90
353,06/13/02 02:09:25,4.13,91.90
354,06/13/02 02:19:25,4.18,91.50
355,06/13/02 02:29:25,4.15,91.50
356,06/13/02 02:39:25,4.15,91.90
357,06/13/02 02:49:25,4.13,91.90
358,06/13/02 02:59:25,4.10,91.90
359,06/13/02 03:09:25,4.02,91.90
360,06/13/02 03:19:25,4.00,91.90
361,06/13/02 03:29:25,3.97,91.90
362,06/13/02 03:39:25,4.00,91.90
363,06/13/02 03:49:25,3.97,91.90
364,06/13/02 03:59:25,3.92,92.30
365,06/13/02 04:09:25,3.92,92.30
366,06/13/02 04:19:25,3.92,92.30
367,06/13/02 04:29:25,3.92,92.70
368,06/13/02 04:39:25,3.92,92.30
369,06/13/02 04:49:25,3.86,92.70
370,06/13/02 04:59:25,3.86,92.70
371,06/13/02 05:09:25,3.86,92.70
372,06/13/02 05:19:25,3.86,92.70
373,06/13/02 05:29:25,3.86,92.70
374,06/13/02 05:39:25,3.84,93.10
375,06/13/02 05:49:25,3.84,93.10
376,06/13/02 05:59:25,3.86,93.10
377,06/13/02 06:09:25,3.86,93.10
378,06/13/02 06:19:25,3.92,93.50
379,06/13/02 06:29:25,3.92,93.50
380,06/13/02 06:39:25,3.97,93.50
381,06/13/02 06:49:25,4.00,93.50
382,06/13/02 06:59:25,4.05,93.50
383,06/13/02 07:09:25,4.15,93.50
384,06/13/02 07:19:25,4.21,93.10
385,06/13/02 07:29:25,4.28,93.10
386,06/13/02 07:39:25,4.39,93.10
387,06/13/02 07:49:25,4.49,93.10
388,06/13/02 07:59:25,4.65,92.70
389,06/13/02 08:09:25,4.80,91.90
390,06/13/02 08:19:25,4.96,91.90
391,06/13/02 08:29:25,5.22,90.70
392,06/13/02 08:39:25,5.27,91.10
393,06/13/02 08:49:25,5.45,90.70
394,06/13/02 08:59:25,5.76,89.80
395,06/13/02 09:09:25,5.93,89.80
396,06/13/02 09:19:25,6.14,89.00
397,06/13/02 09:29:25,6.27,88.20
398,06/13/02 09:39:25,6.37,87.30
399,06/13/02 09:49:25,6.57,87.30
400,06/13/02 09:59:25,6.62,86.90
401,06/13/02 10:09:25,6.75,86.40
402,06/13/02 10:19:25,6.85,86.90
403,06/13/02 10:29:25,6.75,86.90
404,06/13/02 10:39:25,7.08,86.00
405,06/13/02 10:49:25,7.23,85.50
406,06/13/02 10:59:25,7.18,86.00
407,06/13/02 11:09:25,7.66,84.60
408,06/13/02 11:19:25,7.68,85.10
409,06/13/02 11:29:25,7.76,86.40
410,06/13/02 11:39:25,8.08,84.60
411,06/13/02 11:49:25,8.13,86.00
412,06/13/02 11:59:25,8.23,86.90
413,06/13/02 12:09:25,8.58,85.50
414,06/13/02 12:19:25,8.78,85.10
415,06/13/02 12:29:25,9.52,82.40
416,06/13/02 12:39:25,9.77,81.00
417,06/13/02 12:49:25,9.86,81.90
418,06/13/02 12:59:25,10.40,81.00
419,06/13/02 13:09:25,10.31,81.50
420,06/13/02 13:19:25,10.43,80.10
421,06/13/02 13:29:25,10.40,79.60
422,06/13/02 13:39:25,11.02,79.10
423,06/13/02 13:49:25,11.50,77.20
424,06/13/02 13:59:25,11.06,78.60
425,06/13/02 14:09:25,10.99,78.60
426,06/13/02 14:19:25,10.82,79.60
427,06/13/02 14:29:25,10.84,78.60
428,06/13/02 14:39:25,10.72,79.10
429,06/13/02 14:49:25,10.62,79.60
430,06/13/02 14:59:25,10.72,79.10
431,06/13/02 15:09:25,10.65,78.20
432,06/13/02 15:19:25,10.53,78.60
433,06/13/02 15:29:25,10.31,78.60
434,06/13/02 15:39:25,10.23,79.60
435,06/13/02 15:49:25,10.50,77.20
436,06/13/02 15:59:25,10.65,77.20
437,06/13/02 16:09:25,11.21,74.80
438,06/13/02 16:19:25,10.87,75.80
439,06/13/02 16:29:25,10.13,78.20
440,06/13/02 16:39:25,9.96,78.60
441,06/13/02 16:49:25,9.69,79.60
442,06/13/02 16:59:25,9.30,80.10
443,06/13/02 17:09:25,9.15,81.00
444,06/13/02 17:19:25,9.05,81.50
445,06/13/02 17:29:25,9.10,80.50
446,06/13/02 17:39:25,8.68,82.40
447,06/13/02 17:49:25,8.63,83.30
448,06/13/02 17:59:25,8.48,83.30
449,06/13/02 18:09:25,8.13,85.10
450,06/13/02 18:19:25,8.16,84.20
451,06/13/02 18:29:25,8.06,85.10
452,06/13/02 18:39:25,8.13,84.20
453,06/13/02 18:49:25,8.11,83.70
454,06/13/02 18:59:25,7.96,84.20
455,06/13/02 19:09:25,7.91,84.20
456,06/13/02 19:19:25,7.76,85.10
457,06/13/02 19:29:25,7.73,84.60
458,06/13/02 19:39:25,7.63,85.10
459,06/13/02 19:49:25,7.68,84.60
460,06/13/02 19:59:25,7.68,84.20
461,06/13/02 20:09:25,7.56,84.20
462,06/13/02 20:19:25,7.35,85.10
463,06/13/02 20:29:25,7.18,85.50
464,06/13/02 20:39:25,6.90,86.40
465,06/13/02 20:49:25,6.77,86.90
466,06/13/02 20:59:25,6.57,87.30
467,06/13/02 21:09:25,6.44,88.20
468,06/13/02 21:19:25,6.32,88.20
469,06/13/02 21:29:25,6.27,88.20
470,06/13/02 21:39:25,6.19,88.60
471,06/13/02 21:49:25,6.04,89.40
472,06/13/02 21:59:25,5.99,89.40
473,06/13/02 22:09:25,5.91,89.80
474,06/13/02 22:19:25,5.83,90.30
475,06/13/02 22:29:25,5.78,90.30
476,06/13/02 22:39:25,5.73,91.10
477,06/13/02 22:49:25,5.73,91.50
478,06/13/02 22:59:25,5.65,91.90
479,06/13/02 23:09:25,5.65,91.90
480,06/13/02 23:19:25,5.63,92.70
481,06/13/02 23:29:25,5.58,92.70
482,06/13/02 23:39:25,5.52,93.10
483,06/13/02 23:49:25,5.50,93.50
484,06/13/02 23:59:25,5.47,93.50
485,06/14/02 00:09:25,5.40,93.90
486,06/14/02 00:19:25,5.42,94.30
487,06/14/02 00:29:25,5.42,94.30
488,06/14/02 00:39:25,5.42,94.30
489,06/14/02 00:49:25,5.42,94.30
490,06/14/02 00:59:25,5.42,94.70
491,06/14/02 01:09:25,5.40,94.70
492,06/14/02 01:19:25,5.42,95.00
493,06/14/02 01:29:25,5.47,95.40
494,06/14/02 01:39:25,5.52,95.80
495,06/14/02 01:49:25,5.45,95.40
496,06/14/02 01:59:25,5.35,95.40
497,06/14/02 02:09:25,5.22,95.40
498,06/14/02 02:19:25,5.09,95.40
499,06/14/02 02:29:25,4.98,95.80
500,06/14/02 02:39:25,4.93,95.80
501,06/14/02 02:49:25,4.91,96.20
502,06/14/02 02:59:25,4.93,96.20
503,06/14/02 03:09:25,4.98,96.90
504,06/14/02 03:19:25,5.27,97.60
505,06/14/02 03:29:25,5.42,96.50
506,06/14/02 03:39:25,5.45,96.50
507,06/14/02 03:49:25,5.40,96.90
508,06/14/02 03:59:25,5.47,96.50
509,06/14/02 04:09:25,5.50,96.50
510,06/14/02 04:19:25,5.37,95.80
511,06/14/02 04:29:25,5.45,96.50
512,06/14/02 04:39:25,5.42,96.20
513,06/14/02 04:49:25,5.35,96.20
514,06/14/02 04:59:25,5.22,96.20
515,06/14/02 05:09:25,5.14,96.50
516,06/14/02 05:19:25,5.06,96.20
517,06/14/02 05:29:25,4.98,96.20
518,06/14/02 05:39:25,4.91,96.20
519,06/14/02 05:49:25,4.91,96.20
520,06/14/02 05:59:25,4.91,96.20
521,06/14/02 06:09:25,4.91,96.20
522,06/14/02 06:19:25,4.93,96.20
523,06/14/02 06:29:25,4.98,96.20
524,06/14/02 06:39:25,4.96,96.20
525,06/14/02 06:49:25,4.98,96.50
526,06/14/02 06:59:25,4.98,96.50
527,06/14/02 07:09:25,4.93,96.90
528,06/14/02 07:19:25,4.98,96.50
529,06/14/02 07:29:25,5.04,96.90
530,06/14/02 07:39:25,5.06,96.90
531,06/14/02 07:49:25,5.11,96.90
532,06/14/02 07:59:25,5.19,97.30
533,06/14/02 08:09:25,5.24,97.60
534,06/14/02 08:19:25,5.32,97.30
535,06/14/02 08:29:25,5.35,97.30
536,06/14/02 08:39:25,5.45,97.60
537,06/14/02 08:49:25,5.50,97.60
538,06/14/02 08:59:25,5.52,98.00
539,06/14/02 09:09:25,5.58,97.60
540,06/14/02 09:19:25,5.52,96.90
541,06/14/02 09:29:25,5.68,97.30
542,06/14/02 09:39:25,5.86,97.30
543,06/14/02 09:49:25,5.91,96.90
544,06/14/02 09:59:25,6.09,96.20
545,06/14/02 10:09:25,6.19,96.20
546,06/14/02 10:19:25,6.29,95.80
547,06/14/02 10:29:25,6.27,95.00
548,06/14/02 10:39:25,6.34,95.40
549,06/14/02 10:49:25,6.60,95.00
550,06/14/02 10:59:25,6.67,95.00
551,06/14/02 11:09:25,6.82,94.30
552,06/14/02 11:19:25,7.25,94.70
553,06/14/02 11:29:25,7.71,93.90
554,06/14/02 11:39:25,8.13,93.50
555,06/14/02 11:49:25,8.41,91.50
556,06/14/02 11:59:25,8.53,91.90
557,06/14/02 12:09:25,8.78,91.50
558,06/14/02 12:19:25,8.80,90.70
559,06/14/02 12:29:25,8.85,90.30
560,06/14/02 12:39:25,9.22,89.80
561,06/14/02 12:49:25,9.57,89.00
562,06/14/02 12:59:25,9.72,88.20
563,06/14/02 13:09:25,10.11,88.60
564,06/14/02 13:19:25,10.18,86.40
565,06/14/02 13:29:25,10.09,86.40
566,06/14/02 13:39:25,10.43,86.00
567,06/14/02 13:49:25,10.53,87.70
568,06/14/02 13:59:25,10.43,89.00
569,06/14/02 14:09:25,10.40,88.20
570,06/14/02 14:19:25,10.48,85.10
571,06/14/02 14:29:25,10.58,88.60
572,06/14/02 14:39:25,10.58,84.60
573,06/14/02 14:49:25,10.01,86.00
574,06/14/02 14:59:25,9.79,86.40
575,06/14/02 15:09:25,9.74,86.40
576,06/14/02 15:19:25,9.91,87.30
577,06/14/02 15:29:25,9.57,87.70
578,06/14/02 15:39:25,10.06,87.30
579,06/14/02 15:49:25,10.09,85.50
580,06/14/02 15:59:25,10.16,85.10
581,06/14/02 16:09:25,10.40,84.60
582,06/14/02 16:19:25,9.91,86.90
583,06/14/02 16:29:25,9.50,88.20
584,06/14/02 16:39:25,9.42,87.70
585,06/14/02 16:49:25,8.83,89.80
586,06/14/02 16:59:25,8.58,91.10
587,06/14/02 17:09:25,8.65,90.30
588,06/14/02 17:19:25,8.38,91.90
589,06/14/02 17:29:25,8.18,92.30
590,06/14/02 17:39:25,7.93,92.70
591,06/14/02 17:49:25,7.78,93.50
592,06/14/02 17:59:25,7.68,93.10
593,06/14/02 18:09:25,7.66,94.30
594,06/14/02 18:19:25,7.50,93.50
595,06/14/02 18:29:25,7.33,94.70
596,06/14/02 18:39:25,7.20,95.00
597,06/14/02 18:49:25,7.08,95.00
598,06/14/02 18:59:25,7.00,95.00
599,06/14/02 19:09:25,6.95,95.00
600,06/14/02 19:19:25,6.87,95.00
601,06/14/02 19:29:25,6.77,95.00
602,06/14/02 19:39:25,6.72,94.70
603,06/14/02 19:49:25,6.67,95.40
604,06/14/02 19:59:25,6.60,95.40
605,06/14/02 20:09:25,6.44,95.40
606,06/14/02 20:19:25,6.29,94.70
607,06/14/02 20:29:25,6.14,95.00
608,06/14/02 20:39:25,6.04,95.80
609,06/14/02 20:49:25,5.99,95.80
610,06/14/02 20:59:25,5.93,95.80
611,06/14/02 21:09:25,5.91,95.80
612,06/14/02 21:19:25,5.88,95.80
613,06/14/02 21:29:25,5.86,96.20
614,06/14/02 21:39:25,5.70,95.40
615,06/14/02 21:49:25,5.73,96.20
616,06/14/02 21:59:25,5.70,96.20
617,06/14/02 22:09:25,5.70,96.20
618,06/14/02 22:19:25,5.60,96.20
619,06/14/02 22:29:25,5.50,96.20
620,06/14/02 22:39:25,5.42,96.50
621,06/14/02 22:49:25,5.29,96.20
622,06/14/02 22:59:25,5.22,96.20
623,06/14/02 23:09:25,5.06,96.50
624,06/14/02 23:19:25,5.09,96.90
625,06/14/02 23:29:25,5.04,96.90
626,06/14/02 23:39:25,4.98,96.90
627,06/14/02 23:49:25,4.98,96.90
628,06/14/02 23:59:25,5.04,97.30
629,06/15/02 00:09:25,5.01,96.90
