Serial Number:      94742     --     Series: Temperature   (*C)
Date Time,Temperature   (*C)
08/17/00 14:30:08,23.6
08/17/00 15:42:08,22.8
08/17/00 16:54:08,22.8
08/17/00 18:06:08,22.8
08/17/00 19:18:08,22.1
08/17/00 20:30:08,21.3
08/17/00 21:42:08,20.9
08/17/00 22:54:08,20.2
08/18/00 00:06:08,19.8
08/18/00 01:18:08,19.4
08/18/00 02:30:08,19.4
08/18/00 03:42:08,19
08/18/00 04:54:08,18.6
08/18/00 06:06:08,18.2
08/18/00 07:18:08,18.2
08/18/00 08:30:08,17.8
08/18/00 09:42:08,17.8
08/18/00 10:54:08,18.6
08/18/00 12:06:08,19
08/18/00 13:18:08,19.4
08/18/00 14:30:08,19.4
08/18/00 15:42:08,19.8
08/18/00 16:54:08,19.8
08/18/00 18:06:08,19.8
08/18/00 19:18:08,20.2
08/18/00 20:30:08,19.8
08/18/00 21:42:08,19.8
08/18/00 22:54:08,19.4
08/19/00 00:06:08,19.4
08/19/00 01:18:08,19
08/19/00 02:30:08,19
08/19/00 03:42:08,18.6
08/19/00 04:54:08,18.6
08/19/00 06:06:08,18.2
08/19/00 07:18:08,18.2
08/19/00 08:30:08,18.2
08/19/00 09:42:08,18.2
08/19/00 10:54:08,19
08/19/00 12:06:08,20.2
08/19/00 13:18:08,20.9
08/19/00 14:30:08,21.7
08/19/00 15:42:08,21.3
08/19/00 16:54:08,21.3
08/19/00 18:06:08,21.3
08/19/00 19:18:08,21.3
08/19/00 20:30:08,20.9
08/19/00 21:42:08,20.9
08/19/00 22:54:08,20.5
08/20/00 00:06:08,20.2
08/20/00 01:18:08,19.8
08/20/00 02:30:08,19.4
08/20/00 03:42:08,19
08/20/00 04:54:08,18.6
08/20/00 06:06:08,18.2
08/20/00 07:18:08,17.8
08/20/00 08:30:08,17.8
08/20/00 09:42:08,17.8
08/20/00 10:54:08,18.6
08/20/00 12:06:08,19
08/20/00 13:18:08,19.4
08/20/00 14:30:08,20.2
08/20/00 15:42:08,20.5
08/20/00 16:54:08,20.9
08/20/00 18:06:08,21.3
08/20/00 19:18:08,21.3
08/20/00 20:30:08,21.3
08/20/00 21:42:08,21.3
08/20/00 22:54:08,20.9
08/21/00 00:06:08,20.9
08/21/00 01:18:08,20.5
08/21/00 02:30:08,20.2
08/21/00 03:42:08,19.8
