"Plot Title: PPUPL2"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20699057, SEN S/N: 20699057, LBL: Temp)","RH, % (LGR S/N: 20699057, SEN S/N: 20699057, LBL: RH)"
4212,10/03/22 05:30:00,12.823,69.108
4213,10/03/22 06:00:00,12.534,69.311
4214,10/03/22 06:30:00,12.243,69.485
4215,10/03/22 07:00:00,12.001,69.696
4216,10/03/22 07:30:00,11.807,69.859
4217,10/03/22 08:00:00,11.662,70.030
4218,10/03/22 08:30:00,11.662,70.258
4219,10/03/22 09:00:00,11.832,70.376
4220,10/03/22 09:30:00,12.219,70.620
4221,10/03/22 10:00:00,13.137,70.111
4222,10/03/22 10:30:00,16.249,66.517
4223,10/03/22 11:00:00,19.817,61.144
4224,10/03/22 11:30:00,21.795,58.381
4225,10/03/22 12:00:00,23.665,56.844
4226,10/03/22 12:30:00,25.550,52.759
4227,10/03/22 13:00:00,24.219,56.117
4228,10/03/22 13:30:00,24.919,56.532
4229,10/03/22 14:00:00,25.817,55.193
4230,10/03/22 14:30:00,26.867,54.019
4231,10/03/22 15:00:00,28.617,49.948
4232,10/03/22 15:30:00,29.565,47.284
4233,10/03/22 16:00:00,29.290,48.095
4234,10/03/22 16:30:00,27.333,45.321
4235,10/03/22 17:00:00,26.891,48.052
4236,10/03/22 17:30:00,26.573,48.912
4237,10/03/22 18:00:00,26.109,49.718
4238,10/03/22 18:30:00,25.501,50.499
4239,10/03/22 19:00:00,24.702,51.282
4240,10/03/22 19:30:00,23.881,51.867
4241,10/03/22 20:00:00,22.992,52.406
4242,10/03/22 20:30:00,22.130,53.038
4243,10/03/22 21:00:00,21.270,53.946
4244,10/03/22 21:30:00,19.984,58.438
4245,10/03/22 22:00:00,19.793,58.683
4246,10/03/22 22:30:00,19.484,58.969
4247,10/03/22 23:00:00,19.032,59.384
4248,10/03/22 23:30:00,18.485,59.812
4249,10/04/22 00:00:00,17.915,60.354
4250,10/04/22 00:30:00,17.272,61.002
4251,10/04/22 01:00:00,16.654,61.678
4252,10/04/22 01:30:00,16.034,62.409
4253,10/04/22 02:00:00,15.461,63.084
4254,10/04/22 02:30:00,14.912,63.728
4255,10/04/22 03:00:00,14.409,64.347
4256,10/04/22 03:30:00,13.930,64.937
4257,10/04/22 04:00:00,13.497,65.532
4258,10/04/22 04:30:00,13.088,66.041
4259,10/04/22 05:00:00,12.775,66.593
4260,10/04/22 05:30:00,12.630,67.059
4261,10/04/22 06:00:00,12.558,67.536
4262,10/04/22 06:30:00,12.534,67.905
4263,10/04/22 07:00:00,12.558,68.370
4264,10/04/22 07:30:00,12.582,68.661
4265,10/04/22 08:00:00,12.606,69.210
4266,10/04/22 08:30:00,12.678,70.024
4267,10/04/22 09:00:00,12.799,70.902
4268,10/04/22 09:30:00,12.944,71.641
4269,10/04/22 10:00:00,13.137,72.387
4270,10/04/22 10:30:00,13.353,73.166
4271,10/04/22 11:00:00,13.594,73.835
4272,10/04/22 11:30:00,13.882,74.456
4273,10/04/22 12:00:00,14.218,74.862
4274,10/04/22 12:30:00,14.553,75.099
4275,10/04/22 13:00:00,16.177,79.247
4276,10/04/22 13:30:00,16.939,77.589
4277,10/04/22 14:00:00,17.510,76.040
4278,10/04/22 14:30:00,18.010,74.804
4279,10/04/22 15:00:00,18.533,73.762
4280,10/04/22 15:30:00,19.579,72.437
4281,10/04/22 16:00:00,20.460,67.297
4282,10/04/22 16:30:00,20.603,66.848
4283,10/04/22 17:00:00,21.175,67.009
4284,10/04/22 17:30:00,21.223,66.273
4285,10/04/22 18:00:00,20.841,65.998
4286,10/04/22 18:30:00,20.293,65.813
4287,10/04/22 19:00:00,19.579,65.629
4288,10/04/22 19:30:00,18.818,65.467
4289,10/04/22 20:00:00,17.986,65.588
4290,10/04/22 20:30:00,17.225,65.661
4291,10/04/22 21:00:00,16.487,65.885
4292,10/04/22 21:30:00,15.843,69.499
4293,10/04/22 22:00:00,15.772,68.733
4294,10/04/22 22:30:00,15.533,69.441
4295,10/04/22 23:00:00,15.342,70.328
4296,10/04/22 23:30:00,15.175,71.187
4297,10/05/22 00:00:00,15.891,77.146
4298,10/05/22 00:30:00,16.963,74.879
4299,10/05/22 01:00:00,17.415,73.399
4300,10/05/22 01:30:00,17.534,72.388
4301,10/05/22 02:00:00,17.463,71.712
4302,10/05/22 02:30:00,17.320,71.281
4303,10/05/22 03:00:00,17.130,70.984
4304,10/05/22 03:30:00,16.892,70.824
4305,10/05/22 04:00:00,16.630,70.832
4306,10/05/22 04:30:00,16.392,70.959
4307,10/05/22 05:00:00,16.177,70.947
4308,10/05/22 05:30:00,15.915,70.926
4309,10/05/22 06:00:00,15.676,70.996
4310,10/05/22 06:30:00,15.461,71.041
4311,10/05/22 07:00:00,15.294,71.152
4312,10/05/22 07:30:00,15.127,71.493
4313,10/05/22 08:00:00,15.008,71.670
4314,10/05/22 08:30:00,14.936,71.942
4315,10/05/22 09:00:00,16.058,73.987
4316,10/05/22 09:30:00,17.867,75.032
4317,10/05/22 10:00:00,18.889,73.689
4318,10/05/22 10:30:00,19.698,72.576
4319,10/05/22 11:00:00,19.888,71.742
4320,10/05/22 11:30:00,19.912,71.833
4321,10/05/22 12:00:00,20.126,70.796
4322,10/05/22 12:30:00,20.317,70.773
4323,10/05/22 13:00:00,21.581,69.628
4324,10/05/22 13:30:00,21.939,67.472
4325,10/05/22 14:00:00,22.274,66.338
4326,10/05/22 14:30:00,22.202,65.457
4327,10/05/22 15:00:00,21.939,65.352
4328,10/05/22 15:30:00,22.800,65.470
4329,10/05/22 16:00:00,21.867,67.370
4330,10/05/22 16:30:00,20.365,71.832
4331,10/05/22 17:00:00,20.579,68.236
4332,10/05/22 17:30:00,20.650,67.154
4333,10/05/22 18:00:00,20.650,66.589
4334,10/05/22 18:30:00,20.650,66.143
4335,10/05/22 19:00:00,20.650,65.726
4336,10/05/22 19:30:00,20.627,65.394
4337,10/05/22 20:00:00,20.603,65.061
4338,10/05/22 20:30:00,20.579,64.758
4339,10/05/22 21:00:00,20.531,64.481
4340,10/05/22 21:30:00,20.484,64.263
4341,10/05/22 22:00:00,20.436,64.046
4342,10/05/22 22:30:00,20.388,63.828
4343,10/05/22 23:00:00,20.341,63.640
4344,10/05/22 23:30:00,20.269,63.448
4345,10/06/22 00:00:00,20.222,63.289
4346,10/06/22 00:30:00,20.150,63.127
4347,10/06/22 01:00:00,20.079,62.965
4348,10/06/22 01:30:00,20.007,62.803
4349,10/06/22 02:00:00,19.936,62.671
4350,10/06/22 02:30:00,19.841,62.535
4351,10/06/22 03:00:00,19.793,62.437
4352,10/06/22 03:30:00,19.698,62.301
4353,10/06/22 04:00:00,19.627,62.168
4354,10/06/22 04:30:00,19.555,62.066
4355,10/06/22 05:00:00,19.460,61.960
4356,10/06/22 05:30:00,19.389,61.858
4357,10/06/22 06:00:00,19.294,61.783
4358,10/06/22 06:30:00,19.222,61.711
4359,10/06/22 07:00:00,19.127,61.635
4360,10/06/22 07:30:00,19.056,61.533
4361,10/06/22 08:00:00,19.032,61.770
4362,10/06/22 08:30:00,19.294,61.692
4363,10/06/22 09:00:00,19.389,61.858
4364,10/06/22 09:30:00,15.652,77.208
