"Plot Title: FORCRK_U"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20685714, SEN S/N: 20685714, LBL: Temp)","Bad Battery (LGR S/N: 20685714)","End Of File (LGR S/N: 20685714)"
667,07/21/22 09:00:00,5.860,,
668,07/21/22 09:30:00,6.064,,
669,07/21/22 10:00:00,6.370,,
670,07/21/22 10:30:00,6.775,,
671,07/21/22 11:00:00,6.978,,
672,07/21/22 11:30:00,7.280,,
673,07/21/22 12:00:00,7.481,,
674,07/21/22 12:30:00,7.782,,
675,07/21/22 13:00:00,7.983,,
676,07/21/22 13:30:00,8.182,,
677,07/21/22 14:00:00,8.282,,
678,07/21/22 14:30:00,8.382,,
679,07/21/22 15:00:00,8.581,,
680,07/21/22 15:30:00,8.581,,
681,07/21/22 16:00:00,8.680,,
682,07/21/22 16:30:00,8.779,,
683,07/21/22 17:00:00,8.680,,
684,07/21/22 17:30:00,8.581,,
685,07/21/22 18:00:00,8.282,,
686,07/21/22 18:30:00,8.082,,
687,07/21/22 19:00:00,7.782,,
688,07/21/22 19:30:00,7.381,,
689,07/21/22 20:00:00,7.079,,
690,07/21/22 20:30:00,6.775,,
691,07/21/22 21:00:00,6.573,,
692,07/21/22 21:30:00,6.268,,
693,07/21/22 22:00:00,5.962,,
694,07/21/22 22:30:00,5.757,,
695,07/21/22 23:00:00,5.757,,
696,07/21/22 23:30:00,5.552,,
697,07/22/22 00:00:00,5.347,,
698,07/22/22 00:30:00,5.244,,
699,07/22/22 01:00:00,5.244,,
700,07/22/22 01:30:00,5.244,,
701,07/22/22 02:00:00,5.347,,
702,07/22/22 02:30:00,5.244,,
703,07/22/22 03:00:00,5.037,,
704,07/22/22 03:30:00,5.037,,
705,07/22/22 04:00:00,4.934,,
706,07/22/22 04:30:00,4.831,,
707,07/22/22 05:00:00,4.727,,
708,07/22/22 05:30:00,4.623,,
709,07/22/22 06:00:00,4.623,,
710,07/22/22 06:30:00,4.727,,
711,07/22/22 07:00:00,4.727,,
712,07/22/22 07:30:00,4.831,,
713,07/22/22 08:00:00,4.934,,
714,07/22/22 08:30:00,5.037,,
715,07/22/22 09:00:00,5.244,,
716,07/22/22 09:30:00,5.347,,
717,07/22/22 10:00:00,5.552,,
718,07/22/22 10:30:00,5.860,,
719,07/22/22 11:00:00,6.268,,
720,07/22/22 11:30:00,6.674,,
721,07/22/22 12:00:00,6.978,,
722,07/22/22 12:30:00,7.280,,
723,07/22/22 13:00:00,7.582,,
724,07/22/22 13:30:00,7.782,,
725,07/22/22 14:00:00,7.882,,
726,07/22/22 14:30:00,7.882,,
727,07/22/22 15:00:00,7.983,,
728,07/22/22 15:30:00,7.983,,
729,07/22/22 16:00:00,7.983,,
730,07/22/22 16:30:00,7.882,,
731,07/22/22 17:00:00,7.882,,
732,07/22/22 17:30:00,7.782,,
733,07/22/22 18:00:00,7.582,,
734,07/22/22 18:30:00,7.381,,
735,07/22/22 19:00:00,7.079,,
736,07/22/22 19:30:00,6.775,,
737,07/22/22 20:00:00,6.370,,
738,07/22/22 20:30:00,6.064,,
739,07/22/22 21:00:00,5.757,,
740,07/22/22 21:30:00,5.552,,
741,07/22/22 22:00:00,5.450,,
742,07/22/22 22:30:00,5.450,,
743,07/22/22 23:00:00,5.347,,
744,07/22/22 23:30:00,5.244,,
745,07/23/22 00:00:00,5.244,,
746,07/23/22 00:30:00,5.244,,
747,07/23/22 01:00:00,5.141,,
748,07/23/22 01:30:00,5.141,,
749,07/23/22 02:00:00,5.141,,
750,07/23/22 02:30:00,5.141,,
751,07/23/22 03:00:00,5.037,,
752,07/23/22 03:30:00,5.037,,
753,07/23/22 04:00:00,5.037,,
754,07/23/22 04:30:00,4.831,,
755,07/23/22 05:00:00,4.831,,
756,07/23/22 05:30:00,4.831,,
757,07/23/22 06:00:00,4.727,,
758,07/23/22 06:30:00,4.519,,
759,07/23/22 07:00:00,4.519,,
760,07/23/22 07:30:00,4.519,,
761,07/23/22 08:00:00,4.727,,
762,07/23/22 08:30:00,4.934,,
763,07/23/22 09:00:00,5.141,,
764,07/23/22 09:30:00,5.450,,
765,07/23/22 10:00:00,5.757,,
766,07/23/22 10:30:00,6.166,,
767,07/23/22 11:00:00,6.471,,
768,07/23/22 11:30:00,6.877,,
769,07/23/22 12:00:00,7.179,,
770,07/23/22 12:30:00,7.481,,
771,07/23/22 13:00:00,7.582,,
772,07/23/22 13:30:00,7.782,,
773,07/23/22 14:00:00,7.882,,
774,07/23/22 14:30:00,8.082,,
775,07/23/22 15:00:00,8.082,,
776,07/23/22 15:30:00,8.082,,
777,07/23/22 16:00:00,8.082,,
778,07/23/22 16:30:00,7.882,,
779,07/23/22 17:00:00,7.782,,
780,07/23/22 17:30:00,7.682,,
781,07/23/22 18:00:00,7.582,,
782,07/23/22 18:30:00,7.381,,
783,07/23/22 19:00:00,7.179,,
784,07/23/22 19:30:00,6.877,,
785,07/23/22 20:00:00,6.674,,
786,07/23/22 20:30:00,6.370,,
787,07/23/22 21:00:00,6.064,,
788,07/23/22 21:30:00,5.552,,
789,07/23/22 22:00:00,5.244,,
790,07/23/22 22:30:00,5.037,,
791,07/23/22 23:00:00,4.934,,
792,07/23/22 23:30:00,4.727,,
793,07/24/22 00:00:00,4.519,,
794,07/24/22 00:30:00,4.415,,
795,07/24/22 01:00:00,4.311,,
796,07/24/22 01:30:00,4.207,,
797,07/24/22 02:00:00,4.311,,
798,07/24/22 02:30:00,4.415,,
799,07/24/22 03:00:00,4.415,,
800,07/24/22 03:30:00,4.311,,
801,07/24/22 04:00:00,4.311,,
802,07/24/22 04:30:00,4.311,,
803,07/24/22 05:00:00,4.311,,
804,07/24/22 05:30:00,4.207,,
805,07/24/22 06:00:00,4.207,,
806,07/24/22 06:30:00,4.207,,
807,07/24/22 07:00:00,4.415,,
808,07/24/22 07:30:00,4.623,,
809,07/24/22 08:00:00,4.831,,
810,07/24/22 08:30:00,5.141,,
811,07/24/22 09:00:00,5.552,,
812,07/24/22 09:30:00,5.962,,
813,07/24/22 10:00:00,6.166,,
814,07/24/22 10:30:00,6.573,,
815,07/24/22 11:00:00,6.877,,
816,07/24/22 11:30:00,7.179,,
817,07/24/22 12:00:00,7.381,,
818,07/24/22 12:30:00,7.481,,
819,07/24/22 13:00:00,7.782,,
820,07/24/22 13:30:00,7.983,,
821,07/24/22 14:00:00,8.282,,
822,07/24/22 14:30:00,8.481,,
823,07/24/22 15:00:00,8.581,,
824,07/24/22 15:30:00,8.581,,
825,07/24/22 16:00:00,8.680,,
826,07/24/22 16:30:00,8.680,,
827,07/24/22 17:00:00,8.680,,
828,07/24/22 17:30:00,8.481,,
829,07/24/22 18:00:00,8.282,,
830,07/24/22 18:30:00,7.983,,
831,07/24/22 19:00:00,7.682,,
832,07/24/22 19:30:00,7.381,,
833,07/24/22 20:00:00,7.079,,
834,07/24/22 20:30:00,6.877,,
835,07/24/22 21:00:00,6.471,,
836,07/24/22 21:30:00,6.064,,
837,07/24/22 22:00:00,5.655,,
838,07/24/22 22:30:00,5.347,,
839,07/24/22 23:00:00,5.141,,
840,07/24/22 23:30:00,4.934,,
841,07/25/22 00:00:00,4.831,,
842,07/25/22 00:30:00,4.831,,
843,07/25/22 01:00:00,4.727,,
844,07/25/22 01:30:00,4.727,,
845,07/25/22 02:00:00,4.727,,
846,07/25/22 02:30:00,4.727,,
847,07/25/22 03:00:00,4.727,,
848,07/25/22 03:30:00,4.727,,
849,07/25/22 04:00:00,4.727,,
850,07/25/22 04:30:00,4.623,,
851,07/25/22 05:00:00,4.623,,
852,07/25/22 05:30:00,4.727,,
853,07/25/22 06:00:00,4.727,,
854,07/25/22 06:30:00,4.727,,
855,07/25/22 07:00:00,4.831,,
856,07/25/22 07:30:00,5.037,,
857,07/25/22 08:00:00,5.244,,
858,07/25/22 08:30:00,5.450,,
859,07/25/22 09:00:00,5.655,,
860,07/25/22 09:30:00,5.962,,
861,07/25/22 10:00:00,6.166,,
862,07/25/22 10:30:00,6.573,,
863,07/25/22 11:00:00,7.179,,
864,07/25/22 11:30:00,7.682,,
865,07/25/22 12:00:00,7.983,,
866,07/25/22 12:30:00,7.983,,
867,07/25/22 13:00:00,7.983,,
868,07/25/22 13:30:00,8.182,,
869,07/25/22 14:00:00,8.481,,
870,07/25/22 14:30:00,8.680,,
871,07/25/22 15:00:00,8.879,,
872,07/25/22 15:30:00,8.879,,
873,07/25/22 16:00:00,8.779,,
874,07/25/22 16:30:00,8.779,,
875,07/25/22 17:00:00,8.680,,
876,07/25/22 17:30:00,8.581,,
877,07/25/22 18:00:00,8.382,,
878,07/25/22 18:30:00,8.082,,
879,07/25/22 19:00:00,7.882,,
880,07/25/22 19:30:00,7.582,,
881,07/25/22 20:00:00,7.179,,
882,07/25/22 20:30:00,6.877,,
883,07/25/22 21:00:00,6.370,,
884,07/25/22 21:30:00,5.962,,
885,07/25/22 22:00:00,5.655,,
886,07/25/22 22:30:00,5.450,,
887,07/25/22 23:00:00,5.347,,
888,07/25/22 23:30:00,5.244,,
889,07/26/22 00:00:00,5.141,,
890,07/26/22 00:30:00,5.141,,
891,07/26/22 01:00:00,5.141,,
892,07/26/22 01:30:00,5.037,,
893,07/26/22 02:00:00,5.037,,
894,07/26/22 02:30:00,4.934,,
895,07/26/22 03:00:00,4.934,,
896,07/26/22 03:30:00,4.831,,
897,07/26/22 04:00:00,4.831,,
898,07/26/22 04:30:00,4.727,,
899,07/26/22 05:00:00,4.727,,
900,07/26/22 05:30:00,4.727,,
901,07/26/22 06:00:00,4.831,,
902,07/26/22 06:30:00,4.831,,
903,07/26/22 07:00:00,5.037,,
904,07/26/22 07:30:00,5.244,,
905,07/26/22 08:00:00,5.450,,
906,07/26/22 08:30:00,5.757,,
907,07/26/22 09:00:00,6.166,,
908,07/26/22 09:30:00,6.877,,
909,07/26/22 10:00:00,7.481,,
910,07/26/22 10:30:00,7.882,,
911,07/26/22 11:00:00,8.382,,
912,07/26/22 11:30:00,8.879,,
913,07/26/22 12:00:00,9.077,,
914,07/26/22 12:30:00,9.275,,
915,07/26/22 13:00:00,9.275,,
916,07/26/22 13:30:00,9.176,,
917,07/26/22 14:00:00,9.077,,
918,07/26/22 14:30:00,8.879,,
919,07/26/22 15:00:00,8.879,,
920,07/26/22 15:30:00,9.077,,
921,07/26/22 16:00:00,9.176,,
922,07/26/22 16:30:00,9.077,,
923,07/26/22 17:00:00,9.077,,
924,07/26/22 17:30:00,8.879,,
925,07/26/22 18:00:00,8.680,,
926,07/26/22 18:30:00,8.481,,
927,07/26/22 19:00:00,8.282,,
928,07/26/22 19:30:00,8.082,,
929,07/26/22 20:00:00,7.882,,
930,07/26/22 20:30:00,7.481,,
931,07/26/22 21:00:00,7.079,,
932,07/26/22 21:30:00,6.674,,
933,07/26/22 22:00:00,6.471,,
934,07/26/22 22:30:00,6.166,,
935,07/26/22 23:00:00,5.860,,
936,07/26/22 23:30:00,5.552,,
937,07/27/22 00:00:00,5.347,,
938,07/27/22 00:30:00,5.141,,
939,07/27/22 01:00:00,5.141,,
940,07/27/22 01:30:00,5.141,,
941,07/27/22 02:00:00,5.141,,
942,07/27/22 02:30:00,5.141,,
943,07/27/22 03:00:00,5.244,,
944,07/27/22 03:30:00,5.244,,
945,07/27/22 04:00:00,5.244,,
946,07/27/22 04:30:00,5.244,,
947,07/27/22 05:00:00,5.244,,
948,07/27/22 05:30:00,5.141,,
949,07/27/22 06:00:00,5.141,,
950,07/27/22 06:30:00,5.037,,
951,07/27/22 07:00:00,5.141,,
952,07/27/22 07:30:00,5.347,,
953,07/27/22 08:00:00,5.552,,
954,07/27/22 08:30:00,5.962,,
955,07/27/22 09:00:00,6.370,,
956,07/27/22 09:30:00,6.674,,
957,07/27/22 10:00:00,6.978,,
958,07/27/22 10:30:00,7.280,,
959,07/27/22 11:00:00,7.481,,
960,07/27/22 11:30:00,7.682,,
961,07/27/22 12:00:00,7.882,,
962,07/27/22 12:30:00,8.182,,
963,07/27/22 13:00:00,8.382,,
964,07/27/22 13:30:00,8.581,,
965,07/27/22 14:00:00,8.879,,
966,07/27/22 14:30:00,9.077,,
967,07/27/22 15:00:00,9.275,,
968,07/27/22 15:30:00,9.373,,
969,07/27/22 16:00:00,9.373,,
970,07/27/22 16:30:00,9.373,,
971,07/27/22 17:00:00,9.275,,
972,07/27/22 17:30:00,9.077,,
973,07/27/22 18:00:00,8.879,,
974,07/27/22 18:30:00,8.680,,
975,07/27/22 19:00:00,8.481,,
976,07/27/22 19:30:00,8.282,,
977,07/27/22 20:00:00,7.983,,
978,07/27/22 20:30:00,7.682,,
979,07/27/22 21:00:00,7.179,,
980,07/27/22 21:30:00,6.775,,
981,07/27/22 22:00:00,6.471,,
982,07/27/22 22:30:00,6.064,,
983,07/27/22 23:00:00,5.757,,
984,07/27/22 23:30:00,5.450,,
985,07/28/22 00:00:00,5.244,,
986,07/28/22 00:30:00,5.141,,
987,07/28/22 01:00:00,5.244,,
988,07/28/22 01:30:00,5.244,,
989,07/28/22 02:00:00,5.244,,
990,07/28/22 02:30:00,5.244,,
991,07/28/22 03:00:00,5.244,,
992,07/28/22 03:30:00,5.141,,
993,07/28/22 04:00:00,5.037,,
994,07/28/22 04:30:00,4.934,,
995,07/28/22 05:00:00,4.831,,
996,07/28/22 05:30:00,4.727,,
997,07/28/22 06:00:00,4.831,,
998,07/28/22 06:30:00,4.934,,
999,07/28/22 07:00:00,5.037,,
1000,07/28/22 07:30:00,5.244,,
1001,07/28/22 08:00:00,5.347,,
1002,07/28/22 08:30:00,5.552,,
1003,07/28/22 09:00:00,5.860,,
1004,07/28/22 09:30:00,6.268,,
1005,07/28/22 10:00:00,6.573,,
1006,07/28/22 10:30:00,6.877,,
1007,07/28/22 11:00:00,7.179,,
1008,07/28/22 11:30:00,7.481,,
1009,07/28/22 12:00:00,7.682,,
1010,07/28/22 12:30:00,8.082,,
1011,07/28/22 13:00:00,8.382,,
1012,07/28/22 13:30:00,8.779,,
1013,07/28/22 14:00:00,8.978,,
1014,07/28/22 14:30:00,9.077,,
1015,07/28/22 15:00:00,9.176,,
1016,07/28/22 15:30:00,9.275,,
1017,07/28/22 16:00:00,9.373,,
1018,07/28/22 16:30:00,9.373,,
1019,07/28/22 17:00:00,9.275,,
1020,07/28/22 17:30:00,9.176,,
1021,07/28/22 18:00:00,8.879,,
1022,07/28/22 18:30:00,8.680,,
1023,07/28/22 19:00:00,8.382,,
1024,07/28/22 19:30:00,8.182,,
1025,07/28/22 20:00:00,7.983,,
1026,07/28/22 20:30:00,7.782,,
1027,07/28/22 21:00:00,7.381,,
1028,07/28/22 21:30:00,6.877,,
1029,07/28/22 22:00:00,6.370,,
1030,07/28/22 22:30:00,5.962,,
1031,07/28/22 23:00:00,5.757,,
1032,07/28/22 23:30:00,5.552,,
1033,07/29/22 00:00:00,5.347,,
1034,07/29/22 00:30:00,5.244,,
1035,07/29/22 01:00:00,5.244,,
1036,07/29/22 01:30:00,5.141,,
1037,07/29/22 02:00:00,5.037,,
1038,07/29/22 02:30:00,5.037,,
1039,07/29/22 03:00:00,5.037,,
1040,07/29/22 03:30:00,5.037,,
1041,07/29/22 04:00:00,4.934,,
1042,07/29/22 04:30:00,4.934,,
1043,07/29/22 05:00:00,4.934,,
1044,07/29/22 05:30:00,4.934,,
1045,07/29/22 06:00:00,4.934,,
1046,07/29/22 06:30:00,4.831,,
1047,07/29/22 07:00:00,4.934,,
1048,07/29/22 07:30:00,5.141,,
1049,07/29/22 08:00:00,5.347,,
1050,07/29/22 08:30:00,5.552,,
1051,07/29/22 09:00:00,5.860,,
1052,07/29/22 09:30:00,6.166,,
1053,07/29/22 10:00:00,6.471,,
1054,07/29/22 10:30:00,6.775,,
1055,07/29/22 11:00:00,7.079,,
1056,07/29/22 11:30:00,7.381,,
1057,07/29/22 12:00:00,7.782,,
1058,07/29/22 12:30:00,8.182,,
1059,07/29/22 13:00:00,8.481,,
1060,07/29/22 13:30:00,8.680,,
1061,07/29/22 14:00:00,8.879,,
1062,07/29/22 14:30:00,9.472,,
1063,07/29/22 15:00:00,9.866,,
1064,07/29/22 15:30:00,10.161,,
1065,07/29/22 16:00:00,10.259,,
1066,07/29/22 16:30:00,10.161,,
1067,07/29/22 17:00:00,9.965,,
1068,07/29/22 17:30:00,9.669,,
1069,07/29/22 18:00:00,9.373,,
1070,07/29/22 18:30:00,8.978,,
1071,07/29/22 19:00:00,8.680,,
1072,07/29/22 19:30:00,8.382,,
1073,07/29/22 20:00:00,8.082,,
1074,07/29/22 20:30:00,7.882,,
1075,07/29/22 21:00:00,7.481,,
1076,07/29/22 21:30:00,7.179,,
1077,07/29/22 22:00:00,6.775,,
1078,07/29/22 22:30:00,6.166,,
1079,07/29/22 23:00:00,5.655,,
1080,07/29/22 23:30:00,5.450,,
1081,07/30/22 00:00:00,5.347,,
1082,07/30/22 00:30:00,5.244,,
1083,07/30/22 01:00:00,5.244,,
1084,07/30/22 01:30:00,5.141,,
1085,07/30/22 02:00:00,5.037,,
1086,07/30/22 02:30:00,5.037,,
1087,07/30/22 03:00:00,5.037,,
1088,07/30/22 03:30:00,4.934,,
1089,07/30/22 04:00:00,4.831,,
1090,07/30/22 04:30:00,4.831,,
1091,07/30/22 05:00:00,4.727,,
1092,07/30/22 05:30:00,4.727,,
1093,07/30/22 06:00:00,4.831,,
1094,07/30/22 06:30:00,4.831,,
1095,07/30/22 07:00:00,4.934,,
1096,07/30/22 07:30:00,5.141,,
1097,07/30/22 08:00:00,5.450,,
1098,07/30/22 08:30:00,5.757,,
1099,07/30/22 09:00:00,6.064,,
1100,07/30/22 09:30:00,6.268,,
1101,07/30/22 10:00:00,6.573,,
1102,07/30/22 10:30:00,6.978,,
1103,07/30/22 11:00:00,7.280,,
1104,07/30/22 11:30:00,7.481,,
1105,07/30/22 12:00:00,7.782,,
1106,07/30/22 12:30:00,7.882,,
1107,07/30/22 13:00:00,8.082,,
1108,07/30/22 13:30:00,8.282,,
1109,07/30/22 14:00:00,8.481,,
1110,07/30/22 14:30:00,8.581,,
1111,07/30/22 15:00:00,8.581,,
1112,07/30/22 15:30:00,8.680,,
1113,07/30/22 16:00:00,8.779,,
1114,07/30/22 16:30:00,8.779,,
1115,07/30/22 17:00:00,8.879,,
1116,07/30/22 17:30:00,8.779,,
1117,07/30/22 18:00:00,8.581,,
1118,07/30/22 18:30:00,8.382,,
1119,07/30/22 19:00:00,8.182,,
1120,07/30/22 19:30:00,7.983,,
1121,07/30/22 20:00:00,7.782,,
1122,07/30/22 20:30:00,7.481,,
1123,07/30/22 21:00:00,7.079,,
1124,07/30/22 21:30:00,6.775,,
1125,07/30/22 22:00:00,6.370,,
1126,07/30/22 22:30:00,6.064,,
1127,07/30/22 23:00:00,5.860,,
1128,07/30/22 23:30:00,5.552,,
1129,07/31/22 00:00:00,5.347,,
1130,07/31/22 00:30:00,5.244,,
1131,07/31/22 01:00:00,5.037,,
1132,07/31/22 01:30:00,5.037,,
1133,07/31/22 02:00:00,5.037,,
1134,07/31/22 02:30:00,5.037,,
1135,07/31/22 03:00:00,4.934,,
1136,07/31/22 03:30:00,4.934,,
1137,07/31/22 04:00:00,4.934,,
1138,07/31/22 04:30:00,5.347,,
1139,07/31/22 05:00:00,5.552,,
1140,07/31/22 05:30:00,5.655,,
1141,07/31/22 06:00:00,5.552,,
1142,07/31/22 06:30:00,5.347,,
1143,07/31/22 07:00:00,5.244,,
1144,07/31/22 07:30:00,5.244,,
1145,07/31/22 08:00:00,5.552,,
1146,07/31/22 08:30:00,5.757,,
1147,07/31/22 09:00:00,5.962,,
1148,07/31/22 09:30:00,6.268,,
1149,07/31/22 10:00:00,6.573,,
1150,07/31/22 10:30:00,6.877,,
1151,07/31/22 11:00:00,7.079,,
1152,07/31/22 11:30:00,7.280,,
1153,07/31/22 12:00:00,7.582,,
1154,07/31/22 12:30:00,7.882,,
1155,07/31/22 13:00:00,8.182,,
1156,07/31/22 13:30:00,8.382,,
1157,07/31/22 14:00:00,8.581,,
1158,07/31/22 14:30:00,8.581,,
1159,07/31/22 15:00:00,8.680,,
1160,07/31/22 15:30:00,8.581,,
1161,07/31/22 16:00:00,8.680,,
1162,07/31/22 16:30:00,8.779,,
1163,07/31/22 17:00:00,8.779,,
1164,07/31/22 17:30:00,8.779,,
1165,07/31/22 18:00:00,8.680,,
1166,07/31/22 18:30:00,8.481,,
1167,07/31/22 19:00:00,8.282,,
1168,07/31/22 19:30:00,8.082,,
1169,07/31/22 20:00:00,7.882,,
1170,07/31/22 20:30:00,7.582,,
1171,07/31/22 21:00:00,7.179,,
1172,07/31/22 21:30:00,6.674,,
1173,07/31/22 22:00:00,6.268,,
1174,07/31/22 22:30:00,5.860,,
1175,07/31/22 23:00:00,5.552,,
1176,07/31/22 23:30:00,5.347,,
1177,08/01/22 00:00:00,5.244,,
1178,08/01/22 00:30:00,5.141,,
1179,08/01/22 01:00:00,5.141,,
1180,08/01/22 01:30:00,5.141,,
1181,08/01/22 02:00:00,5.037,,
1182,08/01/22 02:30:00,4.934,,
1183,08/01/22 03:00:00,4.934,,
1184,08/01/22 03:30:00,4.831,,
1185,08/01/22 04:00:00,4.831,,
1186,08/01/22 04:30:00,4.831,,
1187,08/01/22 05:00:00,4.727,,
1188,08/01/22 05:30:00,4.727,,
1189,08/01/22 06:00:00,4.831,,
1190,08/01/22 06:30:00,4.831,,
1191,08/01/22 07:00:00,4.934,,
1192,08/01/22 07:30:00,4.934,,
1193,08/01/22 08:00:00,5.037,,
1194,08/01/22 08:30:00,5.244,,
1195,08/01/22 09:00:00,5.552,,
1196,08/01/22 09:30:00,5.962,,
1197,08/01/22 10:00:00,6.166,,
1198,08/01/22 10:30:00,6.166,,
1199,08/01/22 11:00:00,6.268,,
1200,08/01/22 11:30:00,6.674,,
1201,08/01/22 12:00:00,6.978,,
1202,08/01/22 12:30:00,7.280,,
1203,08/01/22 13:00:00,6.978,,
1204,08/01/22 13:30:00,6.775,,
1205,08/01/22 14:00:00,6.978,,
1206,08/01/22 14:30:00,7.079,,
1207,08/01/22 15:00:00,7.280,,
1208,08/01/22 15:30:00,7.582,,
1209,08/01/22 16:00:00,7.882,,
1210,08/01/22 16:30:00,7.983,,
1211,08/01/22 17:00:00,8.082,,
1212,08/01/22 17:30:00,8.182,,
1213,08/01/22 18:00:00,8.082,,
1214,08/01/22 18:30:00,7.882,,
1215,08/01/22 19:00:00,7.782,,
1216,08/01/22 19:30:00,7.582,,
1217,08/01/22 20:00:00,7.381,,
1218,08/01/22 20:30:00,7.079,,
1219,08/01/22 21:00:00,6.978,,
1220,08/01/22 21:30:00,6.775,,
1221,08/01/22 22:00:00,6.573,,
1222,08/01/22 22:30:00,6.370,,
1223,08/01/22 23:00:00,6.064,,
1224,08/01/22 23:30:00,5.860,,
1225,08/02/22 00:00:00,5.757,,
1226,08/02/22 00:30:00,5.655,,
1227,08/02/22 01:00:00,5.552,,
1228,08/02/22 01:30:00,5.655,,
1229,08/02/22 02:00:00,5.860,,
1230,08/02/22 02:30:00,5.655,,
1231,08/02/22 03:00:00,5.244,,
1232,08/02/22 03:30:00,4.934,,
1233,08/02/22 04:00:00,4.727,,
1234,08/02/22 04:30:00,4.727,,
1235,08/02/22 05:00:00,4.831,,
1236,08/02/22 05:30:00,4.934,,
1237,08/02/22 06:00:00,4.934,,
1238,08/02/22 06:30:00,4.831,,
1239,08/02/22 07:00:00,4.727,,
1240,08/02/22 07:30:00,4.831,,
1241,08/02/22 08:00:00,4.934,,
1242,08/02/22 08:30:00,5.037,,
1243,08/02/22 09:00:00,5.037,,
1244,08/02/22 09:30:00,5.244,,
1245,08/02/22 10:00:00,5.450,,
1246,08/02/22 10:30:00,5.757,,
1247,08/02/22 11:00:00,5.962,,
1248,08/02/22 11:30:00,6.268,,
1249,08/02/22 12:00:00,6.573,,
1250,08/02/22 12:30:00,6.775,,
1251,08/02/22 13:00:00,7.079,,
1252,08/02/22 13:30:00,7.381,,
1253,08/02/22 14:00:00,7.682,,
1254,08/02/22 14:30:00,7.882,,
1255,08/02/22 15:00:00,7.882,,
1256,08/02/22 15:30:00,7.983,,
1257,08/02/22 16:00:00,7.983,,
1258,08/02/22 16:30:00,7.882,,
1259,08/02/22 17:00:00,7.682,,
1260,08/02/22 17:30:00,7.582,,
1261,08/02/22 18:00:00,7.481,,
1262,08/02/22 18:30:00,7.280,,
1263,08/02/22 19:00:00,7.079,,
1264,08/02/22 19:30:00,6.877,,
1265,08/02/22 20:00:00,6.573,,
1266,08/02/22 20:30:00,6.268,,
1267,08/02/22 21:00:00,5.962,,
1268,08/02/22 21:30:00,5.552,,
1269,08/02/22 22:00:00,5.141,,
1270,08/02/22 22:30:00,4.934,,
1271,08/02/22 23:00:00,5.244,,
1272,08/02/22 23:30:00,5.244,,
1273,08/03/22 00:00:00,4.934,,
1274,08/03/22 00:30:00,4.727,,
1275,08/03/22 01:00:00,4.519,,
1276,08/03/22 01:30:00,4.415,,
1277,08/03/22 02:00:00,4.415,,
1278,08/03/22 02:30:00,4.415,,
1279,08/03/22 03:00:00,4.519,,
1280,08/03/22 03:30:00,4.519,,
1281,08/03/22 04:00:00,4.623,,
1282,08/03/22 04:30:00,4.623,,
1283,08/03/22 05:00:00,4.519,,
1284,08/03/22 05:30:00,4.415,,
1285,08/03/22 06:00:00,4.415,,
1286,08/03/22 06:30:00,4.415,,
1287,08/03/22 07:00:00,4.415,,
1288,08/03/22 07:30:00,4.623,,
1289,08/03/22 08:00:00,4.727,,
1290,08/03/22 08:30:00,5.141,,
1291,08/03/22 09:00:00,5.552,,
1292,08/03/22 09:30:00,5.962,,
1293,08/03/22 10:00:00,6.370,,
1294,08/03/22 10:30:00,6.573,,
1295,08/03/22 11:00:00,6.877,,
1296,08/03/22 11:30:00,7.179,,
1297,08/03/22 12:00:00,7.280,,
1298,08/03/22 12:30:00,7.582,,
1299,08/03/22 13:00:00,7.582,,
1300,08/03/22 13:30:00,7.682,,
1301,08/03/22 14:00:00,7.582,,
1302,08/03/22 14:30:00,7.481,,
1303,08/03/22 15:00:00,7.481,,
1304,08/03/22 15:30:00,7.381,,
1305,08/03/22 16:00:00,7.481,,
1306,08/03/22 16:30:00,7.682,,
1307,08/03/22 17:00:00,7.682,,
1308,08/03/22 17:30:00,7.481,,
1309,08/03/22 18:00:00,7.280,,
1310,08/03/22 18:30:00,7.179,,
1311,08/03/22 19:00:00,7.079,,
1312,08/03/22 19:30:00,6.978,,
1313,08/03/22 20:00:00,6.674,,
1314,08/03/22 20:30:00,6.268,,
1315,08/03/22 21:00:00,5.655,,
1316,08/03/22 21:30:00,5.244,,
1317,08/03/22 22:00:00,4.934,,
1318,08/03/22 22:30:00,4.831,,
1319,08/03/22 23:00:00,4.623,,
1320,08/03/22 23:30:00,4.519,,
1321,08/04/22 00:00:00,4.415,,
1322,08/04/22 00:30:00,4.415,,
1323,08/04/22 01:00:00,4.311,,
1324,08/04/22 01:30:00,4.207,,
1325,08/04/22 02:00:00,4.102,,
1326,08/04/22 02:30:00,3.998,,
1327,08/04/22 03:00:00,3.998,,
1328,08/04/22 03:30:00,4.102,,
1329,08/04/22 04:00:00,4.102,,
1330,08/04/22 04:30:00,4.102,,
1331,08/04/22 05:00:00,4.207,,
1332,08/04/22 05:30:00,4.311,,
1333,08/04/22 06:00:00,4.311,,
1334,08/04/22 06:30:00,4.311,,
1335,08/04/22 07:00:00,4.519,,
1336,08/04/22 07:30:00,4.727,,
1337,08/04/22 08:00:00,4.831,,
1338,08/04/22 08:30:00,5.037,,
1339,08/04/22 09:00:00,5.244,,
1340,08/04/22 09:30:00,5.347,,
1341,08/04/22 10:00:00,5.552,,
1342,08/04/22 10:30:00,5.552,,
1343,08/04/22 11:00:00,5.655,,
