"Plot Title: WILSPR_U"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20137153, SEN S/N: 20137153, LBL: Temp)","Bad Battery (LGR S/N: 20137153)","Coupler Attached (LGR S/N: 20137153)","Host Connected (LGR S/N: 20137153)","Stopped (LGR S/N: 20137153)","End Of File (LGR S/N: 20137153)"
900,07/26/22 05:30:00,5.655,,,,,
901,07/26/22 06:00:00,5.655,,,,,
902,07/26/22 06:30:00,5.655,,,,,
903,07/26/22 07:00:00,5.962,,,,,
904,07/26/22 07:30:00,6.268,,,,,
905,07/26/22 08:00:00,6.775,,,,,
906,07/26/22 08:30:00,7.280,,,,,
907,07/26/22 09:00:00,7.882,,,,,
908,07/26/22 09:30:00,8.581,,,,,
909,07/26/22 10:00:00,9.176,,,,,
910,07/26/22 10:30:00,9.669,,,,,
911,07/26/22 11:00:00,10.063,,,,,
912,07/26/22 11:30:00,10.651,,,,,
913,07/26/22 12:00:00,10.944,,,,,
914,07/26/22 12:30:00,11.041,,,,,
915,07/26/22 13:00:00,11.236,,,,,
916,07/26/22 13:30:00,11.236,,,,,
917,07/26/22 14:00:00,11.236,,,,,
918,07/26/22 14:30:00,11.334,,,,,
919,07/26/22 15:00:00,11.431,,,,,
920,07/26/22 15:30:00,11.236,,,,,
921,07/26/22 16:00:00,10.944,,,,,
922,07/26/22 16:30:00,10.748,,,,,
923,07/26/22 17:00:00,10.455,,,,,
924,07/26/22 17:30:00,10.161,,,,,
925,07/26/22 18:00:00,9.669,,,,,
926,07/26/22 18:30:00,9.077,,,,,
927,07/26/22 19:00:00,8.581,,,,,
928,07/26/22 19:30:00,8.082,,,,,
929,07/26/22 20:00:00,7.682,,,,,
930,07/26/22 20:30:00,7.280,,,,,
931,07/26/22 21:00:00,6.978,,,,,
932,07/26/22 21:30:00,6.674,,,,,
933,07/26/22 22:00:00,6.573,,,,,
934,07/26/22 22:30:00,6.370,,,,,
935,07/26/22 23:00:00,6.268,,,,,
936,07/26/22 23:30:00,6.166,,,,,
937,07/27/22 00:00:00,6.064,,,,,
938,07/27/22 00:30:00,5.962,,,,,
939,07/27/22 01:00:00,5.962,,,,,
940,07/27/22 01:30:00,5.860,,,,,
941,07/27/22 02:00:00,5.860,,,,,
942,07/27/22 02:30:00,5.860,,,,,
943,07/27/22 03:00:00,5.860,,,,,
944,07/27/22 03:30:00,5.757,,,,,
945,07/27/22 04:00:00,5.655,,,,,
946,07/27/22 04:30:00,5.655,,,,,
947,07/27/22 05:00:00,5.655,,,,,
948,07/27/22 05:30:00,5.552,,,,,
949,07/27/22 06:00:00,5.552,,,,,
950,07/27/22 06:30:00,5.552,,,,,
951,07/27/22 07:00:00,5.757,,,,,
952,07/27/22 07:30:00,5.860,,,,,
953,07/27/22 08:00:00,6.370,,,,,
954,07/27/22 08:30:00,6.978,,,,,
955,07/27/22 09:00:00,7.582,,,,,
956,07/27/22 09:30:00,8.082,,,,,
957,07/27/22 10:00:00,8.879,,,,,
958,07/27/22 10:30:00,9.373,,,,,
959,07/27/22 11:00:00,9.768,,,,,
960,07/27/22 11:30:00,10.063,,,,,
961,07/27/22 12:00:00,10.063,,,,,
962,07/27/22 12:30:00,10.944,,,,,
963,07/27/22 13:00:00,11.139,,,,,
964,07/27/22 13:30:00,11.334,,,,,
965,07/27/22 14:00:00,11.625,,,,,
966,07/27/22 14:30:00,11.625,,,,,
967,07/27/22 15:00:00,11.528,,,,,
968,07/27/22 15:30:00,11.334,,,,,
969,07/27/22 16:00:00,11.139,,,,,
970,07/27/22 16:30:00,10.846,,,,,
971,07/27/22 17:00:00,10.455,,,,,
972,07/27/22 17:30:00,9.965,,,,,
973,07/27/22 18:00:00,9.571,,,,,
974,07/27/22 18:30:00,9.077,,,,,
975,07/27/22 19:00:00,8.481,,,,,
976,07/27/22 19:30:00,8.082,,,,,
977,07/27/22 20:00:00,7.782,,,,,
978,07/27/22 20:30:00,7.381,,,,,
979,07/27/22 21:00:00,7.079,,,,,
980,07/27/22 21:30:00,6.674,,,,,
981,07/27/22 22:00:00,6.370,,,,,
982,07/27/22 22:30:00,6.370,,,,,
983,07/27/22 23:00:00,6.268,,,,,
984,07/27/22 23:30:00,6.166,,,,,
985,07/28/22 00:00:00,6.166,,,,,
986,07/28/22 00:30:00,6.064,,,,,
987,07/28/22 01:00:00,5.962,,,,,
988,07/28/22 01:30:00,5.962,,,,,
989,07/28/22 02:00:00,5.860,,,,,
990,07/28/22 02:30:00,5.860,,,,,
991,07/28/22 03:00:00,5.860,,,,,
992,07/28/22 03:30:00,5.757,,,,,
993,07/28/22 04:00:00,5.757,,,,,
994,07/28/22 04:30:00,5.757,,,,,
995,07/28/22 05:00:00,5.655,,,,,
996,07/28/22 05:30:00,5.552,,,,,
997,07/28/22 06:00:00,5.552,,,,,
998,07/28/22 06:30:00,5.655,,,,,
999,07/28/22 07:00:00,5.757,,,,,
1000,07/28/22 07:30:00,6.064,,,,,
1001,07/28/22 08:00:00,6.573,,,,,
1002,07/28/22 08:30:00,6.877,,,,,
1003,07/28/22 09:00:00,7.381,,,,,
1004,07/28/22 09:30:00,7.983,,,,,
1005,07/28/22 10:00:00,8.779,,,,,
1006,07/28/22 10:30:00,9.373,,,,,
1007,07/28/22 11:00:00,9.965,,,,,
1008,07/28/22 11:30:00,10.259,,,,,
1009,07/28/22 12:00:00,10.651,,,,,
1010,07/28/22 12:30:00,11.041,,,,,
1011,07/28/22 13:00:00,11.431,,,,,
1012,07/28/22 13:30:00,11.625,,,,,
1013,07/28/22 14:00:00,11.625,,,,,
1014,07/28/22 14:30:00,11.625,,,,,
1015,07/28/22 15:00:00,11.625,,,,,
1016,07/28/22 15:30:00,11.431,,,,,
1017,07/28/22 16:00:00,11.334,,,,,
1018,07/28/22 16:30:00,11.041,,,,,
1019,07/28/22 17:00:00,10.553,,,,,
1020,07/28/22 17:30:00,10.161,,,,,
1021,07/28/22 18:00:00,9.571,,,,,
1022,07/28/22 18:30:00,9.077,,,,,
1023,07/28/22 19:00:00,8.581,,,,,
1024,07/28/22 19:30:00,8.082,,,,,
1025,07/28/22 20:00:00,7.782,,,,,
1026,07/28/22 20:30:00,7.381,,,,,
1027,07/28/22 21:00:00,6.877,,,,,
1028,07/28/22 21:30:00,6.573,,,,,
1029,07/28/22 22:00:00,6.573,,,,,
1030,07/28/22 22:30:00,6.471,,,,,
1031,07/28/22 23:00:00,6.370,,,,,
1032,07/28/22 23:30:00,6.268,,,,,
1033,07/29/22 00:00:00,6.268,,,,,
1034,07/29/22 00:30:00,6.166,,,,,
1035,07/29/22 01:00:00,6.064,,,,,
1036,07/29/22 01:30:00,6.064,,,,,
1037,07/29/22 02:00:00,5.962,,,,,
1038,07/29/22 02:30:00,5.962,,,,,
1039,07/29/22 03:00:00,5.860,,,,,
1040,07/29/22 03:30:00,5.860,,,,,
1041,07/29/22 04:00:00,5.757,,,,,
1042,07/29/22 04:30:00,5.757,,,,,
1043,07/29/22 05:00:00,5.757,,,,,
1044,07/29/22 05:30:00,5.757,,,,,
1045,07/29/22 06:00:00,5.757,,,,,
1046,07/29/22 06:30:00,5.757,,,,,
1047,07/29/22 07:00:00,5.962,,,,,
1048,07/29/22 07:30:00,6.166,,,,,
1049,07/29/22 08:00:00,6.573,,,,,
1050,07/29/22 08:30:00,7.079,,,,,
1051,07/29/22 09:00:00,7.682,,,,,
1052,07/29/22 09:30:00,8.282,,,,,
1053,07/29/22 10:00:00,8.779,,,,,
1054,07/29/22 10:30:00,9.373,,,,,
1055,07/29/22 11:00:00,10.063,,,,,
1056,07/29/22 11:30:00,10.553,,,,,
1057,07/29/22 12:00:00,11.041,,,,,
1058,07/29/22 12:30:00,11.431,,,,,
1059,07/29/22 13:00:00,11.528,,,,,
1060,07/29/22 13:30:00,11.819,,,,,
1061,07/29/22 14:00:00,12.013,,,,,
1062,07/29/22 14:30:00,12.013,,,,,
1063,07/29/22 15:00:00,12.013,,,,,
1064,07/29/22 15:30:00,11.819,,,,,
1065,07/29/22 16:00:00,11.625,,,,,
1066,07/29/22 16:30:00,11.236,,,,,
1067,07/29/22 17:00:00,10.748,,,,,
1068,07/29/22 17:30:00,10.259,,,,,
1069,07/29/22 18:00:00,9.669,,,,,
1070,07/29/22 18:30:00,9.077,,,,,
1071,07/29/22 19:00:00,8.481,,,,,
1072,07/29/22 19:30:00,8.082,,,,,
1073,07/29/22 20:00:00,7.782,,,,,
1074,07/29/22 20:30:00,7.381,,,,,
1075,07/29/22 21:00:00,6.978,,,,,
1076,07/29/22 21:30:00,6.978,,,,,
1077,07/29/22 22:00:00,6.573,,,,,
1078,07/29/22 22:30:00,6.370,,,,,
1079,07/29/22 23:00:00,6.268,,,,,
1080,07/29/22 23:30:00,6.166,,,,,
1081,07/30/22 00:00:00,6.064,,,,,
1082,07/30/22 00:30:00,5.962,,,,,
1083,07/30/22 01:00:00,5.860,,,,,
1084,07/30/22 01:30:00,5.757,,,,,
1085,07/30/22 02:00:00,5.757,,,,,
1086,07/30/22 02:30:00,5.757,,,,,
1087,07/30/22 03:00:00,5.655,,,,,
1088,07/30/22 03:30:00,5.655,,,,,
1089,07/30/22 04:00:00,5.552,,,,,
1090,07/30/22 04:30:00,5.552,,,,,
1091,07/30/22 05:00:00,5.450,,,,,
1092,07/30/22 05:30:00,5.450,,,,,
1093,07/30/22 06:00:00,5.450,,,,,
1094,07/30/22 06:30:00,5.450,,,,,
1095,07/30/22 07:00:00,5.655,,,,,
1096,07/30/22 07:30:00,5.860,,,,,
1097,07/30/22 08:00:00,6.268,,,,,
1098,07/30/22 08:30:00,6.877,,,,,
1099,07/30/22 09:00:00,7.481,,,,,
1100,07/30/22 09:30:00,8.082,,,,,
1101,07/30/22 10:00:00,8.581,,,,,
1102,07/30/22 10:30:00,9.077,,,,,
1103,07/30/22 11:00:00,9.669,,,,,
1104,07/30/22 11:30:00,10.063,,,,,
1105,07/30/22 12:00:00,10.357,,,,,
1106,07/30/22 12:30:00,10.748,,,,,
1107,07/30/22 13:00:00,10.944,,,,,
1108,07/30/22 13:30:00,11.041,,,,,
1109,07/30/22 14:00:00,11.041,,,,,
1110,07/30/22 14:30:00,10.944,,,,,
1111,07/30/22 15:00:00,10.748,,,,,
1112,07/30/22 15:30:00,10.651,,,,,
1113,07/30/22 16:00:00,10.455,,,,,
1114,07/30/22 16:30:00,10.161,,,,,
1115,07/30/22 17:00:00,9.965,,,,,
1116,07/30/22 17:30:00,9.571,,,,,
1117,07/30/22 18:00:00,9.077,,,,,
1118,07/30/22 18:30:00,8.481,,,,,
1119,07/30/22 19:00:00,8.082,,,,,
1120,07/30/22 19:30:00,7.782,,,,,
1121,07/30/22 20:00:00,7.481,,,,,
1122,07/30/22 20:30:00,7.079,,,,,
1123,07/30/22 21:00:00,6.674,,,,,
1124,07/30/22 21:30:00,6.471,,,,,
1125,07/30/22 22:00:00,6.268,,,,,
1126,07/30/22 22:30:00,6.064,,,,,
1127,07/30/22 23:00:00,6.064,,,,,
1128,07/30/22 23:30:00,5.962,,,,,
1129,07/31/22 00:00:00,5.962,,,,,
1130,07/31/22 00:30:00,5.860,,,,,
1131,07/31/22 01:00:00,5.757,,,,,
1132,07/31/22 01:30:00,5.757,,,,,
1133,07/31/22 02:00:00,5.757,,,,,
1134,07/31/22 02:30:00,5.655,,,,,
1135,07/31/22 03:00:00,5.655,,,,,
1136,07/31/22 03:30:00,5.655,,,,,
1137,07/31/22 04:00:00,5.552,,,,,
1138,07/31/22 04:30:00,5.450,,,,,
1139,07/31/22 05:00:00,5.450,,,,,
1140,07/31/22 05:30:00,5.450,,,,,
1141,07/31/22 06:00:00,5.347,,,,,
1142,07/31/22 06:30:00,5.347,,,,,
1143,07/31/22 07:00:00,5.552,,,,,
1144,07/31/22 07:30:00,5.860,,,,,
1145,07/31/22 08:00:00,6.268,,,,,
1146,07/31/22 08:30:00,6.775,,,,,
1147,07/31/22 09:00:00,7.481,,,,,
1148,07/31/22 09:30:00,8.082,,,,,
1149,07/31/22 10:00:00,8.481,,,,,
1150,07/31/22 10:30:00,8.879,,,,,
1151,07/31/22 11:00:00,9.373,,,,,
1152,07/31/22 11:30:00,9.866,,,,,
1153,07/31/22 12:00:00,10.357,,,,,
1154,07/31/22 12:30:00,10.651,,,,,
1155,07/31/22 13:00:00,10.846,,,,,
1156,07/31/22 13:30:00,11.041,,,,,
1157,07/31/22 14:00:00,11.041,,,,,
1158,07/31/22 14:30:00,11.041,,,,,
1159,07/31/22 15:00:00,11.139,,,,,
1160,07/31/22 15:30:00,11.041,,,,,
1161,07/31/22 16:00:00,10.846,,,,,
1162,07/31/22 16:30:00,10.553,,,,,
1163,07/31/22 17:00:00,10.161,,,,,
1164,07/31/22 17:30:00,9.768,,,,,
1165,07/31/22 18:00:00,9.275,,,,,
1166,07/31/22 18:30:00,8.779,,,,,
1167,07/31/22 19:00:00,8.282,,,,,
1168,07/31/22 19:30:00,7.882,,,,,
1169,07/31/22 20:00:00,7.481,,,,,
1170,07/31/22 20:30:00,7.179,,,,,
1171,07/31/22 21:00:00,6.775,,,,,
1172,07/31/22 21:30:00,6.471,,,,,
1173,07/31/22 22:00:00,6.166,,,,,
1174,07/31/22 22:30:00,6.064,,,,,
1175,07/31/22 23:00:00,6.064,,,,,
1176,07/31/22 23:30:00,5.962,,,,,
1177,08/01/22 00:00:00,5.962,,,,,
1178,08/01/22 00:30:00,5.962,,,,,
1179,08/01/22 01:00:00,6.064,,,,,
1180,08/01/22 01:30:00,5.962,,,,,
1181,08/01/22 02:00:00,5.860,,,,,
1182,08/01/22 02:30:00,5.860,,,,,
1183,08/01/22 03:00:00,5.757,,,,,
1184,08/01/22 03:30:00,5.757,,,,,
1185,08/01/22 04:00:00,5.655,,,,,
1186,08/01/22 04:30:00,5.655,,,,,
1187,08/01/22 05:00:00,5.552,,,,,
1188,08/01/22 05:30:00,5.552,,,,,
1189,08/01/22 06:00:00,5.552,,,,,
1190,08/01/22 06:30:00,5.757,,,,,
1191,08/01/22 07:00:00,5.860,,,,,
1192,08/01/22 07:30:00,6.064,,,,,
1193,08/01/22 08:00:00,6.268,,,,,
1194,08/01/22 08:30:00,6.370,,,,,
1195,08/01/22 09:00:00,7.280,,,,,
1196,08/01/22 09:30:00,7.882,,,,,
1197,08/01/22 10:00:00,8.082,,,,,
1198,08/01/22 10:30:00,7.582,,,,,
1199,08/01/22 11:00:00,8.182,,,,,
1200,08/01/22 11:30:00,8.680,,,,,
1201,08/01/22 12:00:00,8.779,,,,,
1202,08/01/22 12:30:00,9.373,,,,,
1203,08/01/22 13:00:00,7.983,,,,,
1204,08/01/22 13:30:00,8.382,,,,,
1205,08/01/22 14:00:00,9.768,,,,,
1206,08/01/22 14:30:00,8.779,,,,,
1207,08/01/22 15:00:00,9.866,,,,,
1208,08/01/22 15:30:00,10.063,,,,,
1209,08/01/22 16:00:00,9.965,,,,,
1210,08/01/22 16:30:00,9.768,,,,,
1211,08/01/22 17:00:00,9.571,,,,,
1212,08/01/22 17:30:00,9.275,,,,,
1213,08/01/22 18:00:00,8.779,,,,,
1214,08/01/22 18:30:00,8.182,,,,,
1215,08/01/22 19:00:00,7.582,,,,,
1216,08/01/22 19:30:00,7.179,,,,,
1217,08/01/22 20:00:00,6.877,,,,,
1218,08/01/22 20:30:00,6.877,,,,,
1219,08/01/22 21:00:00,6.775,,,,,
1220,08/01/22 21:30:00,6.471,,,,,
1221,08/01/22 22:00:00,6.166,,,,,
1222,08/01/22 22:30:00,5.962,,,,,
1223,08/01/22 23:00:00,5.962,,,,,
1224,08/01/22 23:30:00,6.268,,,,,
1225,08/02/22 00:00:00,6.268,,,,,
1226,08/02/22 00:30:00,5.962,,,,,
1227,08/02/22 01:00:00,6.064,,,,,
1228,08/02/22 01:30:00,5.757,,,,,
1229,08/02/22 02:00:00,5.757,,,,,
1230,08/02/22 02:30:00,5.552,,,,,
1231,08/02/22 03:00:00,5.552,,,,,
1232,08/02/22 03:30:00,5.450,,,,,
1233,08/02/22 04:00:00,5.347,,,,,
1234,08/02/22 04:30:00,5.244,,,,,
1235,08/02/22 05:00:00,5.244,,,,,
1236,08/02/22 05:30:00,5.141,,,,,
1237,08/02/22 06:00:00,5.141,,,,,
1238,08/02/22 06:30:00,5.244,,,,,
1239,08/02/22 07:00:00,5.552,,,,,
1240,08/02/22 07:30:00,5.757,,,,,
1241,08/02/22 08:00:00,6.064,,,,,
1242,08/02/22 08:30:00,6.471,,,,,
1243,08/02/22 09:00:00,6.877,,,,,
1244,08/02/22 09:30:00,7.381,,,,,
1245,08/02/22 10:00:00,7.882,,,,,
1246,08/02/22 10:30:00,8.382,,,,,
1247,08/02/22 11:00:00,8.879,,,,,
1248,08/02/22 11:30:00,9.275,,,,,
1249,08/02/22 12:00:00,9.669,,,,,
1250,08/02/22 12:30:00,9.965,,,,,
1251,08/02/22 13:00:00,10.161,,,,,
1252,08/02/22 13:30:00,10.357,,,,,
1253,08/02/22 14:00:00,10.455,,,,,
1254,08/02/22 14:30:00,10.455,,,,,
1255,08/02/22 15:00:00,10.357,,,,,
1256,08/02/22 15:30:00,10.161,,,,,
1257,08/02/22 16:00:00,9.965,,,,,
1258,08/02/22 16:30:00,9.571,,,,,
1259,08/02/22 17:00:00,9.176,,,,,
1260,08/02/22 17:30:00,8.680,,,,,
1261,08/02/22 18:00:00,8.182,,,,,
1262,08/02/22 18:30:00,7.682,,,,,
1263,08/02/22 19:00:00,7.179,,,,,
1264,08/02/22 19:30:00,6.775,,,,,
1265,08/02/22 20:00:00,6.370,,,,,
1266,08/02/22 20:30:00,6.064,,,,,
1267,08/02/22 21:00:00,5.860,,,,,
1268,08/02/22 21:30:00,5.655,,,,,
1269,08/02/22 22:00:00,5.552,,,,,
1270,08/02/22 22:30:00,5.450,,,,,
1271,08/02/22 23:00:00,5.450,,,,,
1272,08/02/22 23:30:00,5.347,,,,,
1273,08/03/22 00:00:00,5.450,,,,,
1274,08/03/22 00:30:00,5.347,,,,,
1275,08/03/22 01:00:00,5.347,,,,,
1276,08/03/22 01:30:00,5.244,,,,,
1277,08/03/22 02:00:00,5.655,,,,,
1278,08/03/22 02:30:00,5.655,,,,,
1279,08/03/22 03:00:00,5.450,,,,,
1280,08/03/22 03:30:00,5.244,,,,,
1281,08/03/22 04:00:00,5.141,,,,,
1282,08/03/22 04:30:00,5.141,,,,,
1283,08/03/22 05:00:00,5.244,,,,,
1284,08/03/22 05:30:00,5.244,,,,,
1285,08/03/22 06:00:00,5.244,,,,,
1286,08/03/22 06:30:00,5.244,,,,,
1287,08/03/22 07:00:00,5.347,,,,,
1288,08/03/22 07:30:00,5.552,,,,,
1289,08/03/22 08:00:00,5.962,,,,,
1290,08/03/22 08:30:00,6.573,,,,,
1291,08/03/22 09:00:00,7.079,,,,,
1292,08/03/22 09:30:00,7.582,,,,,
1293,08/03/22 10:00:00,8.182,,,,,
1294,08/03/22 10:30:00,8.680,,,,,
1295,08/03/22 11:00:00,9.176,,,,,
1296,08/03/22 11:30:00,9.571,,,,,
1297,08/03/22 12:00:00,9.669,,,,,
1298,08/03/22 12:30:00,9.866,,,,,
1299,08/03/22 13:00:00,9.965,,,,,
1300,08/03/22 13:30:00,10.161,,,,,
1301,08/03/22 14:00:00,10.161,,,,,
1302,08/03/22 14:30:00,10.063,,,,,
1303,08/03/22 15:00:00,10.063,,,,,
1304,08/03/22 15:30:00,9.965,,,,,
1305,08/03/22 16:00:00,9.866,,,,,
1306,08/03/22 16:30:00,9.669,,,,,
1307,08/03/22 17:00:00,9.275,,,,,
1308,08/03/22 17:30:00,8.779,,,,,
1309,08/03/22 18:00:00,8.282,,,,,
1310,08/03/22 18:30:00,7.782,,,,,
1311,08/03/22 19:00:00,7.280,,,,,
1312,08/03/22 19:30:00,6.877,,,,,
1313,08/03/22 20:00:00,6.471,,,,,
1314,08/03/22 20:30:00,6.166,,,,,
1315,08/03/22 21:00:00,5.860,,,,,
1316,08/03/22 21:30:00,5.655,,,,,
1317,08/03/22 22:00:00,5.552,,,,,
1318,08/03/22 22:30:00,5.552,,,,,
1319,08/03/22 23:00:00,5.450,,,,,
1320,08/03/22 23:30:00,5.347,,,,,
1321,08/04/22 00:00:00,5.450,,,,,
1322,08/04/22 00:30:00,5.552,,,,,
1323,08/04/22 01:00:00,5.552,,,,,
1324,08/04/22 01:30:00,5.552,,,,,
1325,08/04/22 02:00:00,5.450,,,,,
1326,08/04/22 02:30:00,5.244,,,,,
1327,08/04/22 03:00:00,5.244,,,,,
1328,08/04/22 03:30:00,5.347,,,,,
1329,08/04/22 04:00:00,5.347,,,,,
1330,08/04/22 04:30:00,5.347,,,,,
1331,08/04/22 05:00:00,5.347,,,,,
1332,08/04/22 05:30:00,5.141,,,,,
1333,08/04/22 06:00:00,5.244,,,,,
1334,08/04/22 06:30:00,5.347,,,,,
1335,08/04/22 07:00:00,5.552,,,,,
1336,08/04/22 07:30:00,5.655,,,,,
1337,08/04/22 08:00:00,5.757,,,,,
1338,08/04/22 08:30:00,6.166,,,,,
1339,08/04/22 09:00:00,6.471,,,,,
1340,08/04/22 09:30:00,6.978,,,,,
1341,08/04/22 10:00:00,6.978,,,,,
1342,08/04/22 10:30:00,7.280,,,,,
1343,08/04/22 11:00:00,7.280,,,,,
1344,08/04/22 11:30:00,7.582,,,,,
1345,08/04/22 12:00:00,7.582,,,,,
1346,08/04/22 12:30:00,8.581,,,,,
1347,08/04/22 13:00:00,8.382,,,,,
1348,08/04/22 13:30:00,8.680,,,,,
1349,08/04/22 14:00:00,9.373,,,,,
1350,08/04/22 14:30:00,9.472,,,,,
1351,08/04/22 15:00:00,8.481,,,,,
1352,08/04/22 15:30:00,8.680,,,,,
1353,08/04/22 16:00:00,8.282,,,,,
1354,08/04/22 16:30:00,8.182,,,,,
1355,08/04/22 17:00:00,7.682,,,,,
1356,08/04/22 17:30:00,7.782,,,,,
1357,08/04/22 18:00:00,7.481,,,,,
1358,08/04/22 18:30:00,6.978,,,,,
1359,08/04/22 19:00:00,6.370,,,,,
1360,08/04/22 19:30:00,5.962,,,,,
1361,08/04/22 20:00:00,5.757,,,,,
1362,08/04/22 20:30:00,5.552,,,,,
1363,08/04/22 21:00:00,5.450,,,,,
1364,08/04/22 21:30:00,5.347,,,,,
1365,08/04/22 22:00:00,5.244,,,,,
1366,08/04/22 22:30:00,5.244,,,,,
1367,08/04/22 23:00:00,5.141,,,,,
1368,08/04/22 23:30:00,5.037,,,,,
1369,08/05/22 00:00:00,4.934,,,,,
1370,08/05/22 00:30:00,4.831,,,,,
1371,08/05/22 01:00:00,4.727,,,,,
1372,08/05/22 01:30:00,4.727,,,,,
1373,08/05/22 02:00:00,4.623,,,,,
1374,08/05/22 02:30:00,4.623,,,,,
1375,08/05/22 03:00:00,4.519,,,,,
1376,08/05/22 03:30:00,4.519,,,,,
1377,08/05/22 04:00:00,4.415,,,,,
1378,08/05/22 04:30:00,4.415,,,,,
1379,08/05/22 05:00:00,4.415,,,,,
1380,08/05/22 05:30:00,4.311,,,,,
1381,08/05/22 06:00:00,4.311,,,,,
1382,08/05/22 06:30:00,4.311,,,,,
1383,08/05/22 07:00:00,4.519,,,,,
1384,08/05/22 07:30:00,4.831,,,,,
1385,08/05/22 08:00:00,5.244,,,,,
1386,08/05/22 08:30:00,5.860,,,,,
1387,08/05/22 09:00:00,6.370,,,,,
1388,08/05/22 09:30:00,6.978,,,,,
1389,08/05/22 10:00:00,7.582,,,,,
1390,08/05/22 10:30:00,8.082,,,,,
1391,08/05/22 11:00:00,8.581,,,,,
1392,08/05/22 11:30:00,8.978,,,,,
1393,08/05/22 12:00:00,9.373,,,,,
1394,08/05/22 12:30:00,9.571,,,,,
1395,08/05/22 13:00:00,9.866,,,,,
1396,08/05/22 13:30:00,9.965,,,,,
1397,08/05/22 14:00:00,10.063,,,,,
1398,08/05/22 14:30:00,10.063,,,,,
1399,08/05/22 15:00:00,9.965,,,,,
1400,08/05/22 15:30:00,9.866,,,,,
1401,08/05/22 16:00:00,9.669,,,,,
1402,08/05/22 16:30:00,9.373,,,,,
1403,08/05/22 17:00:00,8.978,,,,,
1404,08/05/22 17:30:00,8.581,,,,,
1405,08/05/22 18:00:00,7.983,,,,,
1406,08/05/22 18:30:00,7.381,,,,,
1407,08/05/22 19:00:00,6.877,,,,,
1408,08/05/22 19:30:00,6.471,,,,,
1409,08/05/22 20:00:00,6.166,,,,,
1410,08/05/22 20:30:00,5.962,,,,,
1411,08/05/22 21:00:00,5.655,,,,,
1412,08/05/22 21:30:00,5.450,,,,,
1413,08/05/22 22:00:00,5.244,,,,,
1414,08/05/22 22:30:00,5.244,,,,,
1415,08/05/22 23:00:00,5.141,,,,,
1416,08/05/22 23:30:00,5.141,,,,,
1417,08/06/22 00:00:00,5.037,,,,,
1418,08/06/22 00:30:00,5.037,,,,,
1419,08/06/22 01:00:00,4.934,,,,,
1420,08/06/22 01:30:00,4.934,,,,,
1421,08/06/22 02:00:00,4.934,,,,,
1422,08/06/22 02:30:00,4.831,,,,,
1423,08/06/22 03:00:00,4.831,,,,,
1424,08/06/22 03:30:00,4.831,,,,,
1425,08/06/22 04:00:00,4.831,,,,,
1426,08/06/22 04:30:00,4.831,,,,,
1427,08/06/22 05:00:00,4.831,,,,,
1428,08/06/22 05:30:00,4.831,,,,,
1429,08/06/22 06:00:00,4.727,,,,,
1430,08/06/22 06:30:00,4.727,,,,,
1431,08/06/22 07:00:00,4.934,,,,,
1432,08/06/22 07:30:00,5.244,,,,,
1433,08/06/22 08:00:00,5.655,,,,,
1434,08/06/22 08:30:00,6.166,,,,,
1435,08/06/22 09:00:00,6.674,,,,,
1436,08/06/22 09:30:00,7.381,,,,,
1437,08/06/22 10:00:00,7.882,,,,,
1438,08/06/22 10:30:00,8.382,,,,,
1439,08/06/22 11:00:00,8.779,,,,,
1440,08/06/22 11:30:00,9.176,,,,,
1441,08/06/22 12:00:00,9.571,,,,,
1442,08/06/22 12:30:00,9.768,,,,,
1443,08/06/22 13:00:00,9.965,,,,,
1444,08/06/22 13:30:00,10.161,,,,,
1445,08/06/22 14:00:00,10.161,,,,,
1446,08/06/22 14:30:00,10.063,,,,,
1447,08/06/22 15:00:00,10.063,,,,,
1448,08/06/22 15:30:00,10.063,,,,,
1449,08/06/22 16:00:00,9.965,,,,,
1450,08/06/22 16:30:00,9.571,,,,,
1451,08/06/22 17:00:00,9.275,,,,,
1452,08/06/22 17:30:00,8.779,,,,,
1453,08/06/22 18:00:00,8.382,,,,,
1454,08/06/22 18:30:00,7.782,,,,,
1455,08/06/22 19:00:00,7.179,,,,,
1456,08/06/22 19:30:00,6.775,,,,,
1457,08/06/22 20:00:00,6.370,,,,,
1458,08/06/22 20:30:00,6.166,,,,,
1459,08/06/22 21:00:00,5.860,,,,,
1460,08/06/22 21:30:00,5.655,,,,,
1461,08/06/22 22:00:00,5.552,,,,,
1462,08/06/22 22:30:00,5.450,,,,,
1463,08/06/22 23:00:00,5.450,,,,,
1464,08/06/22 23:30:00,5.347,,,,,
1465,08/07/22 00:00:00,5.244,,,,,
1466,08/07/22 00:30:00,5.244,,,,,
1467,08/07/22 01:00:00,5.141,,,,,
1468,08/07/22 01:30:00,5.141,,,,,
1469,08/07/22 02:00:00,5.141,,,,,
1470,08/07/22 02:30:00,5.037,,,,,
1471,08/07/22 03:00:00,5.037,,,,,
1472,08/07/22 03:30:00,5.037,,,,,
1473,08/07/22 04:00:00,4.934,,,,,
1474,08/07/22 04:30:00,4.934,,,,,
1475,08/07/22 05:00:00,4.934,,,,,
1476,08/07/22 05:30:00,4.934,,,,,
1477,08/07/22 06:00:00,4.831,,,,,
1478,08/07/22 06:30:00,4.934,,,,,
1479,08/07/22 07:00:00,5.037,,,,,
