"Plot Title: UA-002-64_TEST12"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10951902, SEN S/N: 10951902, LBL: Temp)","Coupler Attached (LGR S/N: 10951902)","Host Connected (LGR S/N: 10951902)","Stopped (LGR S/N: 10951902)","End Of File (LGR S/N: 10951902)"
139,07/10/22 09:00:00,15.760,,,,
140,07/10/22 09:30:00,17.570,,,,
141,07/10/22 10:00:00,18.331,,,,
142,07/10/22 10:30:00,18.616,,,,
143,07/10/22 11:00:00,20.519,,,,
144,07/10/22 11:30:00,21.091,,,,
145,07/10/22 12:00:00,22.238,,,,
146,07/10/22 12:30:00,22.717,,,,
147,07/10/22 13:00:00,23.677,,,,
148,07/10/22 13:30:00,25.610,,,,
149,07/10/22 14:00:00,28.853,,,,
150,07/10/22 14:30:00,30.558,,,,
151,07/10/22 15:00:00,31.574,,,,
152,07/10/22 15:30:00,31.268,,,,
153,07/10/22 16:00:00,28.853,,,,
154,07/10/22 16:30:00,25.319,,,,
155,07/10/22 17:00:00,23.869,,,,
156,07/10/22 17:30:00,22.238,,,,
157,07/10/22 18:00:00,20.234,,,,
158,07/10/22 18:30:00,18.616,,,,
159,07/10/22 19:00:00,17.475,,,,
160,07/10/22 19:30:00,16.523,,,,
161,07/10/22 20:00:00,15.569,,,,
162,07/10/22 20:30:00,14.804,,,,
163,07/10/22 21:00:00,13.942,,,,
164,07/10/22 21:30:00,13.365,,,,
165,07/10/22 22:00:00,12.980,,,,
166,07/10/22 22:30:00,12.594,,,,
167,07/10/22 23:00:00,12.401,,,,
168,07/10/22 23:30:00,12.304,,,,
169,07/11/22 00:00:00,12.207,,,,
170,07/11/22 00:30:00,12.207,,,,
171,07/11/22 01:00:00,12.207,,,,
172,07/11/22 01:30:00,12.110,,,,
173,07/11/22 02:00:00,12.207,,,,
174,07/11/22 02:30:00,12.110,,,,
175,07/11/22 03:00:00,11.916,,,,
176,07/11/22 03:30:00,11.819,,,,
177,07/11/22 04:00:00,11.722,,,,
178,07/11/22 04:30:00,11.722,,,,
179,07/11/22 05:00:00,12.013,,,,
180,07/11/22 05:30:00,12.304,,,,
181,07/11/22 06:00:00,12.594,,,,
182,07/11/22 06:30:00,12.883,,,,
183,07/11/22 07:00:00,13.942,,,,
184,07/11/22 07:30:00,16.618,,,,
185,07/11/22 08:00:00,19.282,,,,
186,07/11/22 08:30:00,21.473,,,,
187,07/11/22 09:00:00,23.581,,,,
188,07/11/22 09:30:00,25.319,,,,
189,07/11/22 10:00:00,26.488,,,,
190,07/11/22 10:30:00,27.370,,,,
191,07/11/22 11:00:00,28.357,,,,
192,07/11/22 11:30:00,29.352,,,,
193,07/11/22 12:00:00,30.154,,,,
194,07/11/22 12:30:00,31.472,,,,
195,07/11/22 13:00:00,33.848,,,,
196,07/11/22 13:30:00,36.511,,,,
197,07/11/22 14:00:00,38.938,,,,
198,07/11/22 14:30:00,40.185,,,,
199,07/11/22 15:00:00,40.415,,,,
200,07/11/22 15:30:00,39.843,,,,
201,07/11/22 16:00:00,37.165,,,,
202,07/11/22 16:30:00,33.326,,,,
203,07/11/22 17:00:00,31.472,,,,
204,07/11/22 17:30:00,29.552,,,,
205,07/11/22 18:00:00,27.370,,,,
206,07/11/22 18:30:00,25.319,,,,
207,07/11/22 19:00:00,23.966,,,,
208,07/11/22 19:30:00,23.100,,,,
209,07/11/22 20:00:00,22.333,,,,
210,07/11/22 20:30:00,21.378,,,,
211,07/11/22 21:00:00,20.424,,,,
212,07/11/22 21:30:00,19.662,,,,
213,07/11/22 22:00:00,18.901,,,,
214,07/11/22 22:30:00,18.140,,,,
215,07/11/22 23:00:00,17.475,,,,
216,07/11/22 23:30:00,17.189,,,,
217,07/12/22 00:00:00,16.808,,,,
218,07/12/22 00:30:00,16.523,,,,
219,07/12/22 01:00:00,16.237,,,,
220,07/12/22 01:30:00,15.951,,,,
221,07/12/22 02:00:00,15.664,,,,
222,07/12/22 02:30:00,15.378,,,,
223,07/12/22 03:00:00,15.091,,,,
224,07/12/22 03:30:00,14.804,,,,
225,07/12/22 04:00:00,14.613,,,,
226,07/12/22 04:30:00,14.517,,,,
227,07/12/22 05:00:00,14.421,,,,
228,07/12/22 05:30:00,14.421,,,,
229,07/12/22 06:00:00,14.421,,,,
230,07/12/22 06:30:00,14.325,,,,
231,07/12/22 07:00:00,14.804,,,,
232,07/12/22 07:30:00,16.999,,,,
233,07/12/22 08:00:00,19.662,,,,
234,07/12/22 08:30:00,22.238,,,,
235,07/12/22 09:00:00,24.448,,,,
236,07/12/22 09:30:00,26.195,,,,
237,07/12/22 10:00:00,27.370,,,,
238,07/12/22 10:30:00,28.555,,,,
239,07/12/22 11:00:00,29.452,,,,
240,07/12/22 11:30:00,30.457,,,,
241,07/12/22 12:00:00,31.370,,,,
242,07/12/22 12:30:00,32.704,,,,
243,07/12/22 13:00:00,35.115,,,,
244,07/12/22 13:30:00,37.714,,,,
245,07/12/22 14:00:00,39.502,,,,
246,07/12/22 14:30:00,39.957,,,,
247,07/12/22 15:00:00,39.615,,,,
248,07/12/22 15:30:00,38.490,,,,
249,07/12/22 16:00:00,35.435,,,,
250,07/12/22 16:30:00,31.268,,,,
251,07/12/22 17:00:00,29.252,,,,
252,07/12/22 17:30:00,27.567,,,,
253,07/12/22 18:00:00,25.416,,,,
254,07/12/22 18:30:00,23.388,,,,
255,07/12/22 19:00:00,21.760,,,,
256,07/12/22 19:30:00,20.329,,,,
257,07/12/22 20:00:00,19.187,,,,
258,07/12/22 20:30:00,18.236,,,,
259,07/12/22 21:00:00,17.284,,,,
260,07/12/22 21:30:00,16.427,,,,
261,07/12/22 22:00:00,16.046,,,,
262,07/12/22 22:30:00,15.473,,,,
263,07/12/22 23:00:00,14.996,,,,
264,07/12/22 23:30:00,14.613,,,,
265,07/13/22 00:00:00,14.134,,,,
266,07/13/22 00:30:00,13.654,,,,
267,07/13/22 01:00:00,13.269,,,,
268,07/13/22 01:30:00,13.076,,,,
269,07/13/22 02:00:00,12.594,,,,
270,07/13/22 02:30:00,12.207,,,,
271,07/13/22 03:00:00,12.207,,,,
272,07/13/22 03:30:00,12.207,,,,
273,07/13/22 04:00:00,12.110,,,,
274,07/13/22 04:30:00,11.722,,,,
275,07/13/22 05:00:00,11.334,,,,
276,07/13/22 05:30:00,11.139,,,,
277,07/13/22 06:00:00,11.041,,,,
278,07/13/22 06:30:00,11.139,,,,
279,07/13/22 07:00:00,11.916,,,,
280,07/13/22 07:30:00,12.207,,,,
281,07/13/22 08:00:00,12.497,,,,
282,07/13/22 08:30:00,15.282,,,,
283,07/13/22 09:00:00,16.427,,,,
284,07/13/22 09:30:00,19.282,,,,
285,07/13/22 10:00:00,20.805,,,,
286,07/13/22 10:30:00,22.142,,,,
287,07/13/22 11:00:00,23.484,,,,
288,07/13/22 11:30:00,23.484,,,,
289,07/13/22 12:00:00,24.835,,,,
290,07/13/22 12:30:00,26.781,,,,
291,07/13/22 13:00:00,29.053,,,,
292,07/13/22 13:30:00,30.963,,,,
293,07/13/22 14:00:00,32.704,,,,
294,07/13/22 14:30:00,33.639,,,,
295,07/13/22 15:00:00,34.058,,,,
296,07/13/22 15:30:00,33.326,,,,
297,07/13/22 16:00:00,30.356,,,,
298,07/13/22 16:30:00,26.390,,,,
299,07/13/22 17:00:00,24.545,,,,
300,07/13/22 17:30:00,22.908,,,,
301,07/13/22 18:00:00,20.710,,,,
302,07/13/22 18:30:00,18.996,,,,
303,07/13/22 19:00:00,17.570,,,,
304,07/13/22 19:30:00,16.523,,,,
305,07/13/22 20:00:00,15.569,,,,
306,07/13/22 20:30:00,14.709,,,,
307,07/13/22 21:00:00,13.846,,,,
308,07/13/22 21:30:00,13.173,,,,
309,07/13/22 22:00:00,12.497,,,,
310,07/13/22 22:30:00,12.013,,,,
311,07/13/22 23:00:00,11.722,,,,
312,07/13/22 23:30:00,11.334,,,,
313,07/14/22 00:00:00,10.944,,,,
314,07/14/22 00:30:00,10.651,,,,
315,07/14/22 01:00:00,10.357,,,,
316,07/14/22 01:30:00,9.965,,,,
317,07/14/22 02:00:00,9.866,,,,
318,07/14/22 02:30:00,9.571,,,,
319,07/14/22 03:00:00,9.176,,,,
320,07/14/22 03:30:00,8.978,,,,
321,07/14/22 04:00:00,8.680,,,,
322,07/14/22 04:30:00,8.481,,,,
323,07/14/22 05:00:00,8.382,,,,
324,07/14/22 05:30:00,8.382,,,,
325,07/14/22 06:00:00,8.680,,,,
326,07/14/22 06:30:00,9.176,,,,
327,07/14/22 07:00:00,10.161,,,,
328,07/14/22 07:30:00,12.401,,,,
329,07/14/22 08:00:00,14.996,,,,
330,07/14/22 08:30:00,17.284,,,,
331,07/14/22 09:00:00,19.377,,,,
332,07/14/22 09:30:00,20.901,,,,
333,07/14/22 10:00:00,22.046,,,,
334,07/14/22 10:30:00,23.196,,,,
335,07/14/22 11:00:00,24.351,,,,
336,07/14/22 11:30:00,25.416,,,,
337,07/14/22 12:00:00,26.000,,,,
338,07/14/22 12:30:00,27.370,,,,
339,07/14/22 13:00:00,29.853,,,,
340,07/14/22 13:30:00,32.911,,,,
341,07/14/22 14:00:00,35.756,,,,
342,07/14/22 14:30:00,37.384,,,,
343,07/14/22 15:00:00,37.714,,,,
344,07/14/22 15:30:00,36.946,,,,
345,07/14/22 16:00:00,34.058,,,,
346,07/14/22 16:30:00,29.953,,,,
347,07/14/22 17:00:00,27.764,,,,
348,07/14/22 17:30:00,25.805,,,,
349,07/14/22 18:00:00,23.388,,,,
350,07/14/22 18:30:00,21.282,,,,
351,07/14/22 19:00:00,19.662,,,,
352,07/14/22 19:30:00,18.331,,,,
353,07/14/22 20:00:00,17.284,,,,
354,07/14/22 20:30:00,16.618,,,,
355,07/14/22 21:00:00,15.855,,,,
356,07/14/22 21:30:00,15.282,,,,
357,07/14/22 22:00:00,14.230,,,,
358,07/14/22 22:30:00,13.461,,,,
359,07/14/22 23:00:00,12.883,,,,
360,07/14/22 23:30:00,12.497,,,,
361,07/15/22 00:00:00,12.207,,,,
362,07/15/22 00:30:00,11.916,,,,
363,07/15/22 01:00:00,11.722,,,,
364,07/15/22 01:30:00,11.431,,,,
365,07/15/22 02:00:00,11.236,,,,
366,07/15/22 02:30:00,10.846,,,,
367,07/15/22 03:00:00,10.748,,,,
368,07/15/22 03:30:00,10.357,,,,
369,07/15/22 04:00:00,10.161,,,,
370,07/15/22 04:30:00,10.063,,,,
371,07/15/22 05:00:00,9.768,,,,
372,07/15/22 05:30:00,9.472,,,,
373,07/15/22 06:00:00,9.275,,,,
374,07/15/22 06:30:00,9.472,,,,
375,07/15/22 07:00:00,9.965,,,,
376,07/15/22 07:30:00,11.722,,,,
377,07/15/22 08:00:00,14.230,,,,
378,07/15/22 08:30:00,16.427,,,,
379,07/15/22 09:00:00,18.426,,,,
380,07/15/22 09:30:00,20.138,,,,
381,07/15/22 10:00:00,21.378,,,,
382,07/15/22 10:30:00,22.238,,,,
383,07/15/22 11:00:00,23.292,,,,
384,07/15/22 11:30:00,24.255,,,,
385,07/15/22 12:00:00,24.931,,,,
386,07/15/22 12:30:00,26.390,,,,
387,07/15/22 13:00:00,28.754,,,,
388,07/15/22 13:30:00,31.574,,,,
389,07/15/22 14:00:00,33.430,,,,
390,07/15/22 14:30:00,34.585,,,,
391,07/15/22 15:00:00,35.435,,,,
392,07/15/22 15:30:00,34.796,,,,
393,07/15/22 16:00:00,32.291,,,,
394,07/15/22 16:30:00,28.159,,,,
395,07/15/22 17:00:00,26.097,,,,
396,07/15/22 17:30:00,24.255,,,,
397,07/15/22 18:00:00,22.046,,,,
398,07/15/22 18:30:00,20.043,,,,
399,07/15/22 19:00:00,18.521,,,,
400,07/15/22 19:30:00,17.379,,,,
401,07/15/22 20:00:00,16.332,,,,
