Serial Number:     399738     --     Series: Temperature (*C) c:1
Serial Number:     399738     --     Series: Dew Point (*C) c:1 3
Serial Number:     399738     --     Series: Abs Humidity (gm/M3) c:1 3
Serial Number:     399738     --     Series: RH (%) c:3

Date Time	Temperature (*C) c:1	Dew Point (*C) c:1 3	Abs Humidity (gm/M3) c:1 3	RH (%) c:3
07/28/09 10:30:00.0	31.93	10.44	9	26.7
07/28/09 11:00:00.0	31.52	9.29	8.3	25.3
07/28/09 11:30:00.0	32.34	9.44	8.4	24.4
07/28/09 12:00:00.0	32.76	8.05	7.6	21.7
07/28/09 12:30:00.0	33.59	6.25	6.7	18.3
07/28/09 13:00:00.0	33.17	5.27	6.3	17.5
07/28/09 13:30:00.0	34.01	5.27	6.3	16.7
07/28/09 14:00:00.0	34.85	4.78	6	15.4
07/28/09 14:30:00.0	34.85	5.14	6.2	15.8
07/28/09 15:00:00.0	34.43	5.6	6.4	16.7
07/28/09 15:30:00.0	33.59	5.27	6.3	17.1
07/28/09 16:00:00.0	34.43	7.55	7.3	19.1
07/28/09 16:30:00.0	33.59	8.19	7.7	20.9
07/28/09 17:00:00.0	32.76	10.33	8.9	25.3
07/28/09 17:30:00.0	31.93	9.64	8.5	25.3
07/28/09 18:00:00.0	31.52	9.58	8.5	25.8
07/28/09 18:30:00.0	30.71	9.12	8.3	26.2
07/28/09 19:00:00.0	30.71	9.9	8.7	27.6
07/28/09 19:30:00.0	29.9	10.7	9.2	30.5
07/28/09 20:00:00.0	29.1	10.45	9.1	31.4
07/28/09 20:30:00.0	27.91	10.34	9	33.4
07/28/09 21:00:00.0	26.34	11.59	9.9	39.8
07/28/09 21:30:00.0	25.17	10.96	9.5	40.9
07/28/09 22:00:00.0	24.01	10.63	9.3	42.9
07/28/09 22:30:00.0	23.24	10.82	9.5	45.5
07/28/09 23:00:00.0	22.86	11.28	9.8	48
07/28/09 23:30:00.0	23.63	11.5	9.9	46.5
07/29/09 00:00:00.0	22.86	11.62	10	49.1
07/29/09 00:30:00.0	22.09	11.55	10	51.2
07/29/09 01:00:00.0	22.86	11.12	9.7	47.5
07/29/09 01:30:00.0	23.24	11.15	9.7	46.5
07/29/09 02:00:00.0	22.09	12.13	10.4	53.2
07/29/09 02:30:00.0	22.48	11.57	10	50.1
07/29/09 03:00:00.0	22.48	11.57	10	50.1
07/29/09 03:30:00.0	22.09	11.7	10.1	51.7
07/29/09 04:00:00.0	22.09	10.92	9.6	49.1
07/29/09 04:30:00.0	21.33	11.59	10	53.8
07/29/09 05:00:00.0	22.86	10.28	9.2	44.9
07/29/09 05:30:00.0	23.24	10.11	9	43.4
07/29/09 06:00:00.0	23.63	9.94	8.9	41.9
07/29/09 06:30:00.0	24.01	10.1	9	41.4
07/29/09 07:00:00.0	25.17	10.36	9.1	39.3
07/29/09 07:30:00.0	25.56	10.12	9	37.8
07/29/09 08:00:00.0	25.95	10.27	9.1	37.3
07/29/09 08:30:00.0	26.34	10.41	9.1	36.8
07/29/09 09:00:00.0	27.12	10.69	9.3	35.8
07/29/09 09:30:00.0	28.31	10.91	9.4	33.9
07/29/09 10:00:00.0	29.1	10.45	9.1	31.4
07/29/09 10:30:00.0	30.31	10.8	9.2	30
07/29/09 11:00:00.0	31.12	10.24	8.9	27.6
07/29/09 11:30:00.0	31.52	10.86	9.2	28.1
07/29/09 12:00:00.0	32.34	10.79	9.2	26.7
07/29/09 12:30:00.0	32.34	11.29	9.5	27.6
07/29/09 13:00:00.0	33.59	10.24	8.8	24
07/29/09 13:30:00.0	34.43	10.04	8.7	22.6
07/29/09 14:00:00.0	31.52	10.37	8.9	27.2
07/29/09 14:30:00.0	33.59	9.67	8.5	23.1
07/29/09 15:00:00.0	31.52	10.09	8.8	26.7
07/29/09 15:30:00.0	30.31	10.55	9.1	29.5
07/29/09 16:00:00.0	30.31	10.08	8.8	28.6
07/29/09 16:30:00.0	31.12	9.75	8.6	26.7
07/29/09 17:00:00.0	29.9	9.95	8.7	29
07/29/09 17:30:00.0	29.9	9.95	8.7	29
07/29/09 18:00:00.0	29.5	10.36	9	30.5
07/29/09 18:30:00.0	29.1	9.77	8.7	30
07/29/09 19:00:00.0	29.1	9.26	8.4	29
07/29/09 19:30:00.0	29.1	8.53	8	27.6
07/29/09 20:00:00.0	28.7	9.42	8.5	30
07/29/09 20:30:00.0	27.12	9.87	8.8	33.9
07/29/09 21:00:00.0	25.56	10.12	9	37.8
07/29/09 21:30:00.0	24.79	10.01	8.9	39.3
07/29/09 22:00:00.0	24.01	9.74	8.8	40.4
07/29/09 22:30:00.0	24.79	9.63	8.7	38.3
07/29/09 23:00:00.0	24.01	9.74	8.8	40.4
07/29/09 23:30:00.0	24.01	9.74	8.8	40.4
07/30/09 00:00:00.0	23.63	9.39	8.6	40.4
07/30/09 00:30:00.0	22.86	9.42	8.6	42.4
07/30/09 01:00:00.0	22.86	9.42	8.6	42.4
07/30/09 01:30:00.0	22.48	9.08	8.5	42.4
07/30/09 02:00:00.0	22.09	8.2	8	40.9
07/30/09 02:30:00.0	22.48	7.39	7.5	37.8
07/30/09 03:00:00.0	22.48	6.19	6.9	34.8
07/30/09 03:30:00.0	22.48	6.19	6.9	34.8
07/30/09 04:00:00.0	22.48	6.6	7.1	35.8
07/30/09 04:30:00.0	22.09	6.46	7.1	36.3
07/30/09 05:00:00.0	22.09	6.06	6.9	35.3
07/30/09 05:30:00.0	21.71	6.52	7.1	37.3
07/30/09 06:00:00.0	20.95	7	7.4	40.4
07/30/09 06:30:00.0	20.95	8.74	8.3	45.5
07/30/09 07:00:00.0	21.71	9.07	8.5	44.4
07/30/09 07:30:00.0	22.48	8.72	8.3	41.4
07/30/09 08:00:00.0	24.4	6.14	6.9	30.9
07/30/09 08:30:00.0	25.56	6.03	6.8	28.6
07/30/09 09:00:00.0	26.34	5.97	6.7	27.2
07/30/09 09:30:00.0	27.52	5.69	6.6	24.9
07/30/09 10:00:00.0	28.31	5.52	6.5	23.5
07/30/09 10:30:00.0	29.5	5.69	6.5	22.2
07/30/09 11:00:00.0	30.31	5.76	6.6	21.3
07/30/09 11:30:00.0	31.12	5.8	6.6	20.4
07/30/09 12:00:00.0	32.34	6.23	6.7	19.6
07/30/09 12:30:00.0	32.76	6.57	6.9	19.6
07/30/09 13:00:00.0	34.01	6.27	6.7	17.9
07/30/09 13:30:00.0	34.85	6.62	6.9	17.5
07/30/09 14:00:00.0	35.27	6.62	6.9	17.1
07/30/09 14:30:00.0	35.27	6.96	7	17.5
07/30/09 15:00:00.0	34.01	6.27	6.7	17.9
07/30/09 15:30:00.0	33.59	8.46	7.8	21.3
07/30/09 16:00:00.0	31.12	11.94	9.9	30.9
07/30/09 16:30:00.0	31.93	13.84	11.2	33.4
07/30/09 17:00:00.0	31.12	14.41	11.7	36.3
07/30/09 17:30:00.0	29.9	13.97	11.4	37.8
07/30/09 18:00:00.0	29.5	13.61	11.2	37.8
07/30/09 18:30:00.0	28.7	13.5	11.1	39.3
07/30/09 19:00:00.0	27.52	13.79	11.4	42.9
07/30/09 19:30:00.0	26.34	14.8	12.2	49.1
07/30/09 20:00:00.0	24.79	15.22	12.6	55.3
07/30/09 20:30:00.0	23.24	15.31	12.7	61
07/30/09 21:00:00.0	22.09	15.73	13.1	67.2
07/30/09 21:30:00.0	20.57	15.17	12.7	71.2
07/30/09 22:00:00.0	19.42	14.82	12.5	74.7
07/30/09 22:30:00.0	19.04	14.74	12.4	76.1
07/30/09 23:00:00.0	18.28	14.85	12.6	80.4
07/30/09 23:30:00.0	17.52	14.81	12.5	84.1
07/31/09 00:00:00.0	17.14	14.69	12.5	85.5
07/31/09 00:30:00.0	17.52	15.37	13	87.2
07/31/09 01:00:00.0	17.14	15	12.7	87.2
07/31/09 01:30:00.0	17.9	14.84	12.6	82.3
07/31/09 02:00:00.0	17.9	15.27	12.9	84.6
07/31/09 02:30:00.0	17.14	14.19	12.1	82.8
07/31/09 03:00:00.0	17.52	15.14	12.8	85.9
07/31/09 03:30:00.0	16.76	14.62	12.4	87.2
07/31/09 04:00:00.0	16.38	14.25	12.1	87.2
07/31/09 04:30:00.0	15.62	13.58	11.7	87.7
07/31/09 05:00:00.0	15.62	14.02	12	90.2
07/31/09 05:30:00.0	15.62	13.81	11.8	89
07/31/09 06:00:00.0	15.62	14.31	12.2	91.9
07/31/09 06:30:00.0	16.76	14.85	12.6	88.5
07/31/09 07:00:00.0	18.28	16.58	14	89.8
07/31/09 07:30:00.0	19.04	15.96	13.4	82.3
07/31/09 08:00:00.0	20.19	15.84	13.3	76.1
07/31/09 08:30:00.0	21.71	15.36	12.8	67.2
07/31/09 09:00:00.0	23.24	15.18	12.6	60.5
07/31/09 09:30:00.0	24.4	14.58	12.1	54.3
07/31/09 10:00:00.0	25.95	14.29	11.8	48.6
07/31/09 10:30:00.0	26.73	14.81	12.2	48
07/31/09 11:00:00.0	27.91	14.67	12	44.4
07/31/09 11:30:00.0	29.1	15.03	12.2	42.4
07/31/09 12:00:00.0	29.5	14.4	11.7	39.8
07/31/09 12:30:00.0	29.9	15.37	12.5	41.4
07/31/09 13:00:00.0	30.31	15.73	12.8	41.4
07/31/09 13:30:00.0	29.9	15.93	12.9	42.9
07/31/09 14:00:00.0	29.9	15.75	12.8	42.4
07/31/09 14:30:00.0	30.71	15.91	12.9	40.9
07/31/09 15:00:00.0	30.31	16.11	13.1	42.4
07/31/09 15:30:00.0	30.31	16.29	13.2	42.9
07/31/09 16:00:00.0	29.9	15.56	12.6	41.9
07/31/09 16:30:00.0	29.5	15.93	13	43.9
07/31/09 17:00:00.0	29.1	15.75	12.8	44.4
07/31/09 17:30:00.0	28.31	15.92	13	47
07/31/09 18:00:00.0	27.91	15.56	12.7	47
07/31/09 18:30:00.0	27.91	15.39	12.6	46.5
07/31/09 19:00:00.0	27.12	15.36	12.6	48.6
07/31/09 19:30:00.0	25.95	15.55	12.8	52.7
07/31/09 20:00:00.0	24.4	15	12.4	55.8
07/31/09 20:30:00.0	22.86	15.22	12.7	62.1
07/31/09 21:00:00.0	21.33	15.23	12.7	68.2
07/31/09 21:30:00.0	20.19	15.13	12.7	72.7
07/31/09 22:00:00.0	19.42	15.51	13	78.1
07/31/09 22:30:00.0	18.28	15.31	12.9	82.8
07/31/09 23:00:00.0	17.52	15.06	12.8	85.5
07/31/09 23:30:00.0	17.14	15	12.7	87.2
08/01/09 00:00:00.0	16.76	14.85	12.6	88.5
08/01/09 00:30:00.0	16.38	14.77	12.6	90.2
08/01/09 01:00:00.0	16.38	14.7	12.5	89.8
08/01/09 01:30:00.0	16.76	14.71	12.5	87.7
08/01/09 02:00:00.0	16	13.08	11.3	82.8
08/01/09 02:30:00.0	16	13.8	11.8	86.8
08/01/09 03:00:00.0	15.23	13.43	11.6	89
08/01/09 03:30:00.0	15.23	12.66	11	84.6
08/01/09 04:00:00.0	14.85	12.6	11	86.4
08/01/09 04:30:00.0	14.47	11.98	10.5	85
08/01/09 05:00:00.0	14.85	11.96	10.5	82.8
08/01/09 05:30:00.0	14.85	13.94	12	94.3
08/01/09 06:00:00.0	14.47	14.2	12.2	98.3
08/01/09 06:30:00.0	16.38	13.94	11.9	85.5
08/01/09 07:00:00.0	17.9	14.84	12.6	82.3
08/01/09 07:30:00.0	19.42	13.07	11.1	66.7
08/01/09 08:00:00.0	20.57	13.31	11.3	63.1
08/01/09 08:30:00.0	22.48	13.51	11.3	56.9
08/01/09 09:00:00.0	24.01	13.47	11.3	51.7
08/01/09 09:30:00.0	25.17	13.07	10.9	47
08/01/09 10:00:00.0	29.1	11.15	9.5	32.9
08/01/09 10:30:00.0	29.9	6.6	7	23.1
08/01/09 11:00:00.0	30.71	5.47	6.4	20.4
08/01/09 11:30:00.0	30.71	8.61	8	25.3
08/01/09 12:00:00.0	31.52	6.49	6.9	20.9
08/01/09 12:30:00.0	31.12	5.52	6.4	20
08/01/09 13:00:00.0	31.52	6.76	7	21.3
08/01/09 13:30:00.0	32.34	7.71	7.5	21.7
08/01/09 14:00:00.0	31.93	8.54	7.9	23.5
08/01/09 14:30:00.0	33.17	7.84	7.5	20.9
08/01/09 15:00:00.0	32.76	8.05	7.6	21.7
08/01/09 15:30:00.0	32.34	8.63	7.9	23.1
08/01/09 16:00:00.0	32.34	8.05	7.6	22.2
08/01/09 16:30:00.0	31.93	7.37	7.3	21.7
08/01/09 17:00:00.0	30.71	8.07	7.7	24.4
08/01/09 17:30:00.0	30.31	9.06	8.2	26.7
08/01/09 18:00:00.0	29.5	10.11	8.9	30
08/01/09 18:30:00.0	28.31	11.3	9.6	34.8
08/01/09 19:00:00.0	27.52	11.03	9.5	35.8
08/01/09 19:30:00.0	26.34	11.82	10	40.4
08/01/09 20:00:00.0	24.4	11.33	9.8	43.9
08/01/09 20:30:00.0	22.86	11.47	9.9	48.6
08/01/09 21:00:00.0	21.33	11.73	10.1	54.3
08/01/09 21:30:00.0	20.57	11.86	10.2	57.4
08/01/09 22:00:00.0	19.81	11.69	10.2	59.5
08/01/09 22:30:00.0	18.66	11.75	10.2	64.1
08/01/09 23:00:00.0	17.9	12.93	11.1	72.7
08/01/09 23:30:00.0	17.52	13.08	11.2	75.2
08/02/09 00:00:00.0	17.9	11.96	10.4	68.2
08/02/09 00:30:00.0	17.14	11.89	10.4	71.2
08/02/09 01:00:00.0	16.76	13.9	11.9	83.2
08/02/09 01:30:00.0	16.38	13.36	11.5	82.3
08/02/09 02:00:00.0	16.76	12.63	10.9	76.6
08/02/09 02:30:00.0	16.38	11.98	10.5	75.2
08/02/09 03:00:00.0	16.38	11.88	10.4	74.7
08/02/09 03:30:00.0	16.38	11.78	10.3	74.2
08/02/09 04:00:00.0	15.62	12.18	10.6	80
08/02/09 04:30:00.0	14.47	10.24	9.4	75.7
08/02/09 05:00:00.0	14.47	7.43	7.8	62.6
08/02/09 05:30:00.0	14.85	8.14	8.1	64.1
08/02/09 06:00:00.0	13.7	7.63	7.9	66.7
08/02/09 06:30:00.0	14.47	7.17	7.6	61.5
08/02/09 07:00:00.0	17.9	5.46	6.7	43.9
08/02/09 07:30:00.0	19.42	8.32	8.1	48.6
08/02/09 08:00:00.0	20.57	7.19	7.5	41.9
08/02/09 08:30:00.0	22.09	7.43	7.6	38.8
08/02/09 09:00:00.0	23.63	7.81	7.7	36.3
08/02/09 09:30:00.0	24.79	8.42	8	35.3
08/02/09 10:00:00.0	25.17	9.97	8.9	38.3
08/02/09 10:30:00.0	25.95	10.27	9.1	37.3
08/02/09 11:00:00.0	26.34	10	8.9	35.8
08/02/09 11:30:00.0	27.12	10.09	8.9	34.4
08/02/09 12:00:00.0	27.91	8.24	7.8	29
08/02/09 12:30:00.0	28.7	7.7	7.5	26.7
08/02/09 13:00:00.0	28.7	7.2	7.3	25.8
08/02/09 13:30:00.0	29.9	7.4	7.4	24.4
08/02/09 14:00:00.0	28.7	9.86	8.7	30.9
08/02/09 14:30:00.0	29.1	9.06	8.3	28.6
08/02/09 15:00:00.0	29.1	10.92	9.4	32.4
08/02/09 15:30:00.0	29.1	10.92	9.4	32.4
08/02/09 16:00:00.0	27.52	11.85	10	37.8
08/02/09 16:30:00.0	27.52	11.65	9.9	37.3
08/02/09 17:00:00.0	27.91	10.56	9.2	33.9
08/02/09 17:30:00.0	27.12	9.65	8.7	33.4
08/02/09 18:00:00.0	26.73	10.13	8.9	35.3
08/02/09 18:30:00.0	26.34	10.41	9.1	36.8
08/02/09 19:00:00.0	25.17	10.55	9.2	39.8
08/02/09 19:30:00.0	24.4	10.81	9.4	42.4
08/02/09 20:00:00.0	23.24	10.82	9.5	45.5
08/02/09 20:30:00.0	21.33	12.31	10.5	56.4
08/02/09 21:00:00.0	19.42	12.7	10.9	65.1
08/02/09 21:30:00.0	18.66	13.02	11.1	69.7
08/02/09 22:00:00.0	17.9	12.4	10.7	70.2
08/02/09 22:30:00.0	17.52	12.25	10.6	71.2
08/02/09 23:00:00.0	17.14	12.41	10.7	73.7
08/02/09 23:30:00.0	16.38	12.16	10.6	76.1
08/03/09 00:00:00.0	16.76	11.94	10.4	73.2
08/03/09 00:30:00.0	15.62	12.09	10.6	79.5
08/03/09 01:00:00.0	16	10.79	9.7	71.2
08/03/09 01:30:00.0	14.85	10.88	9.8	77.1
08/03/09 02:00:00.0	15.23	10.16	9.3	71.7
08/03/09 02:30:00.0	15.23	10.98	9.8	75.7
08/03/09 03:00:00.0	14.47	10.97	9.9	79.5
08/03/09 03:30:00.0	15.23	10.78	9.7	74.7
08/03/09 04:00:00.0	14.09	10.43	9.5	78.6
08/03/09 04:30:00.0	14.09	10.95	9.9	81.4
08/03/09 05:00:00.0	14.09	10.86	9.8	80.9
08/03/09 05:30:00.0	13.7	10.65	9.7	81.8
08/03/09 06:00:00.0	13.32	8.11	8.2	70.7
08/03/09 06:30:00.0	12.55	7.27	7.7	70.2
08/03/09 07:00:00.0	14.85	7.67	7.9	62.1
08/03/09 07:30:00.0	17.9	10.67	9.6	62.6
08/03/09 08:00:00.0	19.04	5.29	6.6	40.4
08/03/09 08:30:00.0	20.57	3.27	5.7	31.9
08/03/09 09:00:00.0	22.09	1.34	4.9	25.3
08/03/09 09:30:00.0	23.24	-0.34	4.4	20.9
08/03/09 10:00:00.0	24.01	-0.58	4.3	19.6
08/03/09 10:30:00.0	25.17	-0.88	4.2	17.9
08/03/09 11:00:00.0	25.56	2.1	5.2	21.7
08/03/09 11:30:00.0	25.95	3.55	5.7	23.5
08/03/09 12:00:00.0	26.34	5.43	6.5	26.2
08/03/09 12:30:00.0	27.12	6.09	6.8	26.2
08/03/09 13:00:00.0	27.52	6.7	7.1	26.7
08/03/09 13:30:00.0	27.12	7.11	7.3	28.1
08/03/09 14:00:00.0	27.12	7.82	7.6	29.5
08/03/09 14:30:00.0	26.73	9.09	8.3	32.9
08/03/09 15:00:00.0	27.12	8.74	8.1	31.4
08/03/09 15:30:00.0	26.73	7.48	7.5	29.5
08/03/09 16:00:00.0	25.95	6.56	7	29
08/03/09 16:30:00.0	25.95	7.05	7.3	30
08/03/09 17:00:00.0	25.56	6.72	7.1	30
08/03/09 17:30:00.0	24.79	6.48	7	30.9
08/03/09 18:00:00.0	24.01	5.62	6.6	30.5
08/03/09 18:30:00.0	23.24	4.48	6.1	29.5
08/03/09 19:00:00.0	22.48	5.59	6.7	33.4
08/03/09 19:30:00.0	21.33	5.98	6.9	36.8
08/03/09 20:00:00.0	20.19	5.16	6.5	37.3
08/03/09 20:30:00.0	18.66	4.74	6.4	39.8
08/03/09 21:00:00.0	17.14	4.44	6.3	42.9
08/03/09 21:30:00.0	16.76	3.93	6	42.4
08/03/09 22:00:00.0	15.62	3.23	5.8	43.4
08/03/09 22:30:00.0	15.23	2.05	5.3	40.9
08/03/09 23:00:00.0	14.85	1.7	5.2	40.9
08/03/09 23:30:00.0	14.47	2.51	5.5	44.4
08/04/09 00:00:00.0	14.09	2.96	5.7	47
08/04/09 00:30:00.0	14.47	3.93	6.1	49.1
08/04/09 01:00:00.0	14.09	4.17	6.2	51.2
08/04/09 01:30:00.0	14.47	4.21	6.2	50.1
08/04/09 02:00:00.0	14.09	4.31	6.3	51.7
08/04/09 02:30:00.0	13.7	6.44	7.3	61.5
08/04/09 03:00:00.0	16	7.72	7.9	57.9
08/04/09 03:30:00.0	16.76	6.92	7.4	52.2
08/04/09 04:00:00.0	16.38	7.27	7.6	54.8
08/04/09 04:30:00.0	14.85	7.79	8	62.6
08/04/09 05:00:00.0	14.09	7.52	7.8	64.6
08/04/09 05:30:00.0	13.32	7.48	7.8	67.7
08/04/09 06:00:00.0	12.93	7.43	7.8	69.2
08/04/09 06:30:00.0	14.47	7.17	7.6	61.5
08/04/09 07:00:00.0	15.23	7.01	7.5	57.9
08/04/09 07:30:00.0	17.52	7.17	7.5	50.6
08/04/09 08:00:00.0	18.28	6.13	7	44.9
08/04/09 08:30:00.0	19.42	5.05	6.5	38.8
08/04/09 09:00:00.0	21.33	3.3	5.7	30.5
08/04/09 09:30:00.0	22.48	4.48	6.2	30.9
08/04/09 10:00:00.0	22.86	3.71	5.8	28.6
08/04/09 10:30:00.0	23.63	2.63	5.4	25.3
08/04/09 11:00:00.0	23.63	2.41	5.3	24.9
08/04/09 11:30:00.0	24.01	5.38	6.5	30
08/04/09 12:00:00.0	24.4	5.95	6.8	30.5
08/04/09 12:30:00.0	24.79	6.71	7.1	31.4
08/04/09 13:00:00.0	26.34	7.82	7.7	30.9
08/04/09 13:30:00.0	26.73	7.97	7.7	30.5
08/04/09 14:00:00.0	26.73	8.63	8.1	31.9
08/04/09 14:30:00.0	27.12	9.65	8.7	33.4
08/04/09 15:00:00.0	25.95	8.63	8.1	33.4
08/04/09 15:30:00.0	24.79	10.61	9.3	40.9
08/04/09 16:00:00.0	24.4	10.81	9.4	42.4
08/04/09 16:30:00.0	24.01	10.98	9.6	43.9
08/04/09 17:00:00.0	23.63	11.17	9.7	45.5
08/04/09 17:30:00.0	22.48	11.12	9.7	48.6
08/04/09 18:00:00.0	21.71	10.57	9.4	49.1
08/04/09 18:30:00.0	20.95	9.87	9	49.1
08/04/09 19:00:00.0	20.19	8.84	8.4	48
08/04/09 19:30:00.0	19.04	8.12	8	49.1
08/04/09 20:00:00.0	17.9	8.25	8.1	53.2
08/04/09 20:30:00.0	16.38	8.36	8.2	59
08/04/09 21:00:00.0	15.62	8.51	8.3	62.6
08/04/09 21:30:00.0	14.85	8.94	8.6	67.7
08/04/09 22:00:00.0	13.7	9.2	8.8	74.2
08/04/09 22:30:00.0	12.93	10.24	9.4	83.7
08/04/09 23:00:00.0	12.16	10.4	9.6	89
08/04/09 23:30:00.0	11.77	9.18	8.8	84.1
08/05/09 00:00:00.0	12.16	9.49	9	83.7
08/05/09 00:30:00.0	12.16	9.56	9	84.1
08/05/09 01:00:00.0	11.77	9.42	9	85.5
08/05/09 01:30:00.0	10.99	9.25	8.9	89
08/05/09 02:00:00.0	10.99	9.32	8.9	89.4
08/05/09 02:30:00.0	10.99	9.38	9	89.8
08/05/09 03:00:00.0	10.6	8.93	8.7	89.4
08/05/09 03:30:00.0	10.99	9.38	9	89.8
08/05/09 04:00:00.0	10.6	9.06	8.8	90.2
08/05/09 04:30:00.0	10.21	8.89	8.7	91.5
08/05/09 05:00:00.0	9.82	8.82	8.7	93.5
08/05/09 05:30:00.0	9.82	8.56	8.5	91.9
08/05/09 06:00:00.0	9.82	7.94	8.2	88.1
08/05/09 06:30:00.0	10.6	8.72	8.6	88.1
08/05/09 07:00:00.0	12.16	9.72	9.1	85
08/05/09 07:30:00.0	13.7	10.83	9.8	82.8
08/05/09 08:00:00.0	14.85	8.94	8.6	67.7
08/05/09 08:30:00.0	16.38	6.84	7.4	53.2
08/05/09 09:00:00.0	17.52	3.72	5.9	39.8
08/05/09 09:30:00.0	19.42	1.42	5	30
08/05/09 10:00:00.0	18.28	8.6	8.3	53.2
08/05/09 10:30:00.0	19.04	7.79	7.8	48
08/05/09 11:00:00.0	20.57	8.39	8.1	45.5
08/05/09 11:30:00.0	20.19	9.02	8.5	48.6
08/05/09 12:00:00.0	20.57	10.14	9.1	51.2
08/05/09 12:30:00.0	22.86	5.93	6.8	33.4
08/05/09 13:00:00.0	21.71	8.73	8.3	43.4
08/05/09 13:30:00.0	21.71	9.92	9	47
08/05/09 14:00:00.0	22.09	11.07	9.7	49.6
08/05/09 14:30:00.0	20.95	11.07	9.7	53.2
08/05/09 15:00:00.0	21.33	11.28	9.8	52.7
08/05/09 15:30:00.0	20.95	11.65	10.1	55.3
08/05/09 16:00:00.0	21.33	11.59	10	53.8
08/05/09 16:30:00.0	21.33	9.41	8.7	46.5
08/05/09 17:00:00.0	20.57	9.52	8.8	49.1
08/05/09 17:30:00.0	19.81	8.49	8.2	48
08/05/09 18:00:00.0	19.04	9.61	8.9	54.3
08/05/09 18:30:00.0	18.28	9.6	8.9	56.9
08/05/09 19:00:00.0	16.76	9.83	9.1	63.6
08/05/09 19:30:00.0	15.62	9.45	8.9	66.7
08/05/09 20:00:00.0	14.47	9.01	8.6	69.7
08/05/09 20:30:00.0	13.32	8.63	8.5	73.2
08/05/09 21:00:00.0	12.16	8	8.1	75.7
08/05/09 21:30:00.0	11.77	8.18	8.3	78.6
08/05/09 22:00:00.0	11.38	8.13	8.2	80.4
08/05/09 22:30:00.0	10.6	9	8.8	89.8
08/05/09 23:00:00.0	9.42	9.06	8.8	97.6
08/05/09 23:30:00.0	9.03	8.88	8.7	99
08/06/09 00:00:00.0	9.03	8.94	8.8	99.4
08/06/09 00:30:00.0	8.63	8.59	8.6	99.7
08/06/09 01:00:00.0	8.23	8.19	8.4	99.7
08/06/09 01:30:00.0	8.23	8.23	8.4	100
08/06/09 02:00:00.0	8.23	8.23	8.4	100
08/06/09 02:30:00.0	8.63	8.63	8.6	100
08/06/09 03:00:00.0	8.23	8.23	8.4	100
08/06/09 03:30:00.0	8.63	8.63	8.6	100
08/06/09 04:00:00.0	8.63	8.63	8.6	100.4
08/06/09 04:30:00.0	8.23	8.23	8.4	100.7
08/06/09 05:00:00.0	8.63	8.63	8.6	100.7
08/06/09 05:30:00.0	9.82	9.82	9.3	100.7
08/06/09 06:00:00.0	9.42	9.42	9.1	100.7
08/06/09 06:30:00.0	9.03	9.03	8.8	100.7
08/06/09 07:00:00.0	9.82	9.82	9.3	100
08/06/09 07:30:00.0	10.21	9.8	9.3	97.3
08/06/09 08:00:00.0	9.42	9.33	9	99.4
08/06/09 08:30:00.0	9.82	9.46	9.1	97.6
08/06/09 09:00:00.0	10.21	9.57	9.1	95.8
08/06/09 09:30:00.0	11.77	9.33	8.9	85
08/06/09 10:00:00.0	12.16	8.82	8.6	80
08/06/09 10:30:00.0	13.7	8.59	8.4	71.2
08/06/09 11:00:00.0	13.32	8.42	8.3	72.2
08/06/09 11:30:00.0	14.47	8.9	8.6	69.2
08/06/09 12:00:00.0	13.32	8.73	8.5	73.7
08/06/09 12:30:00.0	14.85	8.5	8.3	65.7
08/06/09 13:00:00.0	14.85	8.5	8.3	65.7
08/06/09 13:30:00.0	13.7	8.59	8.4	71.2
08/06/09 14:00:00.0	12.16	8.08	8.2	76.1
08/06/09 14:30:00.0	11.77	7.99	8.1	77.6
08/06/09 15:00:00.0	11.38	7.71	8	78.1
08/06/09 15:30:00.0	10.6	7.46	7.9	80.9
08/06/09 16:00:00.0	10.99	7.5	7.9	79
08/06/09 16:30:00.0	10.99	7.42	7.9	78.6
08/06/09 17:00:00.0	10.99	6.68	7.5	74.7
08/06/09 17:30:00.0	10.99	7.24	7.8	77.6
08/06/09 18:00:00.0	10.21	6.99	7.7	80.4
08/06/09 18:30:00.0	10.21	7.08	7.7	80.9
08/06/09 19:00:00.0	10.21	7.17	7.7	81.4
08/06/09 19:30:00.0	9.42	7.34	7.9	86.8
08/06/09 20:00:00.0	9.42	7.77	8.1	89.4
08/06/09 20:30:00.0	9.03	7.51	8	90.2
08/06/09 21:00:00.0	9.03	8.1	8.3	93.9
08/06/09 21:30:00.0	8.63	8	8.2	95.8
08/06/09 22:00:00.0	8.63	8	8.2	95.8
08/06/09 22:30:00.0	8.23	8.19	8.4	99.7
08/06/09 23:00:00.0	8.23	7.88	8.2	97.6
08/06/09 23:30:00.0	8.23	8.14	8.3	99.4
08/07/09 00:00:00.0	8.23	8.19	8.4	99.7
08/07/09 00:30:00.0	8.23	8.19	8.4	99.7
08/07/09 01:00:00.0	8.23	8.14	8.3	99.4
08/07/09 01:30:00.0	7.83	7.69	8.1	99
08/07/09 02:00:00.0	7.83	7.64	8.1	98.7
08/07/09 02:30:00.0	7.83	7.79	8.1	99.7
08/07/09 03:00:00.0	7.83	7.83	8.2	100.7
08/07/09 03:30:00.0	7.83	7.83	8.2	100.7
