Serial Number:     399738     --     Series: Temperature (*C) c:1
Serial Number:     399738     --     Series: Dew Point (*C) c:1 3
Serial Number:     399738     --     Series: Abs Humidity (gm/M3) c:1 3
Serial Number:     399738     --     Series: RH (%) c:3

Date Time	Temperature (*C) c:1	Dew Point (*C) c:1 3	Abs Humidity (gm/M3) c:1 3	RH (%) c:3
07/02/09 18:00:00.0	25.56	7.38	7.5	31.4
07/02/09 18:30:00.0	24.4	6.14	6.9	30.9
07/02/09 19:00:00.0	24.01	5.81	6.7	30.9
07/02/09 19:30:00.0	23.63	5.71	6.7	31.4
07/02/09 20:00:00.0	22.86	6.35	7	34.4
07/02/09 20:30:00.0	21.33	6.56	7.1	38.3
07/02/09 21:00:00.0	19.42	6.67	7.2	43.4
07/02/09 21:30:00.0	18.28	6.63	7.3	46.5
07/02/09 22:00:00.0	17.14	6.38	7.2	49.1
07/02/09 22:30:00.0	16	7.34	7.7	56.4
07/02/09 23:00:00.0	14.85	7.17	7.6	60
07/02/09 23:30:00.0	14.47	7.17	7.6	61.5
07/03/09 00:00:00.0	13.7	6.09	7.1	60
07/03/09 00:30:00.0	13.7	4.36	6.3	53.2
07/03/09 01:00:00.0	12.93	4.73	6.5	57.4
07/03/09 01:30:00.0	13.32	5.09	6.6	57.4
07/03/09 02:00:00.0	12.55	5.24	6.7	61
07/03/09 02:30:00.0	12.55	3.45	5.9	53.8
07/03/09 03:00:00.0	12.55	5.24	6.7	61
07/03/09 03:30:00.0	11.77	5.1	6.7	63.6
07/03/09 04:00:00.0	11.77	5.22	6.7	64.1
07/03/09 04:30:00.0	11.77	4.88	6.6	62.6
07/03/09 05:00:00.0	10.99	5.37	6.8	68.2
07/03/09 05:30:00.0	12.16	3.76	6.1	56.4
07/03/09 06:00:00.0	13.32	3.6	6	51.7
07/03/09 06:30:00.0	15.62	4.66	6.4	48
07/03/09 07:00:00.0	16.38	6.12	7.1	50.6
07/03/09 07:30:00.0	16.38	7.01	7.5	53.8
07/03/09 08:00:00.0	17.9	8.11	8	52.7
07/03/09 08:30:00.0	20.19	6.31	7.1	40.4
07/03/09 09:00:00.0	22.48	4.48	6.2	30.9
07/03/09 09:30:00.0	23.63	1.6	5	23.5
07/03/09 10:00:00.0	24.79	-3.22	3.5	15.4
07/03/09 10:30:00.0	26.34	-2.34	3.7	15
07/03/09 11:00:00.0	26.73	-3.84	3.3	13.1
07/03/09 11:30:00.0	27.12	-3.53	3.4	13.1
07/03/09 12:00:00.0	27.52	-1.04	4.1	15.4
07/03/09 12:30:00.0	27.52	2.57	5.3	20
07/03/09 13:00:00.0	27.52	3.46	5.6	21.3
07/03/09 13:30:00.0	27.52	5.69	6.6	24.9
07/03/09 14:00:00.0	27.12	6.63	7	27.2
07/03/09 14:30:00.0	26.73	6.77	7.1	28.1
07/03/09 15:00:00.0	26.73	6.77	7.1	28.1
07/03/09 15:30:00.0	26.73	7.03	7.2	28.6
07/03/09 16:00:00.0	26.34	6.69	7.1	28.6
07/03/09 16:30:00.0	26.73	6.51	7	27.6
07/03/09 17:00:00.0	25.95	6.56	7	29
07/03/09 17:30:00.0	25.17	5.44	6.5	28.1
07/03/09 18:00:00.0	25.17	5.18	6.4	27.6
07/03/09 18:30:00.0	24.4	4.78	6.3	28.1
07/03/09 19:00:00.0	24.01	4.7	6.2	28.6
07/03/09 19:30:00.0	24.01	4.7	6.2	28.6
07/03/09 20:00:00.0	22.86	3	5.5	27.2
07/03/09 20:30:00.0	21.71	2.92	5.5	29
07/03/09 21:00:00.0	19.81	3.67	5.9	34.4
07/03/09 21:30:00.0	18.28	4.61	6.3	40.4
07/03/09 22:00:00.0	16.76	7.76	7.9	55.3
07/03/09 22:30:00.0	16	8.49	8.3	61
07/03/09 23:00:00.0	15.23	8.86	8.5	65.7
07/03/09 23:30:00.0	13.7	9.1	8.7	73.7
07/04/09 00:00:00.0	12.93	9.02	8.7	77.1
07/04/09 00:30:00.0	12.16	8.56	8.5	78.6
07/04/09 01:00:00.0	11.38	8.57	8.5	82.8
07/04/09 01:30:00.0	11.38	8.8	8.6	84.1
07/04/09 02:00:00.0	10.99	8.66	8.5	85.5
07/04/09 02:30:00.0	10.99	6.58	7.4	74.2
07/04/09 03:00:00.0	10.21	6.57	7.4	78.1
07/04/09 03:30:00.0	9.82	7.26	7.8	84.1
07/04/09 04:00:00.0	10.21	8.26	8.3	87.7
07/04/09 04:30:00.0	9.82	6.95	7.6	82.3
07/04/09 05:00:00.0	10.6	7.04	7.7	78.6
07/04/09 05:30:00.0	9.82	8.01	8.2	88.5
07/04/09 06:00:00.0	12.16	7.51	7.9	73.2
07/04/09 06:30:00.0	14.47	7.31	7.7	62.1
07/04/09 07:00:00.0	15.23	8.03	8.1	62.1
07/04/09 07:30:00.0	16	7.47	7.7	56.9
07/04/09 08:00:00.0	17.52	5.63	6.8	45.5
07/04/09 08:30:00.0	20.95	1.37	5	27.2
07/04/09 09:00:00.0	21.71	0.79	4.8	24.9
07/04/09 09:30:00.0	22.86	0.72	4.7	23.1
07/04/09 10:00:00.0	23.63	1.06	4.8	22.6
07/04/09 10:30:00.0	25.17	1.26	4.9	20.9
07/04/09 11:00:00.0	25.56	1.58	5	20.9
07/04/09 11:30:00.0	26.73	1.29	4.8	19.1
07/04/09 12:00:00.0	27.91	1.03	4.7	17.5
07/04/09 12:30:00.0	29.1	-0.8	4.1	14.3
07/04/09 13:00:00.0	28.31	1.03	4.7	17.1
07/04/09 13:30:00.0	29.1	1.34	4.8	16.7
07/04/09 14:00:00.0	27.91	2.25	5.2	19.1
07/04/09 14:30:00.0	28.7	4.44	6	21.3
07/04/09 15:00:00.0	27.91	6.53	7	25.8
07/04/09 15:30:00.0	27.12	8.06	7.8	30
07/04/09 16:00:00.0	26.73	8.86	8.2	32.4
07/04/09 16:30:00.0	26.34	8.74	8.2	32.9
07/04/09 17:00:00.0	25.95	8.63	8.1	33.4
07/04/09 17:30:00.0	25.56	8.89	8.3	34.8
07/04/09 18:00:00.0	24.79	8.63	8.1	35.8
07/04/09 18:30:00.0	24.01	8.15	7.9	36.3
07/04/09 19:00:00.0	23.63	8.01	7.8	36.8
07/04/09 19:30:00.0	22.86	8.49	8.1	39.8
07/04/09 20:00:00.0	21.33	7.52	7.6	40.9
07/04/09 20:30:00.0	20.57	6.65	7.2	40.4
07/04/09 21:00:00.0	19.04	6.65	7.3	44.4
07/04/09 21:30:00.0	18.28	5.97	6.9	44.4
07/04/09 22:00:00.0	17.14	6.05	7	48
07/04/09 22:30:00.0	16.38	6.84	7.4	53.2
07/04/09 23:00:00.0	16	7.18	7.6	55.8
07/04/09 23:30:00.0	15.62	6.56	7.3	54.8
07/05/09 00:00:00.0	14.47	8.69	8.5	68.2
07/05/09 00:30:00.0	13.7	8.06	8.1	68.7
07/05/09 01:00:00.0	14.09	7.77	8	65.7
07/05/09 01:30:00.0	13.32	8.01	8.1	70.2
07/05/09 02:00:00.0	14.09	6.69	7.4	61
07/05/09 02:30:00.0	13.32	6.57	7.4	63.6
07/05/09 03:00:00.0	12.93	2.94	5.7	50.6
07/05/09 03:30:00.0	12.93	4.73	6.5	57.4
07/05/09 04:00:00.0	12.55	5.24	6.7	61
07/05/09 04:30:00.0	14.47	5.37	6.7	54.3
07/05/09 05:00:00.0	12.93	5.97	7.1	62.6
07/05/09 05:30:00.0	12.55	5.61	6.9	62.6
07/05/09 06:00:00.0	13.32	5.84	7	60.5
07/05/09 06:30:00.0	14.09	5.81	7	57.4
07/05/09 07:00:00.0	16.76	7.49	7.7	54.3
07/05/09 07:30:00.0	18.28	7.43	7.7	49.1
07/05/09 08:00:00.0	18.66	8.96	8.5	53.2
07/05/09 08:30:00.0	20.57	7.19	7.5	41.9
07/05/09 09:00:00.0	21.71	7.28	7.5	39.3
07/05/09 09:30:00.0	21.71	7.46	7.6	39.8
07/05/09 10:00:00.0	22.86	8.11	7.9	38.8
07/05/09 10:30:00.0	21.71	7.46	7.6	39.8
07/05/09 11:00:00.0	23.63	6.6	7.1	33.4
07/05/09 11:30:00.0	25.95	6.56	7	29
07/05/09 12:00:00.0	27.52	3.46	5.6	21.3
07/05/09 12:30:00.0	28.31	1.97	5.1	18.3
07/05/09 13:00:00.0	27.91	0.38	4.5	16.7
07/05/09 13:30:00.0	29.9	-2.55	3.6	12
07/05/09 14:00:00.0	28.31	-10.92	1.9	6.9
07/05/09 14:30:00.0	27.12	-5.49	2.9	11.3
07/05/09 15:00:00.0	25.95	-6.86	2.6	10.9
07/05/09 15:30:00.0	25.95	-6.86	2.6	10.9
07/05/09 16:00:00.0	24.01	-10.09	2.1	9.5
07/05/09 16:30:00.0	24.01	-7.11	2.6	12
07/05/09 17:00:00.0	24.4	-6.07	2.8	12.7
07/05/09 17:30:00.0	23.63	-8.18	2.4	11.3
07/05/09 18:00:00.0	21.33	-2.52	3.7	20
07/05/09 18:30:00.0	20.95	-0.13	4.5	24.4
07/05/09 19:00:00.0	20.19	1.41	5	28.6
07/05/09 19:30:00.0	20.95	-1.18	4.1	22.6
07/05/09 20:00:00.0	19.04	-0.06	4.5	27.6
07/05/09 20:30:00.0	18.28	2.7	5.5	35.3
07/05/09 21:00:00.0	16.76	3.42	5.8	40.9
07/05/09 21:30:00.0	14.09	7.99	8.1	66.7
07/05/09 22:00:00.0	13.7	7.16	7.6	64.6
07/05/09 22:30:00.0	11.38	10.11	9.4	91.9
07/05/09 23:00:00.0	10.6	10.02	9.4	96.2
07/05/09 23:30:00.0	10.6	10.07	9.4	96.5
07/06/09 00:00:00.0	10.6	9.41	9	92.3
07/06/09 00:30:00.0	10.21	6.19	7.2	76.1
07/06/09 01:00:00.0	9.42	5.9	7.1	78.6
07/06/09 01:30:00.0	8.63	5.54	7	80.9
07/06/09 02:00:00.0	7.83	5.4	6.9	84.6
07/06/09 02:30:00.0	7.83	6.05	7.2	88.5
07/06/09 03:00:00.0	7.83	5.71	7.1	86.4
07/06/09 03:30:00.0	7.43	5.45	6.9	87.2
07/06/09 04:00:00.0	7.43	4.93	6.7	84.1
07/06/09 04:30:00.0	7.03	4.68	6.6	85
07/06/09 05:00:00.0	7.83	3.89	6.2	76.1
07/06/09 05:30:00.0	6.62	4.59	6.6	86.8
07/06/09 06:00:00.0	7.43	5.08	6.8	85
07/06/09 06:30:00.0	7.03	5.34	6.9	89
07/06/09 07:00:00.0	7.03	5.53	7	90.2
07/06/09 07:30:00.0	7.03	5.34	6.9	89
07/06/09 08:00:00.0	9.03	5.14	6.8	76.6
07/06/09 08:30:00.0	9.42	5.53	6.9	76.6
07/06/09 09:00:00.0	9.03	5.59	7	79
07/06/09 09:30:00.0	9.82	5.55	6.9	74.7
07/06/09 10:00:00.0	10.99	5.68	7	69.7
07/06/09 10:30:00.0	10.99	5.99	7.1	71.2
07/06/09 11:00:00.0	11.38	5.95	7.1	69.2
07/06/09 11:30:00.0	10.99	6.39	7.3	73.2
07/06/09 12:00:00.0	11.77	5.44	6.8	65.1
07/06/09 12:30:00.0	12.55	6.17	7.2	65.1
07/06/09 13:00:00.0	13.32	6.68	7.4	64.1
07/06/09 13:30:00.0	13.32	7.8	8	69.2
07/06/09 14:00:00.0	12.93	7.32	7.8	68.7
07/06/09 14:30:00.0	14.47	7.43	7.8	62.6
07/06/09 15:00:00.0	14.85	7.29	7.7	60.5
07/06/09 15:30:00.0	14.47	6.93	7.5	60.5
07/06/09 16:00:00.0	14.09	7.3	7.7	63.6
07/06/09 16:30:00.0	12.16	7.41	7.8	72.7
07/06/09 17:00:00.0	10.6	8.34	8.4	85.9
07/06/09 17:30:00.0	11.38	7.33	7.8	76.1
07/06/09 18:00:00.0	10.99	7.24	7.8	77.6
07/06/09 18:30:00.0	10.6	7.71	8	82.3
07/06/09 19:00:00.0	10.99	6.87	7.6	75.7
07/06/09 19:30:00.0	9.82	8.16	8.3	89.4
07/06/09 20:00:00.0	9.42	8.55	8.5	94.3
07/06/09 20:30:00.0	8.63	8.17	8.3	96.9
07/06/09 21:00:00.0	8.23	7.83	8.2	97.3
07/06/09 21:30:00.0	8.23	7.98	8.2	98.3
07/06/09 22:00:00.0	7.83	7.64	8.1	98.7
07/06/09 22:30:00.0	7.83	7.69	8.1	99
07/06/09 23:00:00.0	7.43	7.34	7.9	99.4
07/06/09 23:30:00.0	7.43	7.24	7.9	98.7
07/07/09 00:00:00.0	7.43	7.18	7.8	98.3
07/07/09 00:30:00.0	7.03	6.88	7.7	99
07/07/09 01:00:00.0	7.03	6.88	7.7	99
07/07/09 01:30:00.0	7.03	6.94	7.7	99.4
07/07/09 02:00:00.0	6.62	6.43	7.5	98.7
07/07/09 02:30:00.0	6.62	6.54	7.5	99.4
07/07/09 03:00:00.0	6.62	6.54	7.5	99.4
07/07/09 03:30:00.0	6.62	6.48	7.5	99
07/07/09 04:00:00.0	6.62	6.48	7.5	99
07/07/09 04:30:00.0	6.62	6.23	7.4	97.3
07/07/09 05:00:00.0	6.22	5.42	7	94.6
07/07/09 05:30:00.0	6.22	5.6	7	95.8
07/07/09 06:00:00.0	6.22	5.48	7	95
07/07/09 06:30:00.0	6.22	5.31	6.9	93.9
07/07/09 07:00:00.0	6.22	5	6.8	91.9
07/07/09 07:30:00.0	6.62	5.14	6.8	90.2
07/07/09 08:00:00.0	6.62	4.94	6.7	89
07/07/09 08:30:00.0	7.03	4.68	6.6	85
07/07/09 09:00:00.0	7.83	5.16	6.8	83.2
07/07/09 09:30:00.0	8.63	5.29	6.8	79.5
07/07/09 10:00:00.0	9.03	5.51	6.9	78.6
07/07/09 10:30:00.0	10.99	5.68	7	69.7
07/07/09 11:00:00.0	12.16	5.7	6.9	64.6
07/07/09 11:30:00.0	12.16	5.81	7	65.1
07/07/09 12:00:00.0	12.93	5.36	6.8	60
07/07/09 12:30:00.0	14.09	5.4	6.8	55.8
07/07/09 13:00:00.0	14.47	4.94	6.5	52.7
07/07/09 13:30:00.0	13.7	5.45	6.8	57.4
07/07/09 14:00:00.0	14.47	4.8	6.5	52.2
07/07/09 14:30:00.0	15.62	4.83	6.5	48.6
07/07/09 15:00:00.0	15.23	5.65	6.9	52.7
07/07/09 15:30:00.0	14.85	5.59	6.8	53.8
07/07/09 16:00:00.0	13.32	6.34	7.2	62.6
07/07/09 16:30:00.0	11.77	6.32	7.3	69.2
07/07/09 17:00:00.0	12.16	6.16	7.2	66.7
07/07/09 17:30:00.0	10.99	5.88	7.1	70.7
07/07/09 18:00:00.0	11.38	5.74	7	68.2
07/07/09 18:30:00.0	10.99	5.57	6.9	69.2
07/07/09 19:00:00.0	10.99	4.83	6.6	65.7
07/07/09 19:30:00.0	10.6	5.1	6.7	68.7
07/07/09 20:00:00.0	9.82	5.16	6.7	72.7
07/07/09 20:30:00.0	9.42	5.9	7.1	78.6
07/07/09 21:00:00.0	9.03	6.09	7.2	81.8
07/07/09 21:30:00.0	8.63	6.34	7.4	85.5
07/07/09 22:00:00.0	8.63	6.49	7.4	86.4
07/07/09 22:30:00.0	8.23	6.87	7.6	91.1
07/07/09 23:00:00.0	8.23	7	7.7	91.9
07/07/09 23:30:00.0	7.83	7.54	8	98
07/08/09 00:00:00.0	7.43	7.28	7.9	99
07/08/09 00:30:00.0	7.43	7.28	7.9	99
07/08/09 01:00:00.0	7.03	6.94	7.7	99.4
07/08/09 01:30:00.0	7.03	6.94	7.7	99.4
07/08/09 02:00:00.0	7.03	6.78	7.6	98.3
07/08/09 02:30:00.0	7.03	6.84	7.7	98.7
07/08/09 03:00:00.0	6.62	6.54	7.5	99.4
07/08/09 03:30:00.0	6.62	6.54	7.5	99.4
07/08/09 04:00:00.0	6.62	6.48	7.5	99
07/08/09 04:30:00.0	6.62	6.54	7.5	99.4
07/08/09 05:00:00.0	6.62	6.62	7.6	100
07/08/09 05:30:00.0	6.62	6.62	7.6	100
07/08/09 06:00:00.0	6.62	6.27	7.4	97.6
07/08/09 06:30:00.0	6.62	6.17	7.3	96.9
07/08/09 07:00:00.0	7.83	6.97	7.7	94.3
07/08/09 07:30:00.0	7.83	6.39	7.4	90.6
07/08/09 08:00:00.0	8.23	7.12	7.8	92.7
07/08/09 08:30:00.0	7.43	6.62	7.5	94.6
07/08/09 09:00:00.0	8.23	6.53	7.5	89
07/08/09 09:30:00.0	9.03	6.88	7.6	86.4
07/08/09 10:00:00.0	10.6	6.5	7.4	75.7
07/08/09 10:30:00.0	9.82	6.54	7.4	80
07/08/09 11:00:00.0	9.42	6.22	7.3	80.4
07/08/09 11:30:00.0	9.82	6.28	7.3	78.6
07/08/09 12:00:00.0	9.82	6.61	7.5	80.4
07/08/09 12:30:00.0	9.42	6.15	7.2	80
07/08/09 13:00:00.0	9.03	6.09	7.2	81.8
07/08/09 13:30:00.0	10.99	6.58	7.4	74.2
07/08/09 14:00:00.0	11.38	6.46	7.3	71.7
07/08/09 14:30:00.0	10.6	6.3	7.3	74.7
07/08/09 15:00:00.0	10.6	6.01	7.1	73.2
07/08/09 15:30:00.0	11.38	6.26	7.2	70.7
07/08/09 16:00:00.0	12.55	6.53	7.4	66.7
07/08/09 16:30:00.0	13.7	6.93	7.5	63.6
07/08/09 17:00:00.0	14.09	6.57	7.3	60.5
07/08/09 17:30:00.0	13.32	6.22	7.2	62.1
07/08/09 18:00:00.0	12.55	6.63	7.4	67.2
07/08/09 18:30:00.0	11.38	6.26	7.2	70.7
07/08/09 19:00:00.0	10.21	7.17	7.7	81.4
07/08/09 19:30:00.0	9.82	7.66	8	86.4
07/08/09 20:00:00.0	9.42	7.84	8.1	89.8
07/08/09 20:30:00.0	9.42	7.77	8.1	89.4
07/08/09 21:00:00.0	9.03	7.65	8	91.1
07/08/09 21:30:00.0	9.03	7.44	7.9	89.8
07/08/09 22:00:00.0	9.42	7.56	8	88.1
07/08/09 22:30:00.0	8.63	7.81	8.1	94.6
07/08/09 23:00:00.0	7.83	7.43	8	97.3
07/08/09 23:30:00.0	7.43	7.24	7.9	98.7
07/09/09 00:00:00.0	7.43	7.34	7.9	99.4
07/09/09 00:30:00.0	7.03	7.03	7.8	100
07/09/09 01:00:00.0	6.62	6.58	7.5	99.7
07/09/09 01:30:00.0	6.62	6.62	7.6	100
07/09/09 02:00:00.0	5.81	5.81	7.2	100
07/09/09 02:30:00.0	5.4	5.4	7	100
07/09/09 03:00:00.0	6.22	6.22	7.4	100
07/09/09 03:30:00.0	6.22	6.22	7.4	100.4
07/09/09 04:00:00.0	6.22	6.22	7.4	100
07/09/09 04:30:00.0	5.81	5.81	7.2	100
07/09/09 05:00:00.0	6.22	5.97	7.2	98.3
07/09/09 05:30:00.0	5.81	5.56	7	98.3
07/09/09 06:00:00.0	5.4	5.21	6.9	98.7
07/09/09 06:30:00.0	6.62	6.58	7.5	99.7
07/09/09 07:00:00.0	7.03	6.98	7.7	99.7
07/09/09 07:30:00.0	7.43	7.34	7.9	99.4
07/09/09 08:00:00.0	7.83	7.43	8	97.3
07/09/09 08:30:00.0	9.42	7.34	7.9	86.8
07/09/09 09:00:00.0	10.21	7.24	7.8	81.8
07/09/09 09:30:00.0	10.6	7.12	7.7	79
07/09/09 10:00:00.0	13.32	6.91	7.5	65.1
07/09/09 10:30:00.0	13.7	7.27	7.7	65.1
07/09/09 11:00:00.0	14.85	7.79	8	62.6
07/09/09 11:30:00.0	15.62	7.76	7.9	59.5
07/09/09 12:00:00.0	17.14	7.98	8	54.8
07/09/09 12:30:00.0	17.9	7.97	8	52.2
07/09/09 13:00:00.0	17.9	8.42	8.2	53.8
07/09/09 13:30:00.0	17.9	8.11	8	52.7
07/09/09 14:00:00.0	17.9	8.96	8.5	55.8
07/09/09 14:30:00.0	17.9	8.42	8.2	53.8
07/09/09 15:00:00.0	17.9	8.55	8.3	54.3
07/09/09 15:30:00.0	18.28	8.47	8.2	52.7
07/09/09 16:00:00.0	17.9	8.82	8.4	55.3
07/09/09 16:30:00.0	17.9	8.55	8.3	54.3
07/09/09 17:00:00.0	17.52	8.89	8.5	56.9
07/09/09 17:30:00.0	17.9	8.69	8.4	54.8
07/09/09 18:00:00.0	17.14	8.66	8.4	57.4
07/09/09 18:30:00.0	16.76	8.71	8.4	59
07/09/09 19:00:00.0	16	8.87	8.5	62.6
07/09/09 19:30:00.0	15.23	9.52	8.9	68.7
07/09/09 20:00:00.0	14.09	10.04	9.3	76.6
07/09/09 20:30:00.0	12.93	9.83	9.2	81.4
07/09/09 21:00:00.0	11.77	9.71	9.2	87.2
07/09/09 21:30:00.0	10.99	9.6	9.1	91.1
07/09/09 22:00:00.0	10.21	9.27	8.9	93.9
07/09/09 22:30:00.0	9.42	8.79	8.7	95.8
07/09/09 23:00:00.0	8.63	8.23	8.4	97.3
07/09/09 23:30:00.0	7.83	7.58	8	98.3
07/10/09 00:00:00.0	7.43	7.24	7.9	98.7
07/10/09 00:30:00.0	8.23	7.94	8.2	98
07/10/09 01:00:00.0	8.63	8.06	8.3	96.2
07/10/09 01:30:00.0	8.63	8.38	8.5	98.3
07/10/09 02:00:00.0	8.23	5.31	6.9	81.8
07/10/09 02:30:00.0	8.23	1.42	5.2	62.1
07/10/09 03:00:00.0	7.83	1.26	5.2	63.1
07/10/09 03:30:00.0	7.83	0.56	4.9	60
07/10/09 04:00:00.0	7.43	0.66	4.9	62.1
07/10/09 04:30:00.0	8.63	1.08	5.1	59
07/10/09 05:00:00.0	8.63	4.11	6.3	73.2
07/10/09 05:30:00.0	8.63	2.69	5.7	66.2
07/10/09 06:00:00.0	9.82	3.25	5.9	63.6
07/10/09 06:30:00.0	12.55	5.12	6.7	60.5
07/10/09 07:00:00.0	14.09	4.88	6.5	53.8
07/10/09 07:30:00.0	14.85	4.88	6.5	51.2
07/10/09 08:00:00.0	17.14	3.2	5.7	39.3
07/10/09 08:30:00.0	18.66	4.56	6.3	39.3
07/10/09 09:00:00.0	19.04	4.71	6.3	38.8
07/10/09 09:30:00.0	20.19	4.58	6.3	35.8
07/10/09 10:00:00.0	21.71	5.14	6.5	33.9
07/10/09 10:30:00.0	23.24	4.72	6.2	30
07/10/09 11:00:00.0	23.24	4.72	6.2	30
07/10/09 11:30:00.0	24.4	3.06	5.5	24.9
07/10/09 12:00:00.0	26.34	2.49	5.3	21.3
07/10/09 12:30:00.0	27.12	2.53	5.3	20.4
07/10/09 13:00:00.0	27.91	2.89	5.4	20
07/10/09 13:30:00.0	29.5	1.99	5	17.1
07/10/09 14:00:00.0	29.9	-0.17	4.3	14.3
07/10/09 14:30:00.0	28.31	-0.77	4.1	15
07/10/09 15:00:00.0	26.73	8.4	8	31.4
07/10/09 15:30:00.0	25.17	8.76	8.2	35.3
07/10/09 16:00:00.0	26.34	8.06	7.8	31.4
07/10/09 16:30:00.0	23.63	8.41	8	37.8
07/10/09 17:00:00.0	24.4	7.27	7.4	33.4
07/10/09 17:30:00.0	27.12	6.63	7	27.2
07/10/09 18:00:00.0	24.4	7.7	7.7	34.4
07/10/09 18:30:00.0	24.01	7.74	7.7	35.3
07/10/09 19:00:00.0	23.63	8.01	7.8	36.8
07/10/09 19:30:00.0	23.24	8.07	7.9	37.8
07/10/09 20:00:00.0	22.09	8.73	8.3	42.4
07/10/09 20:30:00.0	20.19	9.02	8.5	48.6
07/10/09 21:00:00.0	18.66	8.96	8.5	53.2
07/10/09 21:30:00.0	17.9	9.11	8.6	56.4
07/10/09 22:00:00.0	16.76	9.33	8.8	61.5
07/10/09 22:30:00.0	15.62	9.78	9.1	68.2
07/10/09 23:00:00.0	16	9.45	8.9	65.1
07/10/09 23:30:00.0	16	9.7	9	66.2
07/11/09 00:00:00.0	16	9.92	9.2	67.2
07/11/09 00:30:00.0	15.23	8.73	8.5	65.1
07/11/09 01:00:00.0	15.23	8.38	8.3	63.6
07/11/09 01:30:00.0	14.09	8.85	8.6	70.7
07/11/09 02:00:00.0	14.09	5.01	6.6	54.3
07/11/09 02:30:00.0	14.47	5.63	6.9	55.3
07/11/09 03:00:00.0	14.47	4.66	6.4	51.7
07/11/09 03:30:00.0	13.32	3.15	5.8	50.1
07/11/09 04:00:00.0	13.32	3.6	6	51.7
07/11/09 04:30:00.0	14.09	2.5	5.5	45.5
07/11/09 05:00:00.0	13.32	1.62	5.2	44.9
07/11/09 05:30:00.0	13.32	2.11	5.4	46.5
07/11/09 06:00:00.0	14.09	5.27	6.7	55.3
07/11/09 06:30:00.0	15.62	6.14	7.1	53.2
07/11/09 07:00:00.0	16.38	9.35	8.8	63.1
07/11/09 07:30:00.0	17.52	6.1	7	47
07/11/09 08:00:00.0	18.66	8.39	8.2	51.2
07/11/09 08:30:00.0	18.28	9.31	8.7	55.8
07/11/09 09:00:00.0	20.19	8.84	8.4	48
07/11/09 09:30:00.0	20.57	9.18	8.6	48
07/11/09 10:00:00.0	20.95	9.06	8.5	46.5
07/11/09 10:30:00.0	21.33	9.88	9	48
07/11/09 11:00:00.0	22.48	10.61	9.4	47
07/11/09 11:30:00.0	22.09	10.26	9.2	47
07/11/09 12:00:00.0	23.24	10.11	9	43.4
07/11/09 12:30:00.0	23.63	10.97	9.6	44.9
07/11/09 13:00:00.0	23.63	11.5	9.9	46.5
07/11/09 13:30:00.0	24.01	12.17	10.3	47.5
07/11/09 14:00:00.0	24.4	12.87	10.8	48.6
07/11/09 14:30:00.0	24.01	12.83	10.8	49.6
07/11/09 15:00:00.0	23.24	13.05	11	52.7
07/11/09 15:30:00.0	23.63	13.11	11	51.7
07/11/09 16:00:00.0	24.01	13.32	11.1	51.2
07/11/09 16:30:00.0	23.63	12.63	10.7	50.1
07/11/09 17:00:00.0	23.24	13.19	11.1	53.2
07/11/09 17:30:00.0	22.86	12.84	10.8	53.2
07/11/09 18:00:00.0	22.09	12.58	10.7	54.8
07/11/09 18:30:00.0	22.09	12.58	10.7	54.8
07/11/09 19:00:00.0	21.71	12.8	10.9	56.9
07/11/09 19:30:00.0	20.57	12.91	11	61.5
07/11/09 20:00:00.0	19.81	13.06	11.1	65.1
07/11/09 20:30:00.0	17.9	13.45	11.5	75.2
07/11/09 21:00:00.0	16.76	13.99	11.9	83.7
07/11/09 21:30:00.0	15.62	13.65	11.7	88.1
07/11/09 22:00:00.0	14.85	13.41	11.6	91.1
07/11/09 22:30:00.0	14.09	13.18	11.4	94.3
07/11/09 23:00:00.0	13.7	13.16	11.4	96.5
07/11/09 23:30:00.0	13.32	13.01	11.3	98
07/12/09 00:00:00.0	12.93	12.51	11	97.3
07/12/09 00:30:00.0	12.93	12.51	11	97.3
07/12/09 01:00:00.0	12.93	12.62	11.1	98
07/12/09 01:30:00.0	12.16	11.9	10.6	98.3
07/12/09 02:00:00.0	12.16	12.11	10.7	99.7
07/12/09 02:30:00.0	12.16	12.16	10.8	100
07/12/09 03:00:00.0	12.55	12.45	11	99.4
07/12/09 03:30:00.0	12.55	12.5	11	99.7
07/12/09 04:00:00.0	12.16	12.11	10.7	99.7
07/12/09 04:30:00.0	12.16	12.16	10.8	100.4
07/12/09 05:00:00.0	12.55	12.55	11	100
07/12/09 05:30:00.0	12.55	11.96	10.6	96.2
07/12/09 06:00:00.0	11.77	11.73	10.5	99.7
07/12/09 06:30:00.0	11.77	11.73	10.5	99.7
07/12/09 07:00:00.0	11.38	11.38	10.2	100
07/12/09 07:30:00.0	10.6	10.56	9.7	99.7
07/12/09 08:00:00.0	10.21	10.17	9.5	99.7
07/12/09 08:30:00.0	10.21	10.21	9.5	100
07/12/09 09:00:00.0	9.42	9.42	9.1	100
07/12/09 09:30:00.0	10.21	9.95	9.4	98.3
07/12/09 10:00:00.0	11.38	10.31	9.5	93.1
07/12/09 10:30:00.0	10.99	10.29	9.5	95.4
07/12/09 11:00:00.0	10.99	10.52	9.7	96.9
07/12/09 11:30:00.0	11.38	9.98	9.3	91.1
07/12/09 12:00:00.0	10.99	9.92	9.3	93.1
