Date Time,Temperature
6/11/12 8:07,20.9
6/11/12 8:37,20.2
6/11/12 9:07,19.8
6/11/12 9:37,18.6
6/11/12 10:07,17.8
6/11/12 10:37,18.2
6/11/12 11:07,18.6
6/11/12 11:37,18.2
6/11/12 12:07,17.8
6/11/12 12:37,17.8
6/11/12 13:07,19.8
6/11/12 13:37,20.2
6/11/12 14:07,21.3
6/11/12 14:37,22.4
6/11/12 15:07,22.8
6/11/12 15:37,9.8
6/11/12 16:07,3.3
6/11/12 16:37,3.3
6/11/12 17:07,3.3
6/11/12 17:37,3.3
6/11/12 18:07,3.3
6/11/12 18:37,3.3
6/11/12 19:07,3.3
6/11/12 19:37,3.3
6/11/12 20:07,3.3
6/11/12 20:37,3.3
6/11/12 21:07,3.3
6/11/12 21:37,3.3
6/11/12 22:07,3.3
6/11/12 22:37,3.3
6/11/12 23:07,3.3
6/11/12 23:37,3.3
6/12/12 0:07,3.3
6/12/12 0:37,3.3
6/12/12 1:07,3.3
6/12/12 1:37,3.3
6/12/12 2:07,3.3
6/12/12 2:37,3.3
6/12/12 3:07,3.3
6/12/12 3:37,3.3
6/12/12 4:07,3.3
6/12/12 4:37,3.3
6/12/12 5:07,3.3
6/12/12 5:37,3.3
6/12/12 6:07,3.3
6/12/12 6:37,3.3
6/12/12 7:07,3.3
6/12/12 7:37,3.3
6/12/12 8:07,3.3
6/12/12 8:37,3.3
6/12/12 9:07,3.3
6/12/12 9:37,3.3
6/12/12 10:07,3.3
6/12/12 10:37,3.3
6/12/12 11:07,3.3
6/12/12 11:37,3.3
6/12/12 12:07,3.3
6/12/12 12:37,3.3
6/12/12 13:07,3.3
6/12/12 13:37,3.3
6/12/12 14:07,3.3
6/12/12 14:37,3.3
6/12/12 15:07,3.3
6/12/12 15:37,3.3
6/12/12 16:07,3.3
6/12/12 16:37,3.3
6/12/12 17:07,3.3
6/12/12 17:37,3.3
6/12/12 18:07,3.3
6/12/12 18:37,3.3
6/12/12 19:07,3.3
6/12/12 19:37,3.3
6/12/12 20:07,3.3
6/12/12 20:37,3.3
6/12/12 21:07,3.3
6/12/12 21:37,3.3
6/12/12 22:07,3.3
6/12/12 22:37,3.3
6/12/12 23:07,3.3
6/12/12 23:37,3.3
6/13/12 0:07,3.3
6/13/12 0:37,3.3
6/13/12 1:07,3.3
6/13/12 1:37,3.3
6/13/12 2:07,3.3
6/13/12 2:37,3.3
6/13/12 3:07,3.3
6/13/12 3:37,3.3
6/13/12 4:07,3.3
6/13/12 4:37,3.3
6/13/12 5:07,3.3
6/13/12 5:37,3.3
6/13/12 6:07,3.3
6/13/12 6:37,3.3
6/13/12 7:07,3.3
6/13/12 7:37,3.3
6/13/12 8:07,3.3
6/13/12 8:37,3.3
6/13/12 9:07,3.3
6/13/12 9:37,3.3
6/13/12 10:07,3.3
6/13/12 10:37,3.3
6/13/12 11:07,3.3
6/13/12 11:37,3.3
6/13/12 12:07,3.3
6/13/12 12:37,3.3
6/13/12 13:07,3.3
6/13/12 13:37,3.3
6/13/12 14:07,3.3
6/13/12 14:37,3.3
6/13/12 15:07,3.3
6/13/12 15:37,3.3
6/13/12 16:07,3.3
6/13/12 16:37,3.3
6/13/12 17:07,3.3
6/13/12 17:37,3.3
6/13/12 18:07,3.3
6/13/12 18:37,3.3
6/13/12 19:07,3.3
6/13/12 19:37,3.3
6/13/12 20:07,3.3
6/13/12 20:37,3.3
6/13/12 21:07,3.3
6/13/12 21:37,3.3
6/13/12 22:07,3.3
6/13/12 22:37,3.3
6/13/12 23:07,3.3
6/13/12 23:37,3.3
6/14/12 0:07,3.3
6/14/12 0:37,3.3
6/14/12 1:07,3.3
6/14/12 1:37,3.3
6/14/12 2:07,3.3
6/14/12 2:37,3.3
6/14/12 3:07,3.3
6/14/12 3:37,3.3
6/14/12 4:07,3.3
6/14/12 4:37,3.3
6/14/12 5:07,3.3
6/14/12 5:37,3.3
6/14/12 6:07,3.3
6/14/12 6:37,3.3
6/14/12 7:07,3.3
6/14/12 7:37,3.3
6/14/12 8:07,3.3
6/14/12 8:37,3.3
6/14/12 9:07,3.3
6/14/12 9:37,3.3
6/14/12 10:07,3.7
6/14/12 10:37,3.3
6/14/12 11:07,3.7
6/14/12 11:37,3.3
6/14/12 12:07,3.3
6/14/12 12:37,3.3
6/14/12 13:07,3.3
6/14/12 13:37,3.3
6/14/12 14:07,3.3
6/14/12 14:37,3.3
6/14/12 15:07,3.3
6/14/12 15:37,3.3
6/14/12 16:07,3.3
6/14/12 16:37,3.3
6/14/12 17:07,3.3
6/14/12 17:37,3.3
6/14/12 18:07,3.3
6/14/12 18:37,3.3
6/14/12 19:07,3.3
6/14/12 19:37,3.3
6/14/12 20:07,3.3
6/14/12 20:37,3.3
6/14/12 21:07,3.3
6/14/12 21:37,3.3
6/14/12 22:07,3.3
6/14/12 22:37,3.3
6/14/12 23:07,3.3
6/14/12 23:37,3.3
6/15/12 0:07,3.3
6/15/12 0:37,3.3
6/15/12 1:07,3.3
6/15/12 1:37,3.3
6/15/12 2:07,3.3
6/15/12 2:37,3.3
6/15/12 3:07,3.3
6/15/12 3:37,3.3
6/15/12 4:07,3.3
6/15/12 4:37,3.3
6/15/12 5:07,3.3
6/15/12 5:37,3.3
6/15/12 6:07,3.3
6/15/12 6:37,3.3
6/15/12 7:07,3.3
6/15/12 7:37,3.3
6/15/12 8:07,3.3
6/15/12 8:37,3.7
6/15/12 9:07,3.7
6/15/12 9:37,3.3
6/15/12 10:07,3.7
6/15/12 10:37,3.7
6/15/12 11:07,3.7
6/15/12 11:37,3.7
6/15/12 12:07,3.3
6/15/12 12:37,3.3
6/15/12 13:07,3.3
6/15/12 13:37,3.3
6/15/12 14:07,3.3
6/15/12 14:37,3.3
6/15/12 15:07,3.3
6/15/12 15:37,3.3
6/15/12 16:07,3.3
6/15/12 16:37,3.3
6/15/12 17:07,3.3
6/15/12 17:37,3.3
6/15/12 18:07,3.3
6/15/12 18:37,3.3
6/15/12 19:07,3.3
6/15/12 19:37,3.3
