Date Time,Temperature
6/11/12 8:10,20.2
6/11/12 8:40,20.2
6/11/12 9:10,20.2
6/11/12 9:40,18.6
6/11/12 10:10,17.8
6/11/12 10:40,18.2
6/11/12 11:10,18.6
6/11/12 11:40,18.2
6/11/12 12:10,17.4
6/11/12 12:40,17.1
6/11/12 13:10,19.4
6/11/12 13:40,20.2
6/11/12 14:10,21.3
6/11/12 14:40,22.1
6/11/12 15:10,22.4
6/11/12 15:40,28.3
6/11/12 16:10,30.7
6/11/12 16:40,9
6/11/12 17:10,7.4
6/11/12 17:40,7
6/11/12 18:10,6.6
6/11/12 18:40,6.2
6/11/12 19:10,5.8
6/11/12 19:40,5.3
6/11/12 20:10,5.3
6/11/12 20:40,4.9
6/11/12 21:10,4.9
6/11/12 21:40,4.5
6/11/12 22:10,4.5
6/11/12 22:40,4.5
6/11/12 23:10,4.1
6/11/12 23:40,4.1
6/12/12 0:10,4.1
6/12/12 0:40,4.1
6/12/12 1:10,4.1
6/12/12 1:40,4.1
6/12/12 2:10,4.1
6/12/12 2:40,4.1
6/12/12 3:10,4.1
6/12/12 3:40,4.1
6/12/12 4:10,3.7
6/12/12 4:40,3.7
6/12/12 5:10,3.7
6/12/12 5:40,4.1
6/12/12 6:10,4.1
6/12/12 6:40,4.1
6/12/12 7:10,4.1
6/12/12 7:40,4.1
6/12/12 8:10,4.1
6/12/12 8:40,4.1
6/12/12 9:10,4.1
6/12/12 9:40,4.5
6/12/12 10:10,4.5
6/12/12 10:40,4.9
6/12/12 11:10,4.9
6/12/12 11:40,4.9
6/12/12 12:10,4.9
6/12/12 12:40,4.9
6/12/12 13:10,4.9
6/12/12 13:40,4.9
6/12/12 14:10,5.3
6/12/12 14:40,5.8
6/12/12 15:10,6.2
6/12/12 15:40,5.8
6/12/12 16:10,5.8
6/12/12 16:40,5.8
6/12/12 17:10,5.8
6/12/12 17:40,5.8
6/12/12 18:10,5.8
6/12/12 18:40,5.8
6/12/12 19:10,5.3
6/12/12 19:40,5.3
6/12/12 20:10,5.3
6/12/12 20:40,4.9
6/12/12 21:10,4.9
6/12/12 21:40,4.5
6/12/12 22:10,4.5
6/12/12 22:40,4.5
6/12/12 23:10,4.5
6/12/12 23:40,4.5
6/13/12 0:10,4.5
6/13/12 0:40,4.1
6/13/12 1:10,4.1
6/13/12 1:40,4.1
6/13/12 2:10,4.1
6/13/12 2:40,4.1
6/13/12 3:10,3.7
6/13/12 3:40,3.7
6/13/12 4:10,3.7
6/13/12 4:40,3.7
6/13/12 5:10,3.7
6/13/12 5:40,3.7
6/13/12 6:10,3.7
6/13/12 6:40,3.7
6/13/12 7:10,3.7
6/13/12 7:40,3.7
6/13/12 8:10,3.7
6/13/12 8:40,4.1
6/13/12 9:10,4.1
6/13/12 9:40,4.1
6/13/12 10:10,4.1
6/13/12 10:40,4.5
6/13/12 11:10,4.5
6/13/12 11:40,4.5
6/13/12 12:10,4.5
6/13/12 12:40,4.5
6/13/12 13:10,4.5
6/13/12 13:40,4.9
6/13/12 14:10,4.9
6/13/12 14:40,4.5
6/13/12 15:10,4.9
6/13/12 15:40,4.9
6/13/12 16:10,5.3
6/13/12 16:40,5.3
6/13/12 17:10,5.3
6/13/12 17:40,4.9
6/13/12 18:10,4.9
6/13/12 18:40,4.9
6/13/12 19:10,4.5
6/13/12 19:40,4.5
6/13/12 20:10,4.5
6/13/12 20:40,4.1
6/13/12 21:10,3.7
6/13/12 21:40,3.7
6/13/12 22:10,3.7
6/13/12 22:40,3.3
6/13/12 23:10,3.3
6/13/12 23:40,3.3
6/14/12 0:10,3.3
6/14/12 0:40,3.3
6/14/12 1:10,3.3
6/14/12 1:40,3.3
6/14/12 2:10,3.3
6/14/12 2:40,3.3
6/14/12 3:10,3.3
6/14/12 3:40,3.3
6/14/12 4:10,3.3
6/14/12 4:40,3.3
6/14/12 5:10,3.3
6/14/12 5:40,3.3
6/14/12 6:10,3.3
6/14/12 6:40,3.3
6/14/12 7:10,3.3
6/14/12 7:40,3.3
6/14/12 8:10,3.7
6/14/12 8:40,3.7
6/14/12 9:10,4.1
6/14/12 9:40,4.5
6/14/12 10:10,4.9
6/14/12 10:40,4.9
6/14/12 11:10,5.3
6/14/12 11:40,6.2
6/14/12 12:10,6.2
6/14/12 12:40,6.6
6/14/12 13:10,7
6/14/12 13:40,7
6/14/12 14:10,7
6/14/12 14:40,7
6/14/12 15:10,7
6/14/12 15:40,6.6
6/14/12 16:10,6.6
6/14/12 16:40,6.2
6/14/12 17:10,6.2
6/14/12 17:40,6.2
6/14/12 18:10,5.8
6/14/12 18:40,5.3
6/14/12 19:10,4.9
6/14/12 19:40,4.9
6/14/12 20:10,4.5
6/14/12 20:40,4.5
6/14/12 21:10,4.1
6/14/12 21:40,4.1
6/14/12 22:10,4.1
6/14/12 22:40,3.7
6/14/12 23:10,3.7
6/14/12 23:40,3.7
6/15/12 0:10,3.7
6/15/12 0:40,3.7
6/15/12 1:10,3.7
6/15/12 1:40,3.7
6/15/12 2:10,3.7
6/15/12 2:40,3.7
6/15/12 3:10,3.7
6/15/12 3:40,3.3
6/15/12 4:10,3.3
6/15/12 4:40,3.3
6/15/12 5:10,3.3
6/15/12 5:40,3.3
6/15/12 6:10,3.3
6/15/12 6:40,3.3
6/15/12 7:10,3.3
6/15/12 7:40,3.7
6/15/12 8:10,3.7
6/15/12 8:40,4.1
6/15/12 9:10,4.5
6/15/12 9:40,4.9
6/15/12 10:10,5.3
6/15/12 10:40,5.8
6/15/12 11:10,6.2
6/15/12 11:40,6.2
6/15/12 12:10,6.6
6/15/12 12:40,7
6/15/12 13:10,7.4
6/15/12 13:40,7.8
6/15/12 14:10,7.8
6/15/12 14:40,7.8
6/15/12 15:10,7.8
6/15/12 15:40,7.8
6/15/12 16:10,7.8
6/15/12 16:40,7.4
6/15/12 17:10,7.4
6/15/12 17:40,7
6/15/12 18:10,6.6
6/15/12 18:40,6.2
6/15/12 19:10,6.2
6/15/12 19:40,5.8
6/15/12 20:10,5.3
6/15/12 20:40,5.3
6/15/12 21:10,4.9
6/15/12 21:40,4.9
6/15/12 22:10,4.5
6/15/12 22:40,4.5
6/15/12 23:10,4.5
6/15/12 23:40,4.5
6/16/12 0:10,4.1
6/16/12 0:40,4.1
6/16/12 1:10,4.1
6/16/12 1:40,4.1
6/16/12 2:10,4.1
6/16/12 2:40,4.1
6/16/12 3:10,4.1
6/16/12 3:40,4.1
